rid,DOS055_A375_24H:BRD-K01497006-001-01-4:5,DOS055_A549_24H:BRD-K01497006-001-01-4:5,DOS055_HT29_24H:BRD-K01497006-001-01-4:5,DOS055_MCF7_24H:BRD-K01497006-001-01-4:5,DOS055_PC3_24H:BRD-K01497006-001-01-4:5
5720,0.748750030994,-0.235799998045,-3.25557518005,-1.64866900444,-0.136549994349
466,0.22705000639,0.370149999857,0.503765583038,-0.438030213118,0.313549995422
6009,-0.0499499998987,-1.04980003834,0.367951929569,-0.569989442825,-1.33589994907
2309,1.10144996643,-0.65474998951,0.56026661396,-1.29905366898,-0.149099990726
387,-0.141499996185,1.18854999542,-0.59007614851,-1.08056378365,-1.52294993401
3553,0.850100040436,0.246350005269,0.432261615992,0.691590607166,0.514800012112
427,0.292499989271,-0.337199985981,-0.63415235281,0.61133056879,-0.831650018692
5898,-1.7473000288,0.615900039673,-0.465881258249,0.824522256851,0.256749987602
23365,-0.876550018787,-0.861649990082,-1.16118347645,0.982096910477,0.907600045204
6657,0.561049997807,-0.937899947166,-0.141272470355,1.03922843933,0.158800005913
5054,-0.907850027084,-1.13365006447,0.0727550387383,0.372593939304,0.287550002337
3108,0.190149992704,-0.0846000015736,0.46813416481,0.139217168093,-0.633099973202
1950,1.35575008392,-0.528599977493,-0.256000488997,1.59132182598,0.429650008678
351,-0.709499955177,-1.71895003319,0.0489232540131,-0.352689743042,-0.463349997997
4846,1.45589995384,-0.591849982738,0.202859848738,1.16609859467,0.549149990082
1452,0.388099998236,-0.594099998474,0.0408754125237,-0.0858253240585,-1.10745000839
4776,0.230899989605,-0.611149966717,-0.505874872208,1.26520180702,0.63890004158
6908,1.52745008469,-0.407700002193,-0.116273351014,-1.03495180607,-0.978349983692
672,0.117750018835,0.101649999619,-0.0421645492315,-1.03834998608,-0.489449977875
5710,-0.0056499838829,0.359799981117,-0.365838617086,-2.05508613586,0.243649989367
2115,-0.666450023651,0.0710499957204,-0.628643631935,1.23557913303,0.624050021172
7015,-0.0664499998093,-0.62374997139,-0.435836791992,1.03358125687,1.46369993687
8726,0.186099991202,-0.417499989271,-0.0339711159468,-0.734356880188,0.763999998569
2185,0.264649987221,0.389300018549,0.51512992382,2.23513889313,0.546050012112
3315,0.0722500085831,-0.490050017834,-0.278403490782,-2.19410610199,-1.43165004253
5289,0.391400009394,-0.550700008869,-0.343383818865,1.0340886116,-1.4551500082
868,-0.53845000267,0.750850021839,0.952896595001,-0.926445841789,0.387600004673
1677,-0.13599999249,-0.139200001955,0.822422385216,1.06806373596,1.05684995651
7043,0.127099990845,-0.161749988794,-0.17671173811,0.154099017382,1.03049993515
5613,0.137700006366,-0.236750006676,0.635938405991,0.119316980243,0.622650027275
595,-0.534049987793,1.62520003319,-0.217926621437,-1.56248617172,-0.253449976444
4793,0.126400008798,-0.0876000076532,-0.750508308411,-0.420387178659,0.116200000048
2736,0.538999974728,0.247600018978,-0.463679909706,1.43231868744,0.430000007153
5290,-0.277599990368,-0.0164000093937,-0.231904625893,0.868829011917,0.672950029373
6194,-0.00034999998752,-0.00200000009499,0.0,-0.827815651894,0.00034999998752
1676,0.14699998498,-0.243500009179,-0.847908973694,0.9664041996,0.337300002575
23512,1.12565004826,0.188699990511,0.102021850646,1.17683017254,0.647850036621
148022,0.0438499972224,0.134849995375,-1.22424924374,0.652849376202,-0.258850008249
1906,0.581200003624,-1.02610003948,0.0890985056758,-0.55605328083,0.802150011063
8878,0.271450012922,-2.4783000946,-0.0189992636442,-0.816553711891,-0.815500020981
3091,-1.39304995537,0.0746500194073,0.0415150225163,-3.5203897953,1.30855000019
5743,0.173150002956,1.07774996758,-0.183488875628,1.89394032955,-0.43005001545
