rid,CPC002_HA1E_6H:BRD-K54330070-001-07-1:10,CPC002_HA1E_24H:BRD-K54330070-001-07-1:10,CPC002_HCC515_6H:BRD-K54330070-001-07-1:10,CPC002_HCC515_24H:BRD-K54330070-001-07-1:10,CPC002_PC3_6H:BRD-K54330070-001-07-1:10,CPC002_PC3_24H:BRD-K54330070-001-07-1:10,CPC002_VCAP_6H:BRD-K54330070-001-07-1:10,CPC002_VCAP_24H:BRD-K54330070-001-07-1:10,CPC016_A375_6H:BRD-K54330070-001-07-1:10,CPC016_A549_6H:BRD-K54330070-001-07-1:10,CPC016_A549_24H:BRD-K54330070-001-07-1:10,CPC016_ASC_24H:BRD-K54330070-001-07-1:10,CPC016_HEPG2_6H:BRD-K54330070-001-07-1:10,CPC016_HT29_6H:BRD-K54330070-001-07-1:10,CPC016_MCF7_6H:BRD-K54330070-001-07-1:10,CPC016_MCF7_24H:BRD-K54330070-001-07-1:10,CPC016_NEU_24H:BRD-K54330070-001-07-1:10,CPC016_NPC_24H:BRD-K54330070-001-07-1:10,CPC016_SKB_24H:BRD-K54330070-001-07-1:10,NMH002_FIBRNPC_24H:BRD-K54330070-001-12-1:10,NMH002_FIBRNPC_6H:BRD-K54330070-001-12-1:10,NMH002_NEU_6H:BRD-K54330070-001-12-1:10,NMH002_NEU_24H:BRD-K54330070-001-12-1:10,NMH002_NPC_6H:BRD-K54330070-001-12-1:10,NMH002_NPC_24H:BRD-K54330070-001-12-1:10
5720,0.180449992418,1.37424015999,-0.302848756313,1.01909947395,0.778048217297,0.928135454655,0.189523786306,-0.206357657909,-0.467147946358,-0.36875000596,-1.28764998913,2.27432346344,0.844094574451,0.267821162939,-1.06146287918,-0.193315714598,0.90886336565,0.110922075808,0.129100948572,-0.692335724831,0.0783208608627,0.471885174513,-0.441310286522,-0.112197414041,-0.213150024414
466,-0.426150023937,1.01388120651,-1.30499839783,-0.927821755409,-0.844837725163,-0.71703594923,-0.0618687681854,-1.13271069527,-0.78328371048,0.0554499924183,-0.82439994812,-0.592222392559,0.0062723569572,-1.17750263214,-1.59295260906,0.280591607094,-1.23548066616,-0.702784121037,-1.26358747482,0.845341444016,-0.809334754944,-0.635955631733,-0.346571356058,-0.676646828651,0.26552015543
6009,0.323000013828,0.897639155388,-0.897254168987,-0.356360197067,0.061297070235,0.206366628408,-0.404036045074,0.399227380753,-0.686121821404,0.235100001097,-1.6411999464,-0.316920518875,0.488686859608,-0.7154494524,0.382226616144,-0.165377736092,0.536718308926,-0.277182489634,-0.686143040657,0.964151084423,0.769823908806,0.202617228031,0.467336773872,-0.371141672134,-0.483957618475
2309,-0.57950001955,-0.667703151703,-0.123097613454,-0.00896248966455,-0.726633667946,-0.12066719681,-0.496398061514,0.329801648855,0.586905956268,-0.424149990082,-0.990149974823,-0.226581335068,-0.793876767159,0.388502418995,-1.22607314587,-0.526063501835,-0.165194869041,-0.45334264636,0.333617031574,1.15507280827,0.815179109573,-0.607041537762,-0.250377386808,0.719588756561,-0.366810083389
387,0.562849998474,-0.323987811804,-1.02726399899,-0.748146891594,0.267968505621,-2.11947059631,-0.777838528156,-0.845743298531,-0.100592195988,0.241800010204,-1.83105003834,0.0910855531693,0.506441354752,-0.388444513083,-0.657703697681,-1.11161148548,0.623683929443,-0.832785606384,-1.57341885567,2.08573269844,2.33298778534,-0.146800711751,0.359726935625,0.366676479578,-0.280316948891
3553,-0.782249987125,-0.195680946112,1.34059023857,1.39203810692,-1.29672837257,-2.74427890778,0.170673280954,0.546435415745,0.552764177322,0.902850031853,1.99580001831,-0.22461502254,-0.575640559196,1.28761863708,1.17322015762,2.21455669403,0.266587257385,2.51763963699,0.751182317734,-0.656290113926,-0.424407094717,0.644871115685,-0.728721141815,0.693920493126,-0.57956212759
427,-1.34185004234,1.36036217213,-0.534750342369,0.044428255409,0.67594897747,-0.139533534646,0.0489377938211,-0.77304828167,1.17720544338,0.420949995518,0.0755999982357,0.276180297136,-0.287564516068,0.519579052925,-0.269671618938,0.789978027344,-0.752534329891,0.265606731176,-0.147368833423,0.154088780284,-0.610741257668,-0.305884003639,-0.0056110676378,-0.13403826952,1.0614105463
5898,-0.134000003338,-1.38964414597,-2.60968589783,0.0780701488256,0.202491611242,0.43965831399,-0.0649727880955,-0.0366673991084,-0.680407762527,-0.124000012875,-1.62269997597,0.0964519530535,-0.0668667107821,0.198839187622,0.580366849899,0.369547635317,-0.361367583275,0.30402135849,-0.560372292995,-0.307006299496,-0.572276890278,0.215768679976,0.608776211739,-0.2316506356,0.442901998758
23365,0.0467500016093,0.111241325736,0.187309265137,0.249798476696,-0.465541601181,-0.428853750229,0.203207269311,-0.322774767876,0.399554669857,0.73299998045,1.36570000648,0.593814909458,0.847528100014,0.410403579473,-0.273749560118,-1.55779898167,0.937096476555,0.276699364185,0.952435970306,0.547901391983,2.03170824051,0.642436146736,0.379601061344,1.12760651112,-0.880814552307
6657,-0.0340499952435,-0.334075957537,0.626143634319,1.12938475609,3.13305974007,0.738018989563,-0.215649604797,0.266749441624,0.756132125854,0.0636999979615,1.83550000191,0.0719666853547,-0.219851016998,0.853643357754,0.318712592125,0.907936394215,-0.519450545311,-1.82123076916,0.339933991432,-0.76450741291,-0.850189805031,0.467811822891,-0.261124074459,-0.386488258839,-0.712554335594
5054,-2.39464998245,-4.04053592682,-0.628164887428,-0.402504652739,-0.517077565193,-0.553296744823,0.432444751263,0.0501008853316,-0.158459752798,-1.50419998169,-3.76714992523,0.399231284857,-0.327814102173,-0.765302300453,0.326929330826,0.0450848191977,-0.572359681129,0.0499856546521,-1.94496536255,-0.715879619122,0.341924190521,-0.562872707844,-0.11197693646,0.904053211212,0.265170872211
3108,0.292149990797,-0.411087393761,0.443594157696,-0.638279795647,-0.0542777962983,0.633777320385,0.0107904970646,-1.12091386318,-1.31804072857,0.424950003624,-0.542050004005,1.86961293221,-2.07898736,-0.159168720245,4.55047178268,-1.09480822086,-0.246978700161,2.34137201309,1.52479827404,-0.464861303568,1.57573091984,-0.190109610558,-0.412208944559,0.294026166201,-0.314571470022
1950,-0.592100024223,-1.11707365513,0.403059989214,0.297011166811,-0.298544287682,-0.867963194847,-0.487891793251,0.215261310339,0.619449138641,0.00599998235703,-0.224299997091,-0.645688533783,-0.895188212395,0.191210836172,-0.00385666638613,0.447971999645,-1.25490140915,0.868714034557,-0.940465092659,-0.898214161396,-1.04434490204,-0.513367533684,-0.851145863533,-0.42491966486,-0.693274259567
351,0.0,1.30895161629,2.08769607544,0.940298318863,-0.205008432269,0.231442630291,-0.427069216967,-0.398311465979,0.299096554518,0.62055003643,1.16849994659,-0.16037710011,-0.0210930984467,0.359194099903,1.29523146152,2.04825806618,-0.00060796784237,0.154810726643,0.935279011726,0.600302994251,-1.23356747627,0.250339478254,0.512049794197,-0.679009854794,0.540203511715
4846,-0.625800013542,0.000968465581536,1.4887919426,-0.306452870369,-0.137294098735,0.305188596249,1.0477887392,0.987275421619,0.747719943523,0.0722000077367,-0.581799983978,2.87819433212,-0.259194076061,-0.143371701241,0.741836190224,0.364689350128,0.214136272669,1.80859684944,-0.112891852856,1.14984345436,2.16396164894,0.172471046448,0.0650476068258,0.17503285408,0.306943237782
1452,-0.416000008583,-0.609009504318,0.244548335671,0.0795852318406,-0.4548843503,-1.2862752676,-0.452618360519,-0.680559635162,-1.50673651695,-0.829499959946,-1.44195008278,-0.160666167736,-0.270601272583,0.494146436453,0.665354371071,0.237688079476,-0.506477534771,-1.10542047024,-0.853561103344,0.680801868439,1.18362784386,0.514150500298,0.337434589863,0.373739302158,-0.272585749626
4776,-0.251999974251,-0.734224915504,0.588186979294,0.705785691738,-0.438294887543,0.491557151079,-0.312396138906,0.826461911201,0.5797072649,0.555599987507,1.01789999008,-0.64094722271,-0.477772116661,0.871591389179,0.566067695618,1.18644428253,-0.402924120426,2.55784225464,-0.188542723656,-0.726405084133,-0.870995521545,0.200619414449,-0.605725646019,0.233222261071,-0.594184100628
6908,-0.118299998343,0.438729554415,0.143652230501,-0.728022098541,0.670758247375,-0.608423948288,-0.117812931538,-0.934677958488,-0.796509623528,0.503450036049,-1.06239998341,-0.861311197281,2.02176880836,0.215158253908,0.16234049201,0.272190660238,0.487247109413,-1.03631305695,-0.439688950777,0.829581797123,0.771889209747,0.426292777061,-0.557013630867,-0.0548731535673,-0.146548464894
672,-0.216550007463,0.44957497716,1.03745281696,0.168214634061,0.72425621748,1.03746318817,1.0509428978,0.225533783436,1.11476790905,-0.321249991655,0.316449999809,0.579384326935,0.591368913651,1.60393571854,-0.507440745831,0.219170808792,-1.00082659721,0.844441711903,0.71046346426,0.533422887325,-0.702669978142,-0.0318267568946,0.280768305063,-0.840341806412,0.225157260895
