rid,DOS058_A375_24H:BRD-K04562016-001-01-0:5,DOS058_A549_24H:BRD-K04562016-001-01-0:5,DOS058_PC3_24H:BRD-K04562016-001-01-0:5,ERG012_PC3_24H:BRD-K04562016-001-01-0:9.71796,ERG012_PC3_6H:BRD-K04562016-001-01-0:9.71796,ERG016_VCAP_24H:BRD-K04562016:9.72,ERG016_VCAP_24H:BRD-K04562016:3.24,ERG016_VCAP_24H:BRD-K04562016:1.08,ERG016_VCAP_24H:BRD-K04562016:0.36,ERG012_VCAP_24H:BRD-K04562016-001-01-0:9.71796,ERG012_VCAP_6H:BRD-K04562016-001-01-0:9.71796
5720,-0.0544000267982,0.680400013924,-1.71989989281,1.12832081318,0.0641356185079,-0.293223053217,0.069816455245,0.201006352901,0.0651666745543,0.897908210754,0.396450608969
466,-0.0599000006914,-2.11339998245,-1.62099993229,0.217716023326,0.300586819649,-0.681168437004,-0.248530372977,-0.283517539501,-0.766833364964,-0.415049850941,0.588050544262
6009,0.902849912643,0.622749984264,-1.59240007401,-3.24107408524,0.0980271100998,0.494521290064,-0.561466276646,0.723980605602,-0.470166683197,-0.15813562274,0.266293108463
2309,1.36239993572,-0.20055000484,-0.765649974346,2.13806414604,0.806470274925,0.903269767761,0.279728055,-0.300131738186,0.324766665697,0.292315006256,-0.333764791489
387,-0.505499958992,1.4048500061,-1.0856000185,0.422237992287,0.295002996922,-0.0279274564236,-0.178980335593,-0.63576644659,-0.90873336792,-0.0935809910297,0.110447436571
3553,-0.294349998236,0.388350009918,-0.940249979496,1.61349856853,0.854816377163,0.329041391611,-0.439007818699,-0.843455970287,-0.176700025797,1.25643968582,-0.288724958897
427,0.312049984932,-0.233300000429,0.366050004959,1.04391098022,0.0630552843213,-0.736118733883,-0.41052493453,0.00815483927727,0.55989998579,-0.571349740028,0.931976139545
5898,-0.478249996901,0.563300013542,-0.517400026321,-0.198710024357,0.66779589653,-0.383696377277,-1.21041154861,-1.27328789234,0.0461666733027,-0.713275551796,-1.33746790886
23365,0.102500006557,-0.109150007367,0.544300019741,1.7334805727,-0.248476088047,-0.12215936929,-1.06711101532,-1.15332198143,-0.613500058651,-0.349371224642,0.834290802479
6657,0.366950005293,0.625399947166,0.324349999428,2.42603611946,-0.566922783852,0.345554769039,-0.0462948381901,-0.585161030293,0.11713334173,-0.0501486733556,-0.287301778793
5054,0.0171499997377,-0.233400002122,0.829900026321,0.831342220306,-0.490575551987,-0.122192636132,0.0416551083326,-0.561473608017,0.169766679406,0.236311331391,-1.11138093472
3108,0.0813500061631,0.946650028229,-0.242599993944,0.408859312534,0.0323906987906,0.0406650900841,0.607818603516,0.0290992707014,-0.600000023842,0.752860546112,0.258224725723
1950,-0.613499999046,-0.30134999752,0.955699980259,0.761634886265,-0.25717663765,-0.278138875961,-0.157793954015,0.850651264191,0.258966684341,0.428217053413,-0.30517193675
351,-0.64050000906,-0.144400000572,0.115399956703,-5.5011472702,-0.782320797443,-0.42927479744,-0.785483956337,-0.408080667257,-0.086100012064,-2.6153049469,2.13421964645
4846,-0.581449985504,0.70015001297,-0.235549986362,5.80281591415,1.90378892422,0.276996552944,0.262259423733,0.913504064083,0.606766700745,-0.274076044559,-1.11803412437
1452,1.34345006943,-0.84625005722,0.196600005031,0.629881501198,0.486379653215,0.380766451359,-0.515469789505,-0.0198878403753,-0.324233323336,0.177840173244,-0.953193664551
4776,1.19915008545,0.720399975777,0.847800016403,2.05416607857,-0.905142128468,-0.563883960247,0.751188278198,0.432039439678,-0.118033349514,-0.437768399715,-0.289797306061
6908,-0.0943500027061,-0.0969499945641,-0.755500018597,0.416781008244,0.497386217117,0.537740945816,-0.195970147848,-0.140014737844,0.170199975371,0.379514634609,0.63614153862
672,-0.16740000248,-0.776299953461,1.09535002708,1.50117838383,0.994077503681,0.149692505598,0.178269773722,0.619454860687,0.102799996734,-0.276269257069,0.709866583347
5710,-0.12990000844,0.259100019932,-0.5924000144,-0.530768275261,-0.153712049127,0.888842940331,-0.471133857965,-0.0636648237705,0.291566669941,0.151410609484,-0.227499291301
2115,0.111150026321,0.60490000248,-0.614050030708,1.90963470936,0.728932499886,0.446243822575,-0.446675896645,0.11264744401,-0.232566669583,-0.345126241446,0.206998467445
7015,0.356000006199,-0.0982499942183,-0.0994499921799,0.820556223392,-0.393685340881,0.649737000465,0.279954195023,0.00390323996544,-0.108200013638,0.372201532125,-0.673543214798
8726,-0.00620000064373,-0.731249988079,0.275050014257,-0.0380609259009,0.907672584057,-0.552943110466,-0.208948686719,-0.57524138689,-0.4212000072,0.0584139078856,-0.565378069878
2185,-0.101950019598,1.09880006313,0.483850002289,-0.0973092094064,-0.931154549122,-0.472501844168,-0.445383310318,-0.268474876881,-0.0328666716814,-0.155603289604,0.202675521374
3315,-1.24930000305,-0.183750003576,-0.978549957275,-4.18229150772,0.190802514553,0.154827609658,0.0955433622003,1.74576759338,0.0508333407342,-0.0662211626768,-0.378867805004
5289,0.642750024796,-1.27944993973,0.555350005627,1.30971026421,0.118699662387,0.675934791565,0.427959859371,-0.647188484669,-0.101133331656,-1.03332006931,0.204930305481
868,-0.646749973297,1.36594998837,-0.0449500083923,1.29448270798,-1.36319863796,0.658630609512,-0.16149315238,-0.787945270538,-0.0990333333611,0.0657731294632,-0.0585565418005
1677,0.226849988103,-0.25925001502,0.533550024033,3.19821405411,0.179552048445,0.562010884285,0.866341233253,-0.053517986089,0.079533316195,-0.133091896772,-0.339850395918
7043,-0.57800000906,0.76884996891,0.172649979591,1.70062732697,-0.569081008434,-0.290794879198,-0.757259070873,-1.17270064354,-0.345433354378,0.468713819981,0.319021344185
5613,-0.159249991179,0.992049992085,-0.220850005746,1.95257627964,-0.554900050163,-0.436026006937,0.366358876228,-0.138865888119,0.386633336544,0.423881053925,0.004802942276
595,0.512549996376,0.208250001073,-0.634500026703,-0.335045278072,0.0829291120172,0.408193677664,-0.250888764858,0.0591345019639,0.595899939537,-0.0209562778473,0.126344144344
4793,0.290300011635,0.393449991941,2.03725004196,3.29067778587,0.473382353783,-0.0983766317368,0.853841662407,0.448155045509,-0.162133336067,1.13502049446,-0.0663595795631
2736,-0.563799977303,1.1861000061,-0.567250013351,1.67166554928,-0.0987412333488,0.904589295387,-0.0763808563352,-0.195234775543,0.318400025368,0.051138907671,-0.0752485245466
5290,0.661849975586,0.0250499993563,2.72774982452,-0.751465797424,-0.0313599742949,-0.73072385788,-0.0584656447172,-0.109973207116,0.137299984694,-0.00425513088703,-0.414932250977
6194,-0.0869999974966,0.00034999998752,-1.08274996281,-9.12992668152,0.0498346239328,0.599152565002,-1.03842496872,0.179718479514,-0.364433318377,-1.74990975857,0.21400167048
1676,1.05110001564,0.429650008678,-0.485199987888,-1.0475935936,-1.67108118534,-0.274996370077,-0.772719204426,-0.52587300539,0.147533327341,-0.539349675179,-0.81029343605
23512,0.772300004959,0.269250005484,-0.960150003433,1.52268695831,0.640893042088,0.545434176922,-0.655431509018,0.0452105477452,0.261799991131,-0.238440573215,-0.145246610045
148022,0.058250002563,0.45839998126,-2.23175001144,2.33060407639,0.530052244663,1.37130951881,-0.851565241814,0.330101191998,0.0920666456223,0.525254368782,0.287199437618
1906,0.111199975014,-0.473949998617,-0.496850013733,-0.557501196861,-0.121172249317,-0.156250476837,-0.0025884360075,-0.381015509367,0.218500003219,-0.00182253867388,-0.557339787483
8878,-0.589550018311,-0.930350005627,-0.12294998765,0.319105535746,0.192372590303,1.20846915245,-0.0073534399271,-1.16066539288,0.596866607666,-0.480028897524,0.390748947859
3091,0.744899988174,0.201649993658,0.0949500203133,-2.59814715385,-0.64922440052,-0.434304952621,-0.558664321899,-0.573972582817,0.0323333367705,-0.676491975784,1.15431857109
5743,0.126399993896,-1.58649992943,1.1290500164,0.561890900135,0.501753747463,-0.495245933533,0.482542693615,0.44836974144,-0.434466689825,0.25577288866,0.256981015205
5321,-0.136799991131,-0.573599994183,0.408699989319,0.928602695465,-0.648971199989,-0.677073299885,-0.135531872511,0.75314694643,0.454433321953,0.244386911392,-0.609515964985
4144,0.120900005102,0.346100002527,0.483500003815,-3.56172251701,-0.847516536713,0.69841170311,0.483536332846,0.695876836777,-0.171000033617,0.173230439425,-1.0162396431
1981,0.165450036526,0.108600005507,-0.582700014114,-1.66799521446,0.401331275702,1.62184941769,0.835960745811,1.09136736393,0.554933309555,-0.136164098978,-0.958799362183
