rid,CPC012_A375_6H:BRD-K18964980-001-01-4:10,CPC012_A549_6H:BRD-K18964980-001-01-4:10,CPC012_A549_24H:BRD-K18964980-001-01-4:10,CPC012_ASC_24H:BRD-K18964980-001-01-4:10,CPC012_HA1E_6H:BRD-K18964980-001-01-4:10,CPC012_HCC515_6H:BRD-K18964980-001-01-4:10,CPC012_HT29_6H:BRD-K18964980-001-01-4:10,CPC012_MCF7_6H:BRD-K18964980-001-01-4:10,CPC012_MCF7_24H:BRD-K18964980-001-01-4:10,CPC012_NEU_24H:BRD-K18964980-001-01-4:10,CPC012_NPC_24H:BRD-K18964980-001-01-4:10,CPC012_PC3_6H:BRD-K18964980-001-01-4:10,CPC012_PC3_24H:BRD-K18964980-001-01-4:10,CPC012_PHH_24H:BRD-K18964980-001-01-4:10,CPC012_SKB_24H:BRD-K18964980-001-01-4:10,CPC012_VCAP_6H:BRD-K18964980-001-01-4:10,CPC012_VCAP_24H:BRD-K18964980-001-01-4:10
5720,0.567675173283,0.686258971691,0.683250010014,-0.392571717501,-0.387309491634,1.00308251381,0.495378196239,-0.00457546114922,0.526817083359,-0.542974948883,0.00126302614808,-0.424258649349,0.298742443323,0.4500669837,-0.0239288434386,-0.67278945446,0.0488621741533
466,0.390494138002,0.197707682848,0.146400004625,0.261890560389,-0.303151756525,0.990742981434,-0.340906828642,0.533016622066,-1.24682188034,-0.318554103374,0.00936813559383,-0.81940972805,-0.208478972316,-1.61734294891,1.18026769161,-0.566224336624,-0.24213346839
6009,-0.0922095626593,0.29100099206,-0.0889500081539,-0.305008769035,-0.510679483414,0.249747395515,-0.0698459297419,0.0340521782637,0.16141590476,0.000617228448391,0.215891838074,-0.566578865051,-0.432431727648,0.0226546954364,-3.76544189453,-0.70424926281,-0.0519876033068
2309,-0.816673457623,0.0627162903547,0.810250043869,-0.574152708054,-0.0665835440159,0.136030256748,-0.0127968937159,-0.53373169899,0.439348876476,-0.337384641171,0.0192667916417,0.00717911124229,-0.195863470435,-1.57015454769,-0.900965213776,-0.259712636471,-0.250161707401
387,-0.333793222904,0.111503325403,0.220149993896,-0.85850417614,-0.847626268864,0.0603401958942,-0.278570950031,-0.232550859451,0.38280493021,0.127548053861,0.393760681152,-0.486849695444,0.132620632648,-0.762620985508,-1.6532998085,-0.31692647934,-0.713936269283
3553,0.200204372406,-0.458612769842,-0.0605999976397,0.282345294952,0.4619345963,0.205538928509,1.24190402031,0.963977217674,-0.526999533176,0.316513508558,-0.00342139601707,1.03537464142,-0.228466764092,-0.0313168019056,1.37279748917,0.702501237392,0.908704459667
427,0.293073266745,-0.0536880195141,-0.396500021219,-0.972417652607,-0.313224494457,0.451106637716,-0.291532337666,0.328072428703,-0.517968416214,0.677011013031,-0.348884761333,0.77987164259,0.422628700733,1.11397814751,-1.91665422916,0.306726455688,-0.077980555594
5898,0.418489634991,0.00527554750443,0.115249991417,-0.659149765968,-1.01959455013,1.23259711266,-0.312652260065,0.26951700449,0.131207808852,0.656702935696,0.238202244043,1.11134886742,0.319416105747,-0.375448465347,0.817410707474,0.606924414635,0.572926104069
23365,-0.19615855813,0.228540986776,-1.15310001373,0.18114747107,-0.384857565165,0.235988289118,-0.0443718805909,0.0191668570042,0.300751537085,-0.801258742809,0.0152343176305,0.536811828613,-0.287944614887,-0.448157787323,-0.907243609428,0.329741030931,0.796274662018
6657,1.37049686909,-0.201070696115,-0.454350024462,0.122843876481,1.42615389824,-0.349264651537,0.860522270203,0.883479595184,-0.588386654854,-0.411531209946,-0.296067714691,2.11398172379,-0.52044659853,0.40181094408,0.0115838414058,1.22820115089,0.528771877289
5054,-0.329829514027,0.387808918953,0.134849995375,0.0544436275959,-1.3875259161,3.07624697685,-0.525538384914,0.588542342186,-0.367093533278,0.524743139744,0.60573798418,-0.143330395222,-0.0530642569065,0.382127165794,-1.63001298904,0.296038478613,0.562099158764
3108,-0.480082541704,-0.313598960638,-0.0831000059843,-1.3765796423,0.0722417235374,0.164805069566,0.338019877672,0.508170187473,-0.515350878239,0.512199699879,-0.862208545208,0.317002803087,0.380794763565,-0.274136632681,0.984184920788,0.807936608791,-0.73585164547
1950,0.939598143101,-0.260926306248,-0.907899975777,-0.290356487036,0.920388460159,-0.705918729305,-0.253109574318,0.65084528923,-0.560917079449,-0.517212629318,-0.0207228586078,0.916390299797,-1.04621767998,0.816334187984,0.585990607738,1.08833646774,-0.0556743294001
351,-0.0190025493503,-0.273028343916,-1.29285001755,0.253598570824,1.36584854126,-0.137382432818,-0.197865620255,0.00659783184528,-0.213567361236,0.000308925809804,-0.240875080228,0.481949985027,-0.715687036514,0.867763280869,-4.80338191986,-1.89611101151,-0.636277556419
4846,0.156032502651,-0.0523452162743,0.269100010395,-1.16080677509,0.607203245163,-0.65902030468,0.871480345726,0.796493172646,0.515683233738,1.06760644913,-0.573606193066,0.419677197933,-0.0190094560385,-0.100482314825,1.74690258503,0.247905045748,0.544136345387
