rid,CPC008_A375_6H:BRD-A21406558-001-01-5:10,CPC008_A375_24H:BRD-A21406558-001-01-5:10,CPC008_A549_6H:BRD-A21406558-001-01-5:10,CPC008_HCC515_6H:BRD-A21406558-001-01-5:10,CPC008_HEPG2_6H:BRD-A21406558-001-01-5:10,CPC008_HT29_6H:BRD-A21406558-001-01-5:10,CPC008_MCF7_6H:BRD-A21406558-001-01-5:10,CPC008_MCF7_24H:BRD-A21406558-001-01-5:10,CPC008_PC3_6H:BRD-A21406558-001-01-5:10,CPC008_PC3_24H:BRD-A21406558-001-01-5:10,CPC008_VCAP_6H:BRD-A21406558-001-01-5:10,CPC008_VCAP_24H:BRD-A21406558-001-01-5:10
5720,-0.256403803825,-1.47335004807,0.37842208147,-0.217949986458,0.750091254711,0.685124754906,0.483049124479,-0.80034995079,-0.68482786417,0.245677232742,-0.754810810089,0.914251089096
466,-0.360800921917,-4.50734996796,0.0164545923471,-0.0771500021219,0.983153820038,0.242683470249,-2.06772279739,0.347449988127,-0.188200652599,-0.505635619164,-0.0426234230399,0.639015257359
6009,-0.702131509781,-1.54859995842,0.0416190624237,-0.140650004148,-0.932835042477,-0.44676220417,-1.28861761093,-0.354149967432,0.0770141407847,-0.348440110683,0.0205222666264,-0.189070552588
2309,-0.0234082639217,1.55990004539,-1.03926753998,-0.303450018167,-1.06866812706,0.6968998909,-0.247319027781,1.02535009384,-0.292768657207,-0.496508568525,0.468024194241,0.220662683249
387,-1.04767537117,-5.41175031662,-0.0695460438728,0.775099992752,-1.13833045959,-0.583444416523,-0.093134328723,-0.727550029755,-2.02900743484,-0.667934417725,0.627456665039,-0.838321805
3553,0.113335549831,2.69354987144,-0.198817625642,-0.309599995613,0.494463741779,-1.5386813879,-0.0785695910454,-0.131400004029,-0.677189946175,0.164614275098,-0.838329851627,-1.74170422554
427,0.566563725471,4.20149993896,-0.745168089867,-0.136550009251,1.1619297266,-0.288555771112,0.0335317775607,0.715399980545,-0.598965704441,-0.44046780467,0.221523344517,-0.552200496197
5898,-1.10250151157,-4.84780025482,-0.691283464432,-0.823700010777,-1.34202289581,-0.631559789181,-0.513880252838,-1.10540008545,-1.13449072838,-1.10821413994,-1.08437931538,-1.1053481102
23365,0.25742611289,4.97879981995,-0.121397212148,2.28574991226,0.363981813192,-0.0872511267662,-0.961459636688,0.86804997921,-0.911158561707,-0.494275718927,0.0886273905635,0.0157937780023
6657,-1.11712920666,4.19140005112,-0.0366086512804,-0.336750000715,1.39645135403,-1.19626712799,-0.0777434557676,-0.882150053978,-0.637149631977,-0.209823220968,-0.443397402763,-0.749534726143
5054,-0.492222547531,1.84325003624,-1.79883885384,0.898149967194,-0.247273743153,0.852306067944,-0.321497350931,-0.388199985027,-0.915738046169,0.143958613276,0.796329379082,-0.0109197497368
3108,-0.601879298687,-0.292349994183,-0.0346931517124,-0.0569500029087,0.308018743992,-0.689945161343,0.132688373327,0.180500000715,-0.573147237301,-0.681043028831,0.261867016554,-1.19320559502
1950,0.292790234089,-0.210900008678,0.289716929197,0.61210000515,1.02559125423,-0.647830069065,1.10648417473,-0.106500014663,0.963856697083,0.189013943076,0.143347859383,0.685529649258
351,0.096079275012,0.826900005341,0.0494115054607,-1.06675004959,1.7694671154,-0.096272431314,1.09867799282,0.180099993944,0.53469735384,0.401382476091,-0.648387730122,0.117218360305
4846,-0.129367351532,-4.87835025787,-0.574268698692,-0.26780000329,-0.63659465313,-0.303057104349,0.652556061745,0.601999998093,0.48067176342,-0.399498641491,-1.14149177074,-0.212684348226
1452,-2.8627114296,-1.38369989395,-1.0504783392,-0.517799973488,1.55577778816,-1.46507740021,-1.79550266266,0.00879999995232,-0.290580630302,-0.817365288734,-0.206766664982,-1.04943740368
4776,-0.64261418581,1.69360005856,0.298649013042,0.250450015068,1.54284763336,-1.42215633392,-0.615396022797,-0.00824999809265,-0.6218521595,-0.414778143167,-0.474129170179,-0.59662592411
6908,0.653044939041,-4.53970003128,-0.0836820006371,0.33259999752,0.673069417477,0.214241683483,-0.97231978178,-0.778599977493,-1.36204648018,-0.503601074219,-0.531945228577,0.579702854156
672,-0.273056894541,-4.31414985657,0.113118931651,0.320599973202,1.0606007576,0.305269658566,-0.431028962135,0.564599990845,-0.85018992424,-0.019077103585,-0.131082892418,0.596811413765
5710,0.362685620785,-1.98800003529,-0.457185924053,0.39485001564,-0.616143345833,-0.8621737957,-2.33773040771,-0.290799975395,-1.77172374725,-0.19370482862,-0.638664186001,0.454875469208
2115,-1.3773932457,0.324750006199,1.09086942673,-0.839349985123,0.895005226135,0.176115483046,0.372812002897,-0.490449994802,-0.459825396538,-0.457180738449,-0.649827897549,-1.55916595459
7015,-0.674669981003,-0.0690499544144,-0.0877335369587,0.0962999910116,0.93074887991,-0.817739963531,0.349758833647,-0.811399996281,0.28105738759,-0.0248379707336,-0.611328065395,-0.854905486107
8726,-0.00696931779385,-2.89214992523,0.277233660221,0.217599987984,0.738685548306,0.236882686615,0.514335691929,0.321500003338,0.738453149796,0.495642125607,1.37885606289,-0.115513682365
