rid,CPC003_HA1E_6H:BRD-K46018455-001-17-7:10,CPC003_HA1E_24H:BRD-K46018455-001-17-7:10,CPC003_HCC515_6H:BRD-K46018455-001-17-7:10,CPC003_HCC515_24H:BRD-K46018455-001-17-7:10,CPC003_PC3_6H:BRD-K46018455-001-17-7:10,CPC003_PC3_24H:BRD-K46018455-001-17-7:10,CPC003_VCAP_6H:BRD-K46018455-001-17-7:10,CPC003_VCAP_24H:BRD-K46018455-001-17-7:10,CPC015_A375_6H:BRD-K46018455-001-17-7:10,CPC015_A549_6H:BRD-K46018455-001-17-7:10,CPC015_A549_24H:BRD-K46018455-001-17-7:10,CPC015_ASC_24H:BRD-K46018455-001-17-7:10,CPC015_HEPG2_6H:BRD-K46018455-001-17-7:10,CPC015_HT29_6H:BRD-K46018455-001-17-7:10,CPC015_MCF7_6H:BRD-K46018455-001-17-7:10,CPC015_MCF7_24H:BRD-K46018455-001-17-7:10,CPC015_NPC_24H:BRD-K46018455-001-17-7:10,CPC015_PHH_24H:BRD-K46018455-001-17-7:10,CPC015_SKB_24H:BRD-K46018455-001-17-7:10,CPD001_MCF7_6H:BRD-K46018455-001-21-9:10,CPD001_MCF7_24H:BRD-K46018455-001-21-9:10,CPD001_PC3_24H:BRD-K46018455-001-21-9:10,NMH002_FIBRNPC_24H:BRD-K46018455-001-23-5:10,NMH002_FIBRNPC_6H:BRD-K46018455-001-23-5:10,NMH002_NEU_6H:BRD-K46018455-001-23-5:10,NMH002_NEU_24H:BRD-K46018455-001-23-5:10,NMH002_NPC_6H:BRD-K46018455-001-23-5:10,NMH002_NPC_24H:BRD-K46018455-001-23-5:10
5720,-0.0886499881744,0.0975999981165,-2.36086297035,1.05398213863,-1.84857606888,0.357963860035,1.2603969574,0.138750001788,0.174606665969,-1.30169999599,0.53487598896,-0.231764271855,-1.63195002079,-0.748391985893,-0.319125235081,-0.249879673123,0.491099983454,0.841600000858,1.9158000946,-2.50454998016,0.165701314807,-0.791071474552,0.0267091654241,-0.701383411884,0.117433279753,0.856586098671,-0.467966496944,0.59315943718
466,-0.167349994183,0.132266685367,0.333385050297,-0.0653968900442,0.434353709221,0.501681149006,1.78545975685,1.14345002174,-0.536305606365,0.00259999930859,-0.288867354393,0.889966905117,-0.764549970627,-0.376189023256,-1.53506672382,-0.222904130816,0.418024986982,-0.276799976826,-0.0533500015736,-1.93659996986,-0.209524691105,-0.658840656281,0.691610455513,0.444780498743,0.308633327484,-0.161538913846,0.477020263672,0.155810773373
6009,-0.375400006771,-0.0746333003044,5.69750785828,-0.414159715176,-0.830813884735,0.385604381561,0.679509282112,-0.0214999914169,-0.229145884514,-1.26849997044,0.170522347093,0.569924235344,-0.416749984026,-0.585840761662,-1.29172039032,-0.3010853827,0.0382499918342,-0.0410000011325,0.885100007057,-0.963999986649,0.57646882534,0.0660486519337,0.308785557747,-1.00254666805,0.0857000350952,0.494646072388,-0.251306921244,0.056908890605
2309,-0.0769499838352,0.801133334637,-0.282188951969,0.138884574175,-0.237121075392,0.11767193675,0.0589560866356,-0.0232000052929,0.678116798401,-0.895050048828,0.43882676959,-0.473546773195,-1.19639992714,1.44031476974,0.483774036169,0.0441753938794,-0.189974993467,0.34944999218,0.250349998474,-0.571799993515,-0.331933617592,2.25029873848,0.0447528213263,0.277487784624,0.292566716671,-0.0828246921301,0.176367625594,0.0513870567083
387,-1.06284999847,0.11829996109,0.676972389221,-0.179114326835,-0.330799341202,-0.513261675835,1.08517432213,0.345499992371,-0.405649095774,-0.896400034428,0.427764326334,0.398894280195,-0.398249983788,0.191297203302,0.0632387474179,-0.164364874363,0.317224979401,0.575900018215,-0.0810500010848,-2.14525008202,0.251153826714,-0.402933686972,-0.515520215034,-0.762734174728,0.565900027752,0.284950137138,0.00420516729355,0.450667530298
3553,0.160449981689,0.256866693497,-0.335227906704,-1.24770843983,3.13917303085,0.962378025055,-1.33440208435,-0.439200013876,0.869148910046,1.08685004711,-0.752092540264,0.341820418835,1.06760001183,0.397028058767,-0.0224657543004,0.213746666908,0.0939999893308,0.0412499979138,0.812900006771,1.50364995003,0.941336035728,0.689609527588,-0.233998954296,0.596380650997,0.00843334197998,1.11016213894,0.588361382484,-0.208919048309
427,0.725849986076,0.2771666646,0.250194251537,0.116234064102,0.947590112686,-0.210045829415,1.11995875835,0.685299992561,0.0364241525531,1.07260000706,-1.14148497581,1.14620769024,-1.18575000763,0.236941576004,-0.495974481106,-0.291651308537,0.215674996376,0.065750002861,0.917800009251,0.461899995804,0.664434492588,-1.17661070824,-0.0314434468746,0.377387613058,-0.195466682315,-1.17911553383,0.200613901019,-1.12441694736
5898,-0.151549994946,0.489300012589,0.518078863621,0.105730742216,-4.10842609406,0.241486340761,-0.0627204179764,0.944649994373,1.46496105194,0.21154999733,0.130358070135,0.0981087684631,0.361050009727,-0.710149526596,-0.496849000454,-0.182868033648,-0.449550032616,-0.00810000300407,-1.00505006313,0.554949998856,-0.325627863407,0.609835863113,0.48778629303,0.110061883926,-0.836700081825,-2.25673627853,-0.0910677835345,0.236943081021
23365,-0.294599980116,-0.579699993134,-0.198002517223,-0.103176265955,1.45419788361,-0.0225027501583,-1.23333644867,0.262149989605,7.91855573654,-0.377450019121,-0.554713487625,-0.163911640644,1.2513999939,1.25481927395,0.864703297615,-0.135017007589,-0.301975011826,0.487249970436,0.475449979305,0.548399984837,-0.971473753452,0.513182342052,0.621998846531,-0.840449869633,0.609200060368,0.723300874233,-0.12182212621,1.02497184277
6657,0.353850007057,0.384866684675,-0.720660030842,-0.0419093966484,-0.38550311327,0.17871825397,-1.39284205437,-1.0218000412,0.138375282288,0.500300049782,-0.720019340515,-0.099887304008,3.4905500412,0.385479599237,-0.609674572945,0.00653804838657,-0.015574991703,0.489800006151,0.264250010252,2.21790003777,1.5400955677,-0.426666617393,-1.06047773361,0.606746196747,0.267233341932,1.31759774685,0.903764605522,0.857881069183
