rid,DOS022_VCAP_6H:BRD-K00124439-001-01-2:5,DOS022_VCAP_24H:BRD-K00124439-001-01-2:5,DOS045_A549_24H:BRD-K00124439-001-01-2:5,DOS045_HT29_24H:BRD-K00124439-001-01-2:5
5720,-0.410966664553,-0.617549538612,0.134044528008,0.472650021315
466,0.0289999842644,-0.153006732464,0.416771769524,1.25970005989
6009,-0.443666666746,0.0768098607659,0.289931684732,0.683799982071
2309,-0.267800033092,0.0285535119474,-0.441434830427,0.712350010872
387,-0.0542333424091,0.141452163458,-0.755284667015,-0.11225001514
3553,0.0998666733503,-0.855931043625,0.238043099642,0.29644998908
427,-0.221533372998,-0.13135291636,-0.361530214548,-0.320900022984
5898,0.175733327866,0.771086215973,0.181270644069,0.115999981761
23365,-0.281866699457,-0.648548483849,0.20746012032,0.784650027752
6657,0.0858666747808,-0.666966199875,0.234804332256,-0.998800039291
5054,0.11930000782,1.13057816029,-0.220151484013,1.1603000164
3108,0.402300029993,-0.111823089421,0.338173687458,-0.682549953461
1950,0.423900038004,-0.0126101318747,0.602704763412,-0.144849985838
351,-0.213900014758,-0.238767072558,-0.188864409924,0.18385002017
4846,-0.141033351421,-0.117113679647,0.851286053658,-0.0465999990702
1452,0.418000012636,0.416232138872,0.37372303009,-0.651049971581
4776,0.121133327484,-0.0717589631677,0.552799582481,0.6833999753
6908,-0.0817666649818,1.16071379185,0.358569532633,0.608049988747
672,0.787566661835,-0.0800957456231,0.603456318378,-0.483950018883
5710,0.0524666458368,-0.0723094269633,-0.147465705872,-0.704349994659
2115,0.42323333025,5.5272808075,-0.438753128052,-0.287600010633
7015,0.0640000104904,0.50000590086,0.0774447768927,-0.310849994421
8726,0.646866679192,0.102820575237,-0.0374488458037,-0.160899996758
2185,-0.0112333148718,0.300059616566,-0.285306930542,-0.085399992764
3315,-0.163366660476,1.07901060581,-0.300832688808,0.458799988031
5289,-0.187366679311,-0.736515522003,-0.487142026424,-0.490299999714
868,0.410633325577,-0.0234319139272,1.7828296423,0.794600009918
1677,-0.0578999817371,0.527932584286,0.219804853201,-0.427300006151
7043,-0.0734999924898,-0.616779983044,-0.509642422199,0.14034999907
5613,-0.12539999187,-1.05338394642,-0.689810752869,0.317350000143
595,0.0966999977827,-0.110497422516,-0.24435198307,-0.00540000200272
4793,0.199066698551,-0.00548134744167,-0.576780617237,2.34240007401
2736,-0.239699989557,4.6743273735,0.182891607285,-0.204849988222
5290,0.245633348823,-0.450777381659,0.0348235815763,-0.594900012016
6194,-0.279566675425,0.449525713921,-0.000254979822785,0.0
1676,-0.191833347082,-0.400952458382,-0.897312402725,0.250999987125
23512,0.31020000577,0.000681515783072,-0.637289702892,-0.515550017357
148022,-0.0201000124216,0.351418972015,-0.260461270809,-0.880050003529
1906,-0.617300033569,-0.508753061295,0.291580915451,0.0742499902844
8878,0.206699997187,0.955190718174,-0.0641295015812,-0.682250022888
3091,-1.06333339214,0.117038972676,-0.263057589531,-0.814249992371
5743,0.765766739845,-0.990334451199,-1.10819649696,-0.134850025177
5321,-0.0060999840498,-0.257051199675,-0.207592979074,-0.343849986792
4144,0.0401666462421,-0.00763849914074,-0.854386985302,0.399749994278
1981,0.662633359432,0.994774341583,1.03503298759,-0.287200033665
695,0.247799992561,1.05449736118,-0.461284697056,-0.223300009966
10398,0.203133359551,-0.134152442217,-0.327694386244,-0.415849983692
5708,0.138933360577,-0.121255882084,-0.0353147983551,-0.265049993992
1213,0.397133350372,-1.72970998287,-2.13410043716,0.492200016975
226,1.14256668091,-0.444067239761,0.0482729822397,0.883499979973
6777,-0.223033338785,0.348135650158,0.101752579212,-1.02674996853
2113,0.0739666521549,-1.18831551075,1.03954052925,0.0381500124931
3329,0.544233322144,1.13448631763,0.498921960592,-0.413800001144
1050,-0.229000031948,-0.159424573183,-0.254054099321,0.501850008965
9491,0.601266741753,-0.696793496609,-0.334617733955,0.742150008678
22926,0.025033319369,-1.04729342461,0.167726501822,-0.335399985313
5899,-0.322766661644,-0.291777879,0.350965023041,1.25259995461
5467,0.416233330965,-1.00501859188,-0.202703177929,-0.609449982643
6774,0.837500035763,0.214679732919,0.585567235947,-0.417849987745
1788,0.0297333449125,-0.753372192383,-1.39889538288,0.453899979591
5921,-0.501266717911,1.21206200123,0.0770309865475,0.966099977493
5721,-0.476366728544,0.0885638222098,0.222864732146,-3.27934980392
2263,-0.0403000116348,-0.624012291431,0.0305544734001,0.250200033188
808,0.433166652918,1.19332063198,-0.030766511336,-2.62739992142
30001,-0.393766701221,0.743360519409,-0.0512561351061,1.25434994698
348,0.18930003047,0.580063343048,0.117198742926,-0.00705000758171
30849,0.680366754532,0.234407290816,0.288226544857,0.0455999970436
1454,0.202900007367,0.298903346062,0.358111709356,-0.225400000811
6500,0.507099986076,-0.78185749054,-0.373413562775,-0.829949975014
5627,-0.23153334856,0.785431802273,0.694774806499,-0.142350018024
5715,-0.308800011873,-0.216179490089,0.385580837727,-1.28110003471
4791,-0.4538667202,-0.768526375294,0.299445539713,1.33229994774
56924,0.444466680288,-0.608701884747,-0.00349293742329,1.09395003319
2690,-0.421866714954,0.322983622551,-0.151430353522,-0.406450003386
1019,0.275066673756,0.121507585049,0.0507085174322,-0.0403999984264
51422,-0.236233353615,0.479055166245,0.167176604271,-0.146600008011
5788,-0.326999992132,-0.65174716711,0.774785280228,-0.469999998808
6709,0.288399994373,-0.752113997936,0.523920059204,0.063299998641
1277,0.252700001001,0.328277587891,0.0418935567141,-1.02474999428
993,0.124766670167,0.151661545038,0.169763326645,1.06699991226
7157,0.275099992752,-5.64640283585,0.770388245583,0.0832500010729
1958,-0.545799970627,-0.539859116077,-0.0275054872036,-0.230499997735
4582,0.58730006218,-0.318731844425,0.0993090122938,0.0177000015974
9212,0.0291666686535,0.408726632595,-0.480946063995,-0.398099988699
8440,-0.513233304024,0.772329330444,-0.665928959846,-0.398149996996
6790,0.582499980927,0.384684503078,0.090022996068,0.401050001383
8851,-0.17509996891,0.588433682919,0.383038282394,-1.47520005703
2534,0.605433344841,0.0575941130519,0.0851007178426,0.827350020409
4893,0.234033346176,-0.628005623817,-0.193593129516,-0.0986000001431
665,-0.321499973536,0.881431937218,-0.419413089752,-0.123599991202
4313,-0.173466652632,-0.418068140745,-0.0149221271276,-0.270799994469
1022,-1.60006666183,0.0330572649837,0.640580832958,-0.458299964666
5880,-1.64909994602,0.500868022442,-0.141213133931,-0.753799974918
3162,0.114366680384,0.271088689566,0.783183038235,1.57579994202
1282,-0.0160333402455,-0.67900544405,-0.176109299064,0.18029999733
