rid,CPD002_MCF7_24H:BRD-A33070992-003-01-5:10,CPD002_MCF7_6H:BRD-A33070992-003-01-5:10,CPD002_PC3_6H:BRD-A33070992-003-01-5:10,CPD002_PC3_24H:BRD-A33070992-003-01-5:10
5720,-0.588776051998,-0.355004966259,1.33876156807,0.713688373566
466,0.0147944614291,-0.494248896837,-1.02750372887,0.1158939749
6009,-0.00524772703648,-1.02788197994,0.184481695294,0.807084202766
2309,0.0759585797787,-0.411056667566,-0.182939946651,0.476237297058
387,0.778707623482,-0.773391246796,0.124528884888,-0.307889610529
3553,0.0947559922934,0.968602538109,-0.699631214142,0.472998201847
427,-0.1322196275,0.60071015358,-0.629397273064,-0.238903135061
5898,-0.183874130249,0.991456747055,-0.0080878585577,0.446471124887
23365,0.897371351719,0.374640166759,-0.309601724148,0.464653074741
6657,0.256389528513,1.1493947506,0.0666112303734,-0.90274810791
5054,-0.670017242432,2.50598812103,0.253752976656,0.704601407051
3108,-0.407400012016,-0.153533414006,-0.720867216587,0.0342950969934
1950,-0.198346167803,1.14305090904,0.0434735417366,-0.417261183262
351,0.0249075815082,0.357288241386,0.0485486388206,-0.325838923454
4846,0.112981654704,-0.292172670364,-1.11229431629,-0.0570320561528
1452,0.162457555532,-0.554981887341,0.104057371616,-0.798731327057
4776,0.487805604935,0.773922264576,0.332355082035,-0.236638039351
6908,-0.99013286829,-0.433205544949,1.32200670242,-0.124650157988
672,-0.295143127441,-0.0149484276772,-0.0048514008522,0.835877597332
5710,0.629682719707,-3.00431346893,0.472230434418,-1.28540229797
2115,0.0861888825893,0.761809647083,-0.395395994186,0.403535962105
7015,-0.357874333858,0.915281534195,-0.0262381471694,-0.443027973175
8726,0.67066437006,0.00233352184296,0.551121771336,0.183816567063
2185,0.496411204338,0.872421264648,-0.364218264818,-0.58621186018
3315,0.0594671592116,-0.407191067934,-0.467325478792,-0.643923401833
5289,-0.58000344038,0.736331224442,0.0805257111788,-0.439577519894
868,-0.400742977858,-0.462708175182,-0.204915210605,-0.44166892767
1677,0.185196727514,2.46591210365,-0.156641870737,0.100258886814
7043,1.186455369,1.04892730713,-0.527721405029,-0.110418975353
5613,0.295144110918,0.654924929142,1.68262004852,-0.468239843845
595,0.652153491974,-1.15710866451,1.07178020477,0.472593456507
4793,-0.312654584646,3.79605436325,1.2582924366,-0.532635211945
2736,0.00899193063378,3.11094975471,-0.221835553646,-0.0113445147872
5290,0.303957909346,0.187958285213,-0.542623996735,-1.01911401749
6194,0.174484655261,0.991546154022,0.0562795996666,-0.20544616878
1676,1.18816268444,0.773103475571,0.390306293964,-0.464305996895
23512,-0.0266094654799,1.28629374504,-2.44822883606,-1.47693800926
148022,0.0398034341633,6.08183860779,0.680781722069,0.343835890293
1906,0.396878302097,1.31361913681,0.245695576072,-0.185318887234
8878,0.199360758066,-0.289081811905,0.0846197530627,-0.589877724648
3091,-0.675964713097,-0.724111616611,0.13071501255,0.430091321468
5743,0.310329407454,-0.437818676233,-0.309134721756,-0.658228516579
5321,0.266164809465,0.545220017433,0.108942061663,-0.959146499634
4144,-0.284379392862,0.599860966206,0.0891374722123,-0.39918667078
1981,0.78054022789,-1.26950740814,-0.953714847565,-0.517196714878
695,0.422475576401,0.810751318932,0.366962254047,0.0114236325026
10398,0.386575222015,0.957115471363,0.543887257576,-0.830570876598
5708,0.41635414958,-0.410507708788,-0.596877038479,-1.65246856213
1213,1.30743265152,-0.6909288764,-0.00550138950348,0.69241464138
226,0.817179143429,-0.113689035177,0.496222525835,0.429240465164
6777,0.434683650732,-1.49942207336,-0.799101471901,-0.806826591492
2113,0.985949337482,0.386838138103,-0.463457554579,0.477910757065
3329,-0.00660482048988,-0.756816506386,-0.340192854404,0.623823404312
1050,-0.0552127622068,-0.262468576431,7.93437194824,0.211731493473
9491,0.0718358159065,0.75035494566,-0.0440407581627,-0.722048401833
22926,-0.0848971009254,-0.0523969233036,-0.110490992665,0.172008320689
5899,-0.262636363506,-0.584435105324,-0.541353106499,-0.179372161627
5467,0.320056855679,1.24967169762,-0.123277425766,-0.359741508961
6774,0.461290538311,0.96726423502,0.17421720922,1.04390358925
1788,0.520242750645,0.669823288918,0.48138988018,-0.876492381096
5921,0.339351147413,1.61435437202,0.318041354418,0.306818604469
5721,-0.411317408085,-0.149655431509,-0.149566620588,-0.465564221144
2263,-0.148427963257,-0.0241192355752,0.100721083581,-0.681097984314
808,0.502798736095,-0.105345875025,-0.0175688862801,-0.760497152805
30001,0.384724825621,-0.720778286457,0.405431300402,0.987336456776
348,0.093411333859,0.130109041929,-0.21146941185,-0.875493586063
30849,0.364777863026,0.184037566185,-1.15645694733,-0.713547408581
1454,0.419726520777,0.771803677082,-0.742829024792,-0.0449849665165
6500,-0.0803367644548,-0.0352929234505,0.313624501228,0.972465515137
5627,0.383527725935,-0.159218192101,0.0368855148554,0.163619473577
5715,0.394331365824,-0.0236638486385,-0.0068597048521,0.376861333847
4791,7.40045309067,8.93550300598,3.94793224335,-0.140962868929
56924,-0.287953674793,0.175483435392,0.349368542433,0.530081152916
2690,-0.0824966430664,-0.096002265811,-0.222706064582,0.140314698219
1019,1.12705683708,0.0435154996812,0.377596259117,0.932529687881
51422,-0.744065284729,0.938527643681,3.60986089706,0.49393248558
5788,0.73004668951,-0.194571048021,0.302661508322,-0.820333123207
6709,0.107206113636,0.984944164753,-0.0106105655432,0.54796653986
1277,1.46868526936,-0.367781460285,-0.722795903683,-0.316829681396
993,0.217424273491,-0.962554454803,0.63679766655,-0.440725892782
7157,0.0454621389508,0.267829239368,-0.531930744648,-0.258054584265
1958,0.301774591208,-0.431477367878,1.83938312531,0.0409280359745
4582,0.773317337036,-0.758549451828,-0.195059329271,0.063947930932
9212,1.07226037979,0.982336342335,0.178922057152,-0.225044578314
8440,0.898279905319,-0.483676791191,-0.00997889041901,0.0473008304834
6790,0.190248787403,-0.142298817635,0.386729329824,0.634014606476
8851,0.193959638476,0.453409135342,0.268478035927,0.285592526197
2534,0.22052103281,-0.49159103632,-1.3684489727,-0.152934744954
4893,-0.326476097107,-0.250012814999,-0.533493638039,-0.512786567211
665,-0.773679614067,0.155974149704,0.550460517406,0.216441854835
4313,-0.145747244358,0.118116281927,0.412221729755,-0.814648091793
1022,-1.4113714695,-0.92607229948,0.84946167469,-0.298131346703
5880,0.317175328732,0.525638997555,-0.669959425926,-0.0985208973289
3162,-0.284133046865,-0.292980760336,-0.0752357542515,-0.77675151825
1282,0.675809383392,1.03539872169,-0.369336098433,-0.680900037289
3383,0.876107811928,-0.277928233147,-0.0423286259174,-0.507419705391
727,0.374839961529,3.78379845619,0.66119325161,-0.188207119703
