rid,CPC008_A375_6H:BRD-K15293421-019-01-0:10,CPC008_A375_24H:BRD-K15293421-019-01-0:10,CPC008_A549_6H:BRD-K15293421-019-01-0:10,CPC008_HCC515_6H:BRD-K15293421-019-01-0:10,CPC008_HEPG2_6H:BRD-K15293421-019-01-0:10,CPC008_HT29_6H:BRD-K15293421-019-01-0:10,CPC008_MCF7_6H:BRD-K15293421-019-01-0:10,CPC008_MCF7_24H:BRD-K15293421-019-01-0:10,CPC008_PC3_6H:BRD-K15293421-019-01-0:10,CPC008_PC3_24H:BRD-K15293421-019-01-0:10,CPC008_VCAP_6H:BRD-K15293421-019-01-0:10,CPC008_VCAP_24H:BRD-K15293421-019-01-0:10
5720,0.0438574105501,-0.010949999094,0.880617856979,-0.864117980003,-0.439060717821,-1.08546161652,-0.726633369923,-0.0836500003934,-0.516658186913,-1.43996143341,-0.16385255754,-0.329430967569
466,0.229390621185,1.49989998341,0.785919010639,0.421252191067,1.23139810562,0.0178025886416,0.717666745186,-3.02430009842,-0.461020797491,-0.175068616867,2.00600147247,0.306419551373
6009,-0.295188695192,-0.543449997902,-0.739357948303,-0.4481510818,0.942570567131,-0.161837875843,-0.504833340645,2.20140004158,-0.510565340519,-1.68237543106,2.15400409698,-0.536689758301
2309,1.06923043728,0.516000032425,-1.08087277412,-0.676972210407,0.931811928749,-0.0669828206301,-0.467866688967,-1.01684999466,0.767506837845,-0.0239145755768,-2.99544763565,-0.21052865684
387,0.281568348408,1.38265001774,-0.504858016968,-0.0206197202206,0.969049930573,0.0538398250937,0.829200029373,1.95560002327,0.0290506035089,0.264811098576,0.87329018116,0.149204850197
3553,-1.40052485466,-0.262499958277,-0.333907723427,-0.199319586158,-0.894655704498,0.274307399988,-0.395933389664,0.624000012875,0.584790885448,-0.486318230629,-0.235290378332,-0.621991097927
427,-0.700116455555,3.31690001488,1.56969690323,0.548525452614,0.177753135562,0.790749430656,0.450800031424,-0.759899973869,-0.872304081917,1.47176420689,3.12363147736,0.343538671732
5898,-0.346356779337,0.119200006127,-1.76404106617,-0.583512485027,-0.174301356077,0.256370902061,0.261466652155,-3.31484985352,-0.263501465321,0.717785716057,-0.536565184593,0.627179384232
23365,-0.0762779861689,2.1358499527,-1.08780395985,-0.311399310827,0.795070171356,0.203800141811,0.807033360004,1.13835000992,0.698061943054,-0.231406331062,0.714237749577,0.265593200922
6657,0.044561047107,-0.563899993896,0.579670846462,-0.0442513227463,-0.820726811886,0.633358120918,0.231099963188,1.28204989433,1.20438110828,0.998899281025,0.190868332982,0.639764547348
5054,-0.274156242609,1.29519999027,-0.841325700283,2.35897994041,-0.0380186066031,0.150550752878,1.51483345032,1.43260002136,-1.71985352039,-0.187302798033,-0.242802977562,-0.109367161989
3108,0.112257197499,3.00110006332,-0.689571797848,-1.39286029339,0.0719790458679,0.151051461697,-1.08353340626,0.49849998951,0.103573575616,1.23901891708,-0.606218934059,1.80343055725
1950,0.0441995821893,-0.00784999132156,2.5682387352,1.71649932861,-1.33957195282,1.70144057274,-0.181299999356,1.64240002632,0.749407291412,2.83272075653,0.819091081619,0.161653086543
351,-0.613275527954,0.27429997921,0.907529592514,-0.306064784527,-1.44890987873,1.47347784042,0.0356666743755,0.886849999428,0.0528368651867,-1.21175527573,-0.153333410621,0.0599106103182
4846,-0.3997862041,1.42210006714,0.795134246349,-0.203598454595,0.983865559101,0.425418257713,0.0564666986465,-0.773350000381,0.147101089358,1.15724623203,-1.02191972733,-1.00090479851
1452,-0.323705613613,0.721699953079,-0.63593518734,-0.0321701169014,-0.511745810509,-0.194139227271,-0.401733338833,-0.962849974632,-1.47660470009,-0.141307190061,-0.83468234539,-0.81478780508
4776,-0.237404748797,-0.376100003719,-0.178033009171,0.848241150379,-0.709833025932,1.11328411102,1.02123332024,1.13479995728,1.03133273125,0.997812509537,0.517972230911,-0.710243105888
6908,-0.110432751477,1.71135008335,0.229264974594,-1.09765100479,0.821644842625,-0.47402215004,0.3152333498,1.10144996643,-0.288311511278,2.73509407043,1.74064457417,-0.595439851284
672,0.169185444713,1.24035000801,1.05376958847,0.112887866795,0.522769749165,-0.12190079689,0.0505666807294,-0.660899996758,0.488925307989,1.48670148849,-1.08974099159,-0.424311041832
5710,-0.264041006565,0.27120000124,-0.910623550415,-1.54102659225,0.580283463001,0.25491169095,0.578666687012,-0.20015001297,-0.431593358517,-3.1643640995,-1.37152647972,-1.48514270782
2115,0.0311528779566,-0.528149962425,-0.778370380402,-1.01875948906,-0.892535686493,0.366616308689,-0.62376666069,1.39149999619,0.616527676582,0.90969067812,-0.204147607088,2.14801025391
7015,-0.520162582397,0.490099966526,-0.844462752342,1.03306984901,1.12818861008,0.72139364481,-0.335500001907,2.00890016556,1.29538619518,0.688007116318,0.201094985008,0.313405960798
8726,-0.850768983364,-0.131550014019,-1.039052248,-0.634496331215,1.68830800056,-0.328768074512,-1.09306669235,-1.71570003033,-1.33151555061,0.365785062313,0.748075187206,0.313150525093
2185,-1.34964609146,-0.502650022507,0.304388165474,0.291977107525,-0.816306352615,1.55130457878,-0.611266732216,1.17190003395,1.22482466698,0.95415943861,1.28096354008,0.210598856211
3315,-0.777650237083,0.337249994278,-1.88450455666,-2.00009512901,1.07991456985,-1.24443483353,0.0,0.0408999919891,-0.445411235094,-3.42432761192,-0.491260707378,-0.298748195171
5289,-0.331500530243,1.61740005016,-0.439085960388,-1.63945972919,0.126989811659,0.633790493011,-0.374433338642,1.77359998226,1.21908318996,1.39978611469,0.93026638031,1.18177366257
868,-1.04808402061,-0.560350000858,-0.0828770250082,3.79565191269,0.499484568834,0.508839905262,0.885266721249,-0.115600004792,0.80195069313,0.185829907656,0.229972049594,-0.0220058038831
1677,-0.873122096062,-0.452700018883,1.35168635845,1.25237464905,3.72026801109,1.55328142643,0.844000041485,0.898349940777,0.664814174175,0.247177436948,-0.390101879835,0.405618429184
7043,-1.18707001209,-0.278749972582,-0.112467430532,-0.468506574631,-0.660162210464,0.454200655222,0.147966682911,0.878350019455,0.769283413887,0.212906688452,-0.168082490563,0.145765990019
5613,-0.0960684493184,0.677550017834,0.827809095383,1.40674746037,-0.760917127132,1.47104215622,0.1603333354,1.08605003357,1.04254460335,0.824202477932,1.34641218185,0.495939701796
595,0.527553856373,2.79410004616,-1.06219136715,-0.771203756332,0.522983431816,-1.4768999815,-0.102333322167,-0.402949988842,-0.494124263525,0.00985535979271,-1.11118733883,-0.869493126869
