rid,CPC009_A375_6H:BRD-K68535470-001-06-7:10,CPC009_A549_6H:BRD-K68535470-001-06-7:10,CPC009_A549_24H:BRD-K68535470-001-06-7:10,CPC009_HA1E_6H:BRD-K68535470-001-06-7:10,CPC009_HCC515_6H:BRD-K68535470-001-06-7:10,CPC009_HEPG2_6H:BRD-K68535470-001-06-7:10,CPC009_HT29_6H:BRD-K68535470-001-06-7:10,CPC009_MCF7_6H:BRD-K68535470-001-06-7:10,CPC009_MCF7_24H:BRD-K68535470-001-06-7:10,CPC009_PC3_6H:BRD-K68535470-001-06-7:10,CPC009_PC3_24H:BRD-K68535470-001-06-7:10,CPC012_A375_6H:BRD-K68535470-001-01-8:10,CPC012_A549_6H:BRD-K68535470-001-01-8:10,CPC012_A549_24H:BRD-K68535470-001-01-8:10,CPC012_ASC_24H:BRD-K68535470-001-01-8:10,CPC012_HA1E_6H:BRD-K68535470-001-01-8:10,CPC012_HCC515_6H:BRD-K68535470-001-01-8:10,CPC012_HT29_6H:BRD-K68535470-001-01-8:10,CPC012_MCF7_6H:BRD-K68535470-001-01-8:10,CPC012_MCF7_24H:BRD-K68535470-001-01-8:10,CPC012_NEU_24H:BRD-K68535470-001-01-8:10,CPC012_NPC_24H:BRD-K68535470-001-01-8:10,CPC012_PC3_6H:BRD-K68535470-001-01-8:10,CPC012_PC3_24H:BRD-K68535470-001-01-8:10,CPC012_PHH_24H:BRD-K68535470-001-01-8:10,CPC012_SKB_24H:BRD-K68535470-001-01-8:10,CPC009_VCAP_6H:BRD-K68535470-001-06-7:10,CPC012_VCAP_6H:BRD-K68535470-001-01-8:10,CPC009_VCAP_24H:BRD-K68535470-001-06-7:10,CPC012_VCAP_24H:BRD-K68535470-001-01-8:10
5720,-1.92905640602,0.347423940897,-1.71154999733,-0.506065487862,0.287399500608,-0.0117836147547,-1.91210007668,-2.65507340431,-1.4375500679,-0.401552766562,-0.930375397205,-0.670230984688,-0.501220524311,1.54180002213,-0.0162711143494,1.45958530903,0.6832883358,0.0748738646507,0.425292253494,1.18700933456,0.112866654992,1.10580098629,0.636868357658,0.881907105446,-0.834293603897,0.187478169799,-1.00607061386,1.09044182301,-1.40847909451,0.338820010424
466,-1.10851693153,0.192733839154,1.34119999409,-0.480668962002,-0.155900925398,-0.394242405891,-2.41074991226,-0.849678814411,-3.77449989319,-1.06409502029,-0.116919644177,-0.351970613003,0.848114967346,0.323150008917,-1.21310353279,-0.493373215199,1.53583967686,0.227642029524,0.097590893507,-0.26826864481,-0.675566732883,-1.55139768124,0.697850346565,0.0697287619114,-0.912558794022,-0.35735720396,-1.2298476696,0.0358908958733,-0.499928832054,-0.42955994606
6009,-1.67981922626,0.0853805914521,1.64205002785,-0.704553067684,0.535139381886,0.902468442917,-2.44449996948,0.257334709167,-1.27609992027,0.129999518394,-0.143689572811,0.411882042885,0.320348083973,0.543099999428,0.352617740631,1.48531484604,1.79127728939,0.00124637410045,-0.0392218530178,1.44380033016,0.558000028133,-1.32709252834,0.591216802597,1.30222523212,-0.194226950407,1.52014422417,0.107986204326,0.896187841892,0.324778676033,0.593899965286
2309,-0.3908226192,-0.930833101273,-0.522799968719,-1.80224907398,-0.324751079082,-0.146430239081,0.447950005531,1.74075746536,0.73474997282,-0.81055688858,-0.189536035061,0.108012370765,0.0597761869431,0.637349963188,0.0751886367798,-1.26060092449,-0.112947940826,0.268059253693,0.976684749126,-0.00985708832741,0.498833358288,0.716769874096,-0.176788568497,0.0417624562979,0.511809229851,0.863030254841,-0.39013928175,0.023976624012,-0.733343064785,-0.0064999833703
387,-0.242135673761,0.929944932461,1.70724999905,0.782583355904,0.126451790333,-0.302214384079,-1.91369998455,1.09597527981,-0.311599999666,0.482443898916,-0.580578267574,1.04472351074,0.299315333366,0.710099995136,-0.275635659695,2.97841072083,0.800137996674,0.632985591888,-0.298113107681,1.60261392593,0.600166678429,-0.318222463131,0.442782849073,1.13071000576,1.07992124557,1.37809240818,-0.0423897057772,0.0193152949214,0.100587174296,0.758519947529
3553,0.859221220016,0.82535725832,-0.354849994183,1.08407187462,1.00155448914,0.713181376457,2.37774991989,0.0794092565775,0.889599978924,-0.120766572654,-0.637871325016,-0.246489614248,-0.105560824275,-1.17009997368,-0.177474617958,-0.10100453347,-0.400856405497,-0.227927654982,-0.0656329095364,-0.394447892904,-0.108199954033,0.74441921711,-0.196690917015,-0.640228688717,-1.11889958382,-0.4421402812,1.24704861641,-0.200742080808,2.20767045021,0.0835399776697
427,2.65351247787,-0.12407130003,0.297800004482,-0.202955022454,0.195062220097,-0.633624136448,-0.342849969864,-1.15136432648,-2.59054994583,-0.417772829533,-0.706289947033,-0.0141054093838,0.162203907967,2.58564996719,-1.11636281013,-0.295755684376,0.543803453445,-0.374918073416,-0.326295793056,0.289043664932,-0.054999999702,0.32253998518,-0.669658660889,-0.488803565502,0.528003931046,-0.430313676596,-0.643049716949,-0.52375215292,0.308360159397,-0.439400017262
5898,-2.15926289558,0.391136348248,0.872950017452,0.292824685574,-0.423453509808,-0.0144075155258,-0.910149991512,1.38211083412,-1.73619997501,-0.724274218082,-1.97005259991,-0.460385769606,-0.347165971994,-0.38069999218,-0.272661149502,-0.932957410812,-1.37710916996,-0.512803077698,-1.81269574165,-0.869169235229,-0.0186333060265,-0.50892329216,-0.605695426464,-1.09172010422,-0.623080790043,-0.926862061024,0.113350525498,-0.737433373928,-0.690953373909,-0.481780052185
23365,0.459333539009,0.633532822132,1.52084994316,1.04046547413,0.6765640378,1.04321718216,-1.78410005569,1.71347665787,0.111500024796,1.26926255226,0.224955052137,0.503263473511,-0.538050830364,0.178650021553,-0.232847303152,0.00753586553037,-0.620604217052,-0.317616969347,-1.05122888088,0.296664059162,-0.00879999995232,-1.36992704868,-0.614776432514,0.671650886536,1.04207658768,0.00953069329262,0.00583834946156,-0.486492455006,0.00780981779099,-0.11643999815
6657,0.599614024162,0.746558189392,-0.71749997139,1.37569534779,0.48293864727,0.535258889198,1.68869996071,0.30823212862,1.18359994888,0.0295658260584,0.601001977921,0.605771362782,0.0407201945782,-1.05745005608,0.618248045444,-0.8218075037,0.615525186062,0.117716439068,-0.090753287077,-0.463746517897,0.576933324337,-0.631901681423,0.0198276638985,-0.956549286842,-0.667383015156,2.57922577858,1.10656917095,-0.101860001683,0.539993584156,0.933600068092
