rid,CPC011_A375_6H:BRD-K21806131-050-02-5:10,CPC011_A549_6H:BRD-K21806131-050-02-5:10,CPC011_A549_24H:BRD-K21806131-050-02-5:10,CPC011_HT29_6H:BRD-K21806131-050-02-5:10,CPC011_MCF7_6H:BRD-K21806131-050-02-5:10,CPC011_MCF7_24H:BRD-K21806131-050-02-5:10,CPC011_PC3_6H:BRD-K21806131-050-02-5:10,CPC011_PC3_24H:BRD-K21806131-050-02-5:10,CPC011_VCAP_6H:BRD-K21806131-050-02-5:10,CPC011_VCAP_24H:BRD-K21806131-050-02-5:10
5720,-1.62884807587,-0.174250006676,-2.93603086472,-0.754824399948,-0.326700001955,-4.79164981842,0.701778113842,-0.188152492046,-0.236389875412,0.526301980019
466,-0.725450575352,0.174899995327,-0.678536832333,0.292119681835,-0.453350007534,-0.0555499941111,-0.440292090178,-0.429865479469,-0.136117652059,0.299877434969
6009,1.63053262234,0.655050039291,0.522311031818,-0.239796370268,-0.826700031757,0.789299964905,-0.691387951374,0.0536212623119,-1.29298305511,-0.562406301498
2309,3.01052832603,0.929399967194,1.49720919132,3.70657873154,2.56804990768,2.33669996262,-0.518923401833,-0.501638770103,0.628717422485,1.7279882431
387,-0.119626253843,-1.45194995403,-2.68953132629,-0.375365316868,-0.101099997759,-1.47219991684,-0.0558113232255,-0.797120392323,-0.889571845531,-0.643228232861
3553,1.49057948589,0.65189999342,1.03998053074,0.439709842205,-0.618699967861,0.933650016785,-1.25398898125,1.00055193901,1.18307471275,0.540289103985
427,-0.226484179497,0.402599990368,1.05304706097,-0.150450617075,-0.204899996519,-0.155499994755,0.367903590202,1.35569536686,0.366141915321,-0.19400139153
5898,-1.25028896332,1.12029993534,-1.29650652409,1.71175122261,0.345650017262,-0.0585999786854,-0.556033968925,2.11305856705,-0.146862387657,0.667998850346
23365,0.0402455329895,-0.405399978161,-0.215625360608,-0.368946105242,-0.412300020456,-0.149850010872,-0.693918824196,-0.0237940102816,0.00875213742256,-0.0610369294882
6657,0.919445931911,0.395150005817,0.803650557995,0.349433898926,-1.11864995956,0.60205000639,0.664121329784,-0.108759440482,0.273106187582,0.592669963837
5054,0.185371935368,1.42814993858,1.03990030289,0.239884778857,-0.962199985981,0.15784996748,-0.538428604603,0.137133955956,0.259043335915,-0.548388838768
3108,-1.76832103729,-0.0259499996901,-0.384052991867,-0.255735576153,0.939800024033,0.856099963188,-0.51793307066,-0.178047284484,0.0728151798248,-0.220380112529
1950,1.72891998291,-0.293200016022,0.685155570507,-0.164022624493,-0.686949968338,-0.482300013304,-0.225844174623,0.101077079773,0.575023472309,0.171806514263
351,-2.82339167595,0.743550002575,1.81710612774,-1.36188983917,-1.21829998493,-0.431349992752,-0.123702615499,0.765436947346,-0.386159777641,-0.155094891787
4846,2.11420154572,-0.0840499997139,-0.939187288284,-0.366265058517,0.14374999702,-0.161500006914,0.165777280927,0.47997289896,-0.0716534405947,0.128323793411
1452,-0.850708723068,-0.447499990463,0.39003944397,-0.325707733631,0.573099970818,1.16269993782,0.0853974372149,-0.513532221317,0.256888568401,-1.3135664463
4776,1.6542828083,0.576799988747,1.40700340271,0.114487662911,-0.95634996891,0.524899959564,0.265506505966,0.232195988297,0.743116259575,-0.0546656325459
6908,-0.616394102573,-1.47095000744,-1.74710083008,-0.0823028236628,-0.269649982452,-0.708449959755,-0.84468382597,-0.554223775864,-0.595419883728,-0.348581343889
672,-0.849604964256,-0.513100028038,-1.13390874863,-1.41708898544,-1.0218000412,-1.97309994698,-0.481533229351,-1.64855182171,0.163892179728,-1.85013437271
5710,0.701361715794,0.227699995041,-0.649763047695,-0.063235245645,-0.48789998889,0.19074998796,-0.366184473038,-0.121509611607,-1.50197517872,0.388144463301
2115,1.61432147026,0.489100009203,1.27329289913,0.184766128659,0.0653500035405,0.496149986982,1.32646083832,0.181968748569,0.342539906502,0.0382747352123
7015,-0.31370562315,-0.416800022125,1.12030720711,-0.503492712975,-0.990350008011,0.27974998951,-0.101676031947,0.664000868797,0.572463154793,0.283609628677
8726,-1.35008919239,-2.14260005951,-2.53987812996,-0.938827395439,-1.4756000042,-1.44044995308,-0.500049710274,-2.91816425323,-0.871331989765,-1.87082970142
2185,0.812380671501,-0.302249997854,1.31497061253,0.125209063292,-0.677500009537,1.05970001221,0.744062423706,0.713729262352,0.725644528866,0.388214528561
