rid,DOS002_VCAP_6H:BRD-K01048110-001-01-8:5,DOS002_VCAP_24H:BRD-K01048110-001-01-8:5,DOS032_A549_24H:BRD-K01048110-001-01-8:5,DOS032_HT29_24H:BRD-K01048110-001-01-8:5,DOS032_MCF7_24H:BRD-K01048110-001-01-8:5,DOS032_PC3_24H:BRD-K01048110-001-01-8:5,DOSBIO002_A375_24H:BRD-K01048110:10.001,DOSBIO002_A549_24H:BRD-K01048110:10.001,DOSBIO002_HT29_24H:BRD-K01048110:10.001,DOSBIO002_PC3_24H:BRD-K01048110:10.001,DOSBIO002_MCF7_24H:BRD-K01048110:10.001,DOSBIO002_NEU_24H:BRD-K01048110:10.001,DOSBIO002_NPC_24H:BRD-K01048110:10.001
5720,0.870850026608,0.114834487438,-0.0687999948859,0.748101890087,-0.194599986076,0.134950011969,0.346678704023,-0.13605684042,0.306441634893,-0.57828348875,-0.122100025415,0.272899985313,1.39066851139
466,-0.0340999960899,-2.25328946114,-0.34114998579,0.757642269135,0.0285333395004,-0.208050012589,0.530627787113,0.333189427853,0.759136676788,-0.2461027354,-0.467333346605,-0.218950003386,-0.59501850605
6009,0.694900035858,0.894266307354,-0.456049978733,0.487972438335,0.0555332303047,-0.785050034523,0.895289778709,0.873377323151,-0.550032317638,-0.999100923538,1.12123346329,-1.00994992256,0.307863593102
2309,-0.660399973392,-2.44362211227,-0.463049978018,0.980224728584,-0.122166655958,-1.96395003796,0.187705814838,0.399800866842,-0.511036753654,0.394053816795,0.578199982643,0.414999991655,-0.188696563244
387,0.460349977016,0.193027094007,-0.234400004148,0.68582123518,-0.894333422184,-0.0950499773026,0.295654982328,-0.519517481327,1.01227688789,-0.318745344877,0.935200095177,0.433200031519,0.361401319504
3553,-0.915300011635,0.270113050938,-1.06885004044,-1.05799722672,-0.155333340168,-0.995499968529,0.0195982456207,-0.0395777970552,-0.0694714784622,-0.000736489892006,-0.0888667106628,0.140450000763,0.00238233152777
427,0.31455001235,-2.12569594383,-0.321250021458,-0.880257129669,-0.844000041485,0.827000021935,-0.0186363868415,-0.0602154433727,-0.768670618534,0.305282711983,-0.589700043201,0.477750003338,-0.273701906204
5898,-0.438450008631,-0.283215999603,0.273149996996,-1.8510466814,-1.59216666222,0.156949996948,0.937456727028,-0.0997330397367,0.493272066116,0.196617692709,0.165000006557,-0.179399996996,0.992839276791
23365,0.807549953461,0.82609295845,0.355250030756,0.0611200630665,0.24483333528,-0.0948999524117,-0.0805241465569,-0.895611643791,0.956421017647,-0.927981317043,0.0100333411247,0.280950009823,-0.0673721730709
6657,-0.707949995995,1.84649634361,-0.159850001335,-0.82243514061,1.00980007648,1.69784998894,0.0503958836198,-0.814618587494,-0.159215301275,0.832211494446,-0.210699975491,0.109150007367,0.166670486331
5054,-2.17035007477,-0.613774657249,-1.47760009766,0.324344485998,0.0853333473206,-1.22880005836,0.961949586868,-0.886584758759,-0.668530464172,0.116072759032,0.0769999921322,0.429799973965,0.160825788975
3108,-0.0599499940872,-0.138163864613,0.0137000083923,-0.904990494251,-0.449133366346,2.21744990349,0.744097709656,0.025144085288,0.315001487732,0.171601057053,2.00100016594,0.4945499897,-0.335038363934
1950,-0.298199981451,1.12751686573,0.952650010586,-0.0728810057044,0.396499961615,1.81314992905,-0.179004341364,0.712221622467,-0.457903027534,-1.07009613514,-0.25159996748,0.417049974203,-0.308456480503
351,-0.89099997282,-2.80934596062,0.223700001836,-1.73124039173,1.22000002861,0.178200006485,0.504368960857,0.756684780121,-0.895640134811,-0.607295334339,-0.00436666607857,-0.580350041389,-1.24035489559
4846,0.193599998951,0.134584486485,-0.50695002079,-0.519761621952,-1.12253332138,0.716349959373,0.14864256978,1.19834792614,-0.106095217168,-0.121064394712,0.381366670132,-0.23789998889,-0.471664875746
1452,-0.470750004053,-1.74489200115,-1.10599994659,0.445540398359,-1.53733348846,0.206500023603,0.862353980541,0.207369923592,0.601867079735,-0.519481182098,-0.558700025082,0.679250001907,0.673166275024
4776,-1.04925000668,-0.743842840195,0.57950001955,-0.569105625153,1.04786670208,0.647149980068,-1.95980930328,0.0179214477539,-0.356965839863,-0.468033611774,-0.218400031328,-0.158449992537,-0.283878624439
6908,0.402899980545,0.248337447643,-0.252900004387,0.895956873894,0.304933339357,1.34029996395,0.143461972475,-0.420221060514,0.258175045252,-0.941650152206,-0.463533371687,0.485850006342,0.10968708992
672,-0.182050004601,0.142329454422,-0.519549965858,-0.0333262681961,-0.220100045204,-0.320749998093,0.401741623878,0.183112055063,-0.213500082493,-0.925841093063,-0.878033339977,-0.428500026464,-1.38010203838
5710,-0.116949997842,0.589417517185,-0.613349974155,0.226711004972,-0.84500002861,-1.01874995232,-0.6348965168,-1.33571004868,0.577890455723,-1.11428558826,-0.277799993753,0.0663999915123,0.0302182659507
2115,-0.793850004673,-0.462686300278,-1.10354995728,-1.21181499958,-0.492900013924,1.3137999773,-0.235816568136,-0.623620271683,-0.0337830334902,-0.335501104593,0.260200023651,0.921300053596,0.739451408386
7015,-0.95165002346,0.573238968849,0.462999999523,-0.692728102207,0.431933373213,0.556599974632,-0.252577871084,0.183280572295,0.36802226305,0.322535216808,-0.142733350396,-1.25344991684,0.121883675456
8726,1.13499999046,0.950509548187,-0.484149992466,0.961097717285,0.0429999902844,-0.639450013638,-1.12204134464,0.192232757807,0.524299740791,0.515767991543,0.349066674709,-0.81299996376,0.376431465149
2185,-0.310149997473,3.26646828651,0.0692499876022,-0.500229656696,1.07520008087,1.59060001373,-0.642672479153,0.464987516403,-0.534796953201,0.270264804363,-0.377833336592,-0.0909500047565,0.0345853753388
3315,0.232099995017,1.01141428947,-0.49019998312,0.179680362344,0.356866687536,-0.83630001545,0.850343108177,-0.160343334079,0.30267727375,0.0648718550801,-0.200333356857,-0.347950011492,0.283392727375
5289,1.00429999828,0.636777579784,0.851649999619,-0.473116725683,0.130300015211,0.452199995518,-0.330283135176,0.961789369583,0.383548408747,0.801572263241,-0.28856664896,-0.593299984932,-0.297059953213
868,-1.08780002594,-0.776687979698,0.060500010848,-0.199345499277,-0.934633374214,-0.664600014687,-0.307479709387,-0.357174634933,-0.123176284134,-0.130976393819,0.209600046277,0.0195999983698,1.06005823612
1677,-0.549199998379,1.72242248058,1.80025005341,-0.713168025017,1.44060003757,0.587850034237,-0.166603043675,0.39692518115,0.908612966537,0.000381678342819,-0.497866690159,0.0886999964714,-0.209338903427
7043,-1.01454997063,-0.339359909296,-0.602249979973,-0.99079978466,-0.683100044727,0.646849989891,0.342035263777,-0.373057603836,0.0546695888042,0.385282576084,-0.0606000125408,0.674400031567,-0.139729559422
5613,-1.14174997807,-0.636921107769,0.583400011063,-0.673668146133,0.680633366108,0.62650001049,0.292092204094,0.33519461751,-0.647621572018,0.66590076685,2.7009999752,0.632349967957,-0.0407662093639
595,-0.209299996495,0.0970714688301,0.17405000329,-0.416382044554,-1.24576663971,-0.711499929428,-0.661190986633,-1.1439781189,0.749702095985,-1.03446030617,-0.190300002694,-0.701199948788,-0.0570688545704
4793,-0.465149998665,-0.123373143375,0.398099988699,0.914990067482,0.0425999164581,-0.811049997807,0.344160288572,0.0467326939106,0.892470657825,0.570081412792,-0.027999997139,0.205949991941,-0.550309836864
2736,-1.15464997292,-0.774110496044,-0.00990000367165,-0.92987960577,0.357733368874,0.249699994922,0.0754792541265,-0.270221203566,0.179285824299,0.591386079788,0.845900058746,0.653499960899,0.91807615757
5290,-1.65854990482,-1.7515155077,-0.230599999428,-0.83254635334,0.800466656685,1.45669996738,0.971279501915,0.876457929611,-1.00437688828,-0.17378154397,0.64063334465,0.357500016689,0.246609345078
6194,0.00034999998752,0.0,-0.0276500005275,-1.51271438599,0.262733340263,-1.2743999958,-1.39145112038,-0.00806118547916,-0.321917057037,-1.31333720684,0.870700061321,-1.73889994621,-0.0491327941418
1676,-1.27869999409,-2.99131584167,0.928349971771,-0.847171723843,0.112566739321,0.52144998312,-0.380276501179,-0.238440975547,-0.228408545256,-0.31244674325,-0.925166666508,0.604799985886,-0.129239022732
23512,-0.546299993992,0.949545204639,0.978949964046,-0.401407629251,0.0192334055901,-0.314849972725,0.252893924713,-0.277626127005,0.48072847724,-1.16915559769,-0.744399964809,-0.137700006366,-0.731966614723
148022,0.994949996471,0.76715362072,0.096549987793,-0.219760805368,0.342966675758,-0.379400014877,-0.313737213612,-0.626850485802,0.28061902523,-0.27768304944,-0.269500017166,0.184300005436,0.442079365253
1906,-1.63545012474,-1.16777920723,-0.431349992752,-0.80509531498,-0.0861999988556,0.994799971581,-0.180268093944,-0.190245479345,-0.193600267172,0.706644773483,-0.342166662216,-0.475649982691,-0.0021438235417
8878,1.36365008354,0.708994925022,-0.326099991798,0.234889924526,0.0702332854271,0.758550047874,-1.44605207443,-0.674354195595,1.00068926811,-0.521865010262,0.79056674242,-0.465949982405,0.169619232416
3091,-0.611699998379,0.726245224476,-0.654150009155,0.422167301178,0.589466691017,-0.528299987316,-0.109351620078,0.371273368597,-0.932116389275,0.0134338438511,-1.0013333559,-0.777000010014,-0.761305034161
5743,0.440150022507,-0.850698947906,0.172049984336,1.368907094,0.254400014877,0.126999989152,2.95630979538,-0.316982716322,0.534567415714,-0.342687249184,0.145799994469,-1.73795008659,-0.597934484482
5321,-1.49489998817,-1.94820070267,-0.290950000286,-1.06246960163,-0.0476333349943,0.477150022984,0.0395311415195,0.601300001144,-0.858104407787,-0.00350253283978,-0.56536668539,0.0868000090122,-0.321326732635
4144,-0.443149983883,0.255601674318,-0.482299983501,-1.30071687698,0.30940002203,-0.53385001421,-0.634101867676,-0.626715123653,-1.12280523777,-0.181365162134,-0.726133346558,-0.522300004959,-1.2996417284
1981,-1.01030004025,0.428735643625,-1.77524995804,0.790796220303,0.808066666126,0.187399998307,0.0946640521288,-0.395251750946,0.543065726757,0.460533082485,0.259433329105,1.15130007267,1.00314378738
695,-0.649600028992,0.0479410141706,1.78900003433,4.17355966568,-0.660866677761,2.70880007744,-0.495465815067,-1.25105023384,0.579097926617,-0.722743928432,0.266666680574,-0.70324999094,-0.28343680501
10398,-0.295249998569,-0.636595547199,0.307149976492,-0.719304323196,0.911033391953,-0.190050005913,-0.351258575916,0.284361422062,-0.871304452419,0.139690905809,-0.683333396912,-0.402800023556,0.520155906677
