rid,CPC004_A375_6H:BRD-K67043667-001-15-7:10,CPC004_HA1E_6H:BRD-K67043667-001-15-7:10,CPC004_HA1E_24H:BRD-K67043667-001-15-7:10,CPC004_HCC515_6H:BRD-K67043667-001-15-7:10,CPC004_HCC515_24H:BRD-K67043667-001-15-7:10,CPC004_HEPG2_6H:BRD-K67043667-001-15-7:10,CPC004_HT29_6H:BRD-K67043667-001-15-7:10,CPC004_MCF7_6H:BRD-K67043667-001-15-7:10,CPC004_PC3_6H:BRD-K67043667-001-15-7:10,CPC004_PC3_24H:BRD-K67043667-001-15-7:10,CPC004_VCAP_6H:BRD-K67043667-001-15-7:10,CPC004_VCAP_24H:BRD-K67043667-001-15-7:10,CPC016_A375_6H:BRD-K67043667-001-15-7:10,CPC016_A549_6H:BRD-K67043667-001-15-7:10,CPC016_A549_24H:BRD-K67043667-001-15-7:10,CPC016_ASC_24H:BRD-K67043667-001-15-7:10,CPC016_HEPG2_6H:BRD-K67043667-001-15-7:10,CPC016_HT29_6H:BRD-K67043667-001-15-7:10,CPC016_MCF7_6H:BRD-K67043667-001-15-7:10,CPC016_MCF7_24H:BRD-K67043667-001-15-7:10,CPC016_NEU_24H:BRD-K67043667-001-15-7:10,CPC016_NPC_24H:BRD-K67043667-001-15-7:10,CPC016_SKB_24H:BRD-K67043667-001-15-7:10,CPC020_A375_6H:BRD-K67043667-001-21-5:10,CPC020_A549_6H:BRD-K67043667-001-21-5:10,CPC020_HA1E_6H:BRD-K67043667-001-21-5:10,CPC020_HCC515_6H:BRD-K67043667-001-21-5:10,CPC020_HT29_6H:BRD-K67043667-001-21-5:10,CPC020_MCF7_6H:BRD-K67043667-001-21-5:10,CPC020_MCF7_24H:BRD-K67043667-001-21-5:10,CPC020_PC3_6H:BRD-K67043667-001-21-5:10,CPC020_PC3_24H:BRD-K67043667-001-21-5:10,CPC020_VCAP_6H:BRD-K67043667-001-21-5:10,CPC020_VCAP_24H:BRD-K67043667-001-21-5:10,CPD003_MCF7_6H:BRD-K67043667-001-19-9:10,CPD003_MCF7_24H:BRD-K67043667-001-19-9:10,CPD003_PC3_6H:BRD-K67043667-001-19-9:10,CPD003_PC3_24H:BRD-K67043667-001-19-9:10
5720,-5.05105018616,-1.56311631203,-0.099676862359,0.323568701744,-0.0484128519893,0.881585180759,-0.250044286251,0.106761999428,-2.75579166412,-1.37181043625,-0.0590371116996,-0.341343998909,0.695776700974,0.410699993372,0.321321845055,-0.117837533355,-0.05122192204,0.174582719803,-0.0812578946352,-0.00487272813916,0.199428603053,-0.513357937336,0.594303369522,0.359283447266,-0.800500035286,0.935294210911,0.781399965286,-0.203525006771,1.67254924774,0.457877963781,0.376513421535,0.92539691925,-0.38810056448,-0.00478094816208,0.575800001621,-0.313990294933,-0.115941919386,0.954899966717
466,1.64370000362,0.79120862484,0.932081222534,0.0720563679934,0.412017345428,-0.248450756073,0.0960013866425,0.272159963846,-4.13593482971,0.986629366875,-0.711477577686,0.201705992222,-0.375904679298,0.0874999761581,0.119670659304,-0.584879636765,-0.545688867569,0.902467727661,0.334474146366,-0.0107628405094,0.00272363424301,0.429219961166,-0.510188639164,0.125170454383,-2.52990007401,-0.767876029015,0.342000007629,-0.650849997997,1.29095172882,1.35855674744,0.204580843449,-1.19148755074,0.210470914841,0.236313089728,0.380750000477,-0.0423254817724,0.0681625455618,1.31850004196
6009,0.536400020123,-0.761599242687,-0.449454635382,0.165014639497,-0.20117560029,0.161015838385,-0.515755414963,-0.768305003643,-0.420929342508,0.33423191309,-0.833963751793,-0.246753171086,0.249810159206,0.846449971199,0.155194371939,0.483073860407,-0.0183746814728,-0.0313436314464,-0.587135672569,-0.416910201311,-0.850899457932,0.553838968277,0.784169077873,0.266299813986,-0.316399991512,-0.352338254452,0.320999979973,-1.06145000458,0.102838516235,-0.234723702073,0.609146296978,0.397981673479,-0.655517220497,-0.680537462234,-0.0245999991894,0.151569887996,-0.175540477037,1.06359994411
2309,2.43289995193,1.31766867638,-0.741515815258,-1.08632290363,0.343692183495,-1.40109634399,0.811832427979,-0.905900776386,0.246336013079,0.245333939791,-0.00727398321033,-0.593402862549,0.499746233225,0.178449988365,-0.0755656957626,-0.0292045399547,-0.086209744215,0.862970709801,-0.357922405005,0.835188508034,1.04096806049,-0.21402131021,1.14121294022,0.0666363090277,-0.0283499956131,-0.294239491224,1.90575003624,0.842425048351,-0.0609191730618,0.715818285942,-0.259535372257,1.27262175083,-0.477059900761,-1.12905430794,1.39144992828,-0.419389635324,0.165808588266,-0.0884499549866
387,1.61620008945,0.11910533905,-0.15257948637,-0.564426124096,-0.205939397216,-0.307427704334,-0.269458860159,0.255785316229,0.179630458355,-0.0982933416963,-0.662130475044,-0.648790836334,0.657309114933,-0.0449000000954,0.724735379219,0.756161034107,-0.619470119476,0.67540371418,0.425010949373,1.66712605953,1.08371937275,-0.0832180082798,0.493674814701,0.222528889775,-1.58619999886,-0.869846343994,-0.640450000763,-0.106949992478,-0.112079530954,0.120859742165,0.746327698231,0.572576880455,-0.0638347119093,-0.827690422535,-0.255750000477,-0.203266531229,-0.184209749103,0.196150004864
3553,-0.329699993134,0.756775379181,-0.0530816018581,-0.283002108335,1.26508128643,-0.0372728258371,0.956535577774,-0.480343103409,-0.858013629913,0.266020029783,0.808329105377,0.179553627968,-0.788842976093,0.065800011158,-0.168016925454,0.211598023772,0.297393321991,-0.541460514069,-0.133859604597,-0.0317384898663,1.27477169037,0.781648218632,-0.87780559063,-0.558203995228,0.491700023413,0.694735348225,0.820600032806,-0.601874947548,-0.312912762165,1.06944441795,0.0461223274469,0.680880010128,-0.128854811192,1.36627161503,-1.34494996071,-0.26785042882,-0.0593072995543,-0.502900004387
427,1.24475002289,0.468978613615,-0.157132893801,-0.0187790989876,0.536671221256,0.113782502711,0.519562482834,-1.21545791626,3.15642333031,0.392926573753,-0.0613857880235,0.878754973412,0.319541633129,1.03244996071,-0.638128757477,0.270663022995,0.374376058578,0.642481267452,0.189155101776,-0.765034615993,-0.907279133797,0.616745352745,-0.0810243785381,0.527408123016,-0.169550001621,-1.60560333729,0.225050002337,0.252449989319,-0.105260521173,1.13783669472,-0.570198774338,-0.80772703886,0.123220518231,0.337251245975,-0.771950006485,-0.711726903915,-0.265999555588,1.24629998207
5898,0.636950016022,0.396634727716,0.0606695078313,0.00237714871764,0.425074011087,-0.377740323544,0.30338203907,-1.17056953907,0.219934269786,0.725635170937,1.26109337807,0.423100531101,0.395586878061,-0.332099974155,-1.932467103,-0.631408333778,-0.803260326385,0.178256377578,-0.551136374474,-0.694865942001,0.191294282675,0.0584474951029,-1.52252078056,0.48778834939,-1.27990007401,-0.745530426502,-0.782949984074,0.32754996419,1.02573132515,0.711681485176,1.30166602135,-0.912688434124,0.786225438118,0.36518278718,-0.144800007343,-0.555178642273,-1.56682705879,-0.323650032282
23365,1.06760001183,0.591492533684,-0.285283863544,-0.57087635994,0.204491108656,-0.862891077995,-0.283431738615,1.19038319588,1.85231208801,0.430806457996,-0.111596539617,0.0825958326459,1.29836750031,-1.03225004673,-0.137896284461,0.840178370476,-0.883480787277,0.426841080189,0.0750380754471,-0.107625983655,-0.339111149311,-0.393612056971,0.72145318985,0.22916790843,-0.174399971962,-1.79068076611,-1.81570005417,-0.0966249927878,-0.181271076202,-1.14185810089,0.537037014961,0.0349519252777,0.0700825899839,0.404013633728,-1.16144990921,-0.952834606171,-1.53275215626,-1.68379998207
6657,1.83809995651,0.0853931829333,-0.480709075928,-0.0436866246164,0.347549974918,-0.243143230677,0.325500756502,-0.371814310551,0.12334882468,-0.350737035275,0.192134931684,0.0633454471827,-0.651338577271,1.13020002842,-0.386461168528,0.0858447849751,1.26003468037,0.712352216244,-0.095766723156,-0.394078850746,0.65883743763,-0.272820204496,-1.29057884216,-0.342081010342,0.636500000954,1.24278092384,-0.0786000043154,-0.231949999928,-0.394257843494,1.17965102196,-0.223056197166,-0.124753683805,-0.310442835093,0.388366013765,1.38335001469,-0.13881778717,-0.566100895405,-0.713950037956
