rid,DOS030_VCAP_6H:BRD-K09517037-001-02-2:5,DOS030_VCAP_24H:BRD-K09517037-001-02-2:5,DOS034_A375_24H:BRD-K09517037-001-02-2:5,DOS034_A549_24H:BRD-K09517037-001-02-2:5,DOS034_HT29_24H:BRD-K09517037-001-02-2:5,DOS034_MCF7_24H:BRD-K09517037-001-02-2:5,DOS034_PC3_24H:BRD-K09517037-001-02-2:5
5720,0.843351006508,-0.190167486668,1.84910011292,-1.2080078125,0.0763999819756,-0.459367364645,0.403470128775
466,-0.074506983161,-1.17712068558,1.40875005722,-0.15192361176,0.587199985981,0.535690665245,-1.44354939461
6009,-0.311947375536,-0.42604547739,0.0336500108242,-7.06364965439,1.26819992065,0.401887178421,0.70071965456
2309,1.31015086174,0.242352068424,-0.625200033188,5.90844392776,-1.62520003319,0.079188734293,0.508825778961
387,-0.172344848514,-0.57414162159,0.693999946117,1.62746119499,0.41550001502,-0.0422356128693,1.1388220787
3553,-1.45753860474,-0.661416590214,-0.867399990559,0.451132833958,-0.20094999671,0.283775568008,-0.244497865438
427,0.372083634138,-1.19996607304,0.666149973869,0.876793861389,-0.0310000032187,0.487767398357,0.369912803173
5898,-0.903596639633,-0.416932404041,-0.793499946594,0.362520188093,-3.13990020752,-0.220523878932,-0.714193165302
23365,0.221828818321,0.271468043327,-0.535800039768,3.40235757828,1.51870000362,0.261033207178,-0.238359227777
6657,-0.835808992386,-0.427491903305,-0.996399998665,-1.06451833248,-0.216399997473,-0.507349073887,-0.979162633419
5054,-0.525744974613,0.155580028892,0.22175000608,0.0149910226464,-2.91719985008,-0.284491062164,-0.466272354126
3108,2.1044948101,-0.567826747894,1.66689991951,1.55412817001,-0.416950047016,0.456560760736,0.37354388833
1950,-0.229627251625,-0.093559846282,-0.289750009775,0.937452316284,-0.995149970055,0.435147404671,-0.878799080849
351,-0.278734117746,0.0,-1.43540000916,0.348649412394,-0.12444999814,0.715702414513,-1.14601564407
4846,0.0890651345253,-0.213689818978,0.466350018978,-6.18756151199,-0.941200017929,1.06662929058,0.517396509647
1452,0.487122237682,-0.196289405227,-0.120549991727,-0.210310012102,-1.16165006161,0.434337824583,1.44275259972
4776,-0.974773645401,-0.405681759119,-1.35920000076,-0.612062513828,-0.478100001812,-0.0592715889215,-0.451159030199
6908,0.776216030121,-1.05921685696,1.52129995823,1.30049908161,-0.145799994469,0.309904336929,0.901060640812
672,-1.03243350983,0.310046255589,0.71565002203,-0.891230344772,-0.55144995451,-0.345280438662,0.343543916941
5710,-0.398054927588,-0.352322548628,0.11384999752,-0.592121481895,0.715600013733,1.25731039047,-3.29810190201
2115,-1.28903257847,-0.332440137863,0.757850050926,-0.538624763489,0.152999997139,0.188264682889,0.883657872677
