rid,DOS023_VCAP_6H:BRD-K06188347-001-01-2:4.95,DOS023_VCAP_24H:BRD-K06188347-001-01-2:4.95,DOS052_A375_24H:BRD-K06188347-001-01-2:4.95,DOS052_A549_24H:BRD-K06188347-001-01-2:4.95,DOS052_HT29_24H:BRD-K06188347-001-01-2:4.95,DOS052_MCF7_24H:BRD-K06188347-001-01-2:4.95,DOSBIO001_A375_24H:BRD-K06188347:9.90407,DOSBIO001_A549_24H:BRD-K06188347:9.90407,DOSBIO001_HT29_24H:BRD-K06188347:9.90407,DOSBIO001_MCF7_24H:BRD-K06188347:9.90407,DOSBIO001_PC3_24H:BRD-K06188347:9.90407,DOSBIO001_NEU_24H:BRD-K06188347:9.90407,DOSBIO001_NPC_24H:BRD-K06188347:9.90407
5720,-1.22609198093,-0.426449984312,0.263350009918,-0.135149985552,-0.182600021362,0.307149976492,-0.779304325581,0.177422344685,-0.277433365583,-0.70938706398,0.664166927338,-0.442350000143,0.535781800747
466,-0.825077056885,-0.81945002079,-0.153299987316,0.490249991417,-1.01545000076,-3.32385015488,-0.0935873314738,-1.24512910843,-1.17639994621,-0.854789733887,0.198621273041,-0.105450004339,-0.175911664963
6009,-0.884881496429,3.07249999046,0.262050002813,-0.956999957561,-0.535049974918,0.293150007725,-0.604076266289,0.893446922302,0.670800030231,-0.720190227032,-0.140765607357,-1.49504995346,-0.525652825832
2309,0.286509752274,0.837599992752,-1.38065004349,-0.739199995995,1.18140006065,1.35155010223,-0.658210754395,0.807353019714,-0.360699951649,-0.863260567188,0.398158937693,-1.20759999752,-0.866961956024
387,-0.612778782845,-2.4485001564,-0.841400027275,1.37215006351,-0.0784000009298,0.929899990559,0.026798941195,-1.34724879265,-0.38560000062,-0.906729400158,0.59388846159,-0.139600008726,0.0689575523138
3553,-0.909611701965,5.31589984894,0.594799995422,-1.13234996796,-1.65315008163,-1.50464999676,-0.0120097845793,2.17363524437,0.524133324623,0.783278107643,0.0393882729113,0.655100047588,-0.0693089142442
427,-1.27791917324,-1.00265002251,-0.0396499931812,-0.409299999475,-0.447950005531,-3.57649993896,-0.163760304451,-0.75206387043,-0.500800013542,-0.0798435211182,0.438575923443,-0.783749997616,0.4834638834
5898,-1.69946181774,-5.61380004883,0.51415002346,0.841300010681,-0.0147000253201,-0.695900022984,-0.179918646812,0.107183858752,-0.983533322811,0.129398882389,-0.385308206081,-1.29524993896,-0.503993690014
23365,-0.567455530167,0.342649996281,-0.0543499588966,1.04995000362,-0.475849986076,-0.414499998093,0.25776040554,-0.941911935806,-0.760933339596,0.906389892101,0.648865938187,0.43725001812,0.862826883793
6657,0.0294407606125,0.484899997711,0.314800024033,-0.881399989128,-1.52349996567,-0.828500032425,0.334426492453,0.0824635773897,0.474000036716,0.858395934105,-0.922438621521,-0.836900055408,-0.260912179947
5054,-1.00468719006,-0.230749994516,-1.12035000324,-0.107150003314,0.0890000015497,-0.204999983311,-0.0102751553059,-2.1355881691,3.58346652985,1.09996438026,-0.46445453167,0.0409000068903,0.736123085022
3108,-0.562503933907,-1.10160005093,-0.078999966383,-0.0417000055313,0.389900028706,-0.765450000763,0.785103976727,-0.14479637146,0.21620002389,-0.392666518688,0.17573775351,-0.150199979544,-0.593548774719
1950,1.95783114433,-0.143799990416,-0.399349987507,0.282550007105,-0.349150002003,0.535349965096,0.464094758034,0.742238938808,0.257733315229,-0.910932302475,-0.269490033388,-1.07099997997,0.378108084202
351,1.50416731834,-5.0,-0.184450000525,0.00200000009499,-2.4564499855,-2.70284986496,0.425132870674,2.15099191666,0.863400042057,0.626045823097,-0.441635221243,-3.06319999695,0.173674583435
4846,1.45813179016,0.31764999032,0.430800020695,-0.19264999032,0.776149988174,0.638000071049,-0.64844751358,0.591404497623,-0.271266639233,0.680026531219,0.052843183279,-0.127649992704,-0.00663401186466
1452,0.309598982334,-0.798399984837,-0.357450038195,-1.17724990845,1.25029993057,1.26559996605,1.03986060619,0.470043361187,-0.341533303261,-0.0628098919988,-0.979079186916,-1.08080005646,-0.0541641190648
4776,-0.69686716795,-0.248899996281,0.666700005531,-0.378949999809,-1.01850008965,-0.50744998455,0.14901766181,-0.695279657841,0.72483342886,0.776169657707,-0.778176367283,0.423799991608,-0.319623351097
6908,-0.420929372311,-0.0641999989748,0.0593000017107,0.0561999976635,1.72469997406,2.63359999657,-0.539478600025,-0.266178905964,-0.210100024939,-0.582073330879,1.04890036583,-1.39480006695,-0.476104795933
672,-2.56731843948,-0.362600028515,0.884449958801,-0.758150041103,0.482250005007,-0.278699994087,0.740119218826,0.184606656432,-0.372233331203,0.433572471142,1.22774529457,0.607850015163,0.569437801838
