rid,DOS003_VCAP_6H:BRD-K17583574-001-01-5:4.99,DOS003_VCAP_24H:BRD-K17583574-001-01-5:4.99
5720,0.318649977446,0.337249994278
466,0.243049994111,0.064899995923
6009,-0.0874999985099,-0.982150018215
2309,-0.420300006866,-0.876999974251
387,0.535700023174,-0.44580000639
3553,0.0825999975204,0.0874000042677
427,-0.197850003839,-0.245550006628
5898,-0.580500006676,-1.86989998817
23365,0.578850030899,0.0297999978065
6657,0.136500015855,-0.148450002074
5054,-0.164400011301,-0.986999988556
3108,0.182900011539,0.387400001287
1950,0.0351000018418,0.579450011253
351,0.0,0.275200009346
4846,0.340050011873,-0.198200017214
1452,-0.0528500005603,-0.217350006104
4776,0.0545999966562,0.294600009918
6908,-0.921100020409,-0.247449994087
672,0.107650011778,0.559300005436
5710,-4.51669979095,-0.869850039482
2115,1.10099995136,-0.872900009155
7015,-0.49635002017,-0.533300042152
8726,-0.154050007463,0.375999987125
2185,0.59375,-0.334899991751
3315,-0.039749994874,-0.818399965763
5289,0.038949996233,-0.744849979877
868,0.639600038528,3.24344992638
1677,0.483350008726,0.536150038242
7043,0.657249987125,0.370050013065
5613,1.110049963,0.901250004768
595,-0.457199990749,-0.179650008678
4793,-0.108850002289,-0.6549000144
2736,-0.44319999218,-0.137400001287
5290,-0.175850003958,0.216350004077
6194,-0.000699999975041,0.0
1676,0.404250025749,0.55989998579
23512,-5.33724975586,-0.0780499950051
148022,0.640049993992,0.353599995375
1906,-0.477699995041,-0.0659499913454
8878,-0.5,-0.163999989629
3091,0.379549980164,-0.826900005341
5743,-0.527649998665,1.10039997101
5321,0.222300007939,-0.0212500095367
4144,0.476449996233,0.355800002813
1981,-0.90909999609,-0.42539998889
695,1.23489999771,-1.46404993534
10398,0.056400001049,0.884199976921
5708,-1.12559998035,-0.523649990559
1213,-0.330999970436,0.474799990654
226,-1.70120000839,-1.09555006027
6777,-0.0176999941468,-0.903949975967
2113,0.164750009775,-0.660050034523
3329,0.964400053024,0.0667999982834
1050,-1.12430000305,0.0646499991417
9491,-0.339749991894,0.347599983215
22926,0.365099996328,-0.153150007129
5899,0.666700005531,0.180399999022
5467,0.100250005722,-0.495999991894
6774,-0.242000043392,0.680800020695
1788,3.03209996223,0.953449964523
5921,4.06005001068,0.0365500003099
5721,0.845450043678,-0.0391499996185
2263,-0.280900001526,0.663749992847
808,-0.198050007224,0.00640001893044
30001,0.298249989748,0.0240499973297
348,0.225699990988,0.475250005722
30849,-0.61075001955,0.0243999958038
1454,-0.576200008392,4.31229972839
