rid,CPC014_A375_6H:BRD-K99964838-001-03-6:10,CPC014_A549_6H:BRD-K99964838-001-03-6:10,CPC014_A549_24H:BRD-K99964838-001-03-6:10,CPC014_ASC_24H:BRD-K99964838-001-03-6:10,CPC014_HA1E_6H:BRD-K99964838-001-03-6:10,CPC014_HCC515_6H:BRD-K99964838-001-03-6:10,CPC014_HEPG2_6H:BRD-K99964838-001-03-6:10,CPC014_HT29_6H:BRD-K99964838-001-03-6:10,CPC014_MCF7_6H:BRD-K99964838-001-03-6:10,CPC014_MCF7_24H:BRD-K99964838-001-03-6:10,CPC014_NEU_24H:BRD-K99964838-001-03-6:10,CPC014_NPC_24H:BRD-K99964838-001-03-6:10,CPC014_PC3_6H:BRD-K99964838-001-03-6:10,CPC014_PC3_24H:BRD-K99964838-001-03-6:10,CPC014_PHH_24H:BRD-K99964838-001-03-6:10,CPC014_SKB_24H:BRD-K99964838-001-03-6:10,CPC014_VCAP_6H:BRD-K99964838-001-03-6:10,CPC014_VCAP_24H:BRD-K99964838-001-03-6:10,NMH002_FIBRNPC_24H:BRD-K99964838-001-05-1:10,NMH002_FIBRNPC_6H:BRD-K99964838-001-05-1:10,NMH002_NEU_6H:BRD-K99964838-001-05-1:10,NMH002_NEU_24H:BRD-K99964838-001-05-1:10,NMH002_NPC_6H:BRD-K99964838-001-05-1:10
5720,1.11939692497,-0.483255445957,-1.12503933907,-0.203676879406,-0.422749996185,0.0380745232105,0.0351365804672,-0.265995234251,0.363594651222,-0.518638134003,5.89704990387,1.23749291897,-0.403036296368,-0.634611546993,1.63912200928,-0.217398673296,0.646245777607,0.107391647995,0.0875311568379,-0.936360001564,0.28954833746,-0.252300441265,-4.49889993668
466,2.08687734604,-0.780724227428,-0.195263981819,0.78667140007,0.12175001204,0.0936439707875,0.0746514201164,-0.785765588284,0.235845580697,-1.54094934464,-2.12450003624,-0.719388008118,0.860188603401,0.596513390541,-1.30971670151,-0.419397860765,0.504700958729,0.1085242033,0.750034987926,0.273232132196,-0.242598190904,0.686337590218,-4.74879980087
6009,2.15864849091,0.199253693223,-0.541691124439,0.348349481821,-0.165299996734,0.537872493267,1.03920733929,0.1319539994,0.773138999939,-1.69122004509,-0.506299972534,-1.01748216152,0.949377059937,-0.387073725462,-1.54115700722,0.0294591784477,1.41400039196,-0.384366780519,-0.848138928413,-1.09626495838,1.29907608032,-0.448737680912,-0.479099988937
2309,1.60395884514,-0.147777527571,0.750778496265,0.250799804926,-1.95739996433,-0.569321632385,-1.21782016754,-0.427827179432,-1.18311929703,-0.439806520939,0.199950009584,-0.161065340042,2.7896437645,-0.33337366581,0.60198110342,0.274523556232,0.744273126125,1.08308267593,-0.726015627384,-1.06341171265,-0.219509720802,-0.453728854656,-1.92589998245
387,2.28193998337,0.0860521271825,-0.201681435108,0.758686542511,-0.672150015831,0.306017190218,0.0821974053979,0.274200320244,-0.075384914875,-0.40192180872,-2.66380000114,1.16304385662,0.869312644005,-0.292098999023,0.489199221134,-0.141236826777,0.819748997688,-0.729776382446,0.50656837225,-0.743282794952,0.814194202423,-0.909654200077,-3.8763999939
3553,1.96284604073,0.402919411659,-0.0364088192582,-0.109320126474,0.563650012016,-0.25345915556,-0.402546346188,0.619621932507,0.233769223094,0.193999171257,-2.18009996414,-0.766692996025,0.264411151409,-0.05641226843,0.882510662079,-0.499464333057,-0.765862345695,-0.232933834195,-0.0319571197033,0.837907850742,0.302549362183,1.1413860321,1.92690002918
427,4.70666027069,-0.469012886286,0.366202294827,1.84265398979,1.03519999981,-0.314167946577,-0.885505795479,-0.235796317458,-0.290601789951,0.412311911583,1.08354997635,0.933511734009,0.373031258583,0.332645684481,-0.0340550988913,2.18962049484,0.323134541512,0.864826261997,1.05343914032,0.109094530344,-0.428659975529,1.01666820049,1.30480003357
5898,0.882784843445,-0.259007006884,-1.351344347,-0.305255055428,0.412299990654,0.671042561531,-0.774745166302,1.37599682808,0.125703588128,-0.43004578352,-0.614899992943,-0.709572613239,-0.00212126970291,0.25532746315,-0.439759343863,-1.05689537525,1.63630354404,0.0746241509914,-0.0264310389757,0.0703858435154,-0.313053041697,-0.221683904529,-0.142100006342
23365,1.60426437855,-0.346710652113,-0.272652953863,0.838759362698,-0.403100013733,0.150398254395,-0.572957515717,0.0672808513045,-0.925832390785,0.512816846371,1.52225005627,-1.52739703655,-0.189755231142,-0.113148912787,0.0693357512355,-0.335840135813,0.167451798916,-0.451227247715,-0.401253193617,-0.266124904156,0.586689710617,-0.712019622326,-3.97869992256
6657,2.81433033943,0.82900083065,0.422578662634,0.529929757118,2.52360010147,1.46089482307,-0.319222867489,0.478739798069,0.289639353752,0.306107729673,0.398999989033,-0.0204056836665,-0.00049614906311,0.509718477726,0.585790574551,1.11137163639,-0.701477766037,-0.063206166029,-0.397274821997,0.331918567419,1.02297449112,-0.140965461731,-1.50460004807
5054,-0.614248633385,-2.00694656372,0.445576816797,-3.1649928093,-1.66240000725,0.103434324265,-1.74517548084,-0.0123393237591,-0.297647953033,1.38719058037,-2.31489992142,0.72807341814,-0.406168729067,-1.26704311371,-1.29599320889,-3.25444221497,0.0376125201583,0.210678175092,-3.2718334198,-0.270113050938,-0.703807532787,0.535553872585,0.626600027084
3108,2.49934768677,-0.351315736771,1.09607410431,-0.891221940517,0.958800017834,-0.0130130201578,-0.444264292717,0.488531768322,-0.0397858656943,-0.633133351803,4.78595018387,-0.332501590252,0.325252741575,-0.516637980938,2.10737347603,1.39440226555,0.0946219712496,-0.526336729527,0.907522797585,-0.859988331795,-0.828657090664,0.522795915604,2.79180002213
1950,2.94827675819,0.744002282619,0.93269687891,0.606429338455,0.407350003719,-0.511591553688,0.106845825911,0.251369416714,0.647660076618,0.920565247536,-1.10109996796,0.61629152298,-0.0106356441975,0.320470333099,1.04367423058,1.07930195332,-0.900405228138,-0.302305728197,0.0815185531974,0.465612441301,-0.655377984047,0.422090739012,-0.353100001812
351,1.04635500908,0.167077064514,0.605323135853,0.461990475655,0.530749976635,0.160848140717,-0.462411522865,0.548519492149,0.345146685839,0.184899002314,0.0,0.559303164482,0.0113839507103,0.408822119236,0.000690711720381,0.0849093794823,-0.181281030178,0.0462630391121,-0.178682163358,0.0747215598822,-0.314345896244,-0.543582558632,1.73660004139
4846,2.01347303391,0.600194454193,0.579815745354,0.0937668755651,0.201900005341,-0.517104387283,0.296140998602,-0.0636057555676,-0.0569432377815,-0.517896533012,-0.530449986458,0.0857316553593,0.317583054304,-0.927029252052,0.598183214664,0.253604263067,0.358609348536,0.378351330757,0.0456708520651,-0.976125836372,1.48866689205,-0.853033661842,8.90610027313
1452,1.49557518959,-0.11617231369,-1.39363479614,0.725142538548,-0.495549976826,-0.353454560041,-1.20344555378,-0.859391570091,-0.879280865192,-0.307491779327,-0.688950002193,0.0851917266846,-0.346937984228,-0.569606721401,-0.484320998192,-0.228721022606,-0.210730299354,-0.603621065617,-0.854668676853,-0.149701520801,0.798869490623,-1.36909389496,-1.98440003395
