rid,DOS050_HT29_24H:BRD-K06514792-001-01-9:5,DOS050_MCF7_24H:BRD-K06514792-001-01-9:5,DOS050_PC3_24H:BRD-K06514792-001-01-9:5
5720,0.458932936192,-0.593400001526,0.217299982905
466,0.236618176103,-0.367949962616,-0.28869998455
6009,1.33423185349,0.17380002141,-1.35619997978
2309,0.430617302656,1.65369999409,-0.104699984193
387,0.947379291058,1.12890005112,0.507799983025
3553,-1.37707853317,-1.43900001049,-1.24349999428
427,-1.03682553768,-0.817749977112,0.761200010777
5898,-0.266549766064,0.265949994326,-0.0146000087261
23365,-1.06429791451,0.386550009251,-0.179649993777
6657,-1.62400209904,-0.773949980736,-0.24414999783
5054,0.0457160323858,-0.607849955559,0.394549965858
3108,0.6352186203,0.234000012279,-0.762799978256
1950,-0.557809114456,-0.538049995899,0.476550012827
351,-0.788552343845,-1.62594997883,0.677100002766
4846,0.929242491722,-0.507700026035,0.270799994469
1452,0.997794985771,0.199799984694,0.980849981308
4776,-0.85398542881,-0.751200020313,-0.506799995899
6908,1.91152644157,1.23395001888,0.0281000062823
672,-0.437654733658,-0.509100019932,0.610700011253
5710,-0.518086850643,0.692300021648,0.107999995351
2115,-1.29484152794,-1.03464996815,0.198949992657
7015,-1.20101249218,-1.18534994125,-0.545750021935
8726,0.13904607296,0.406049996614,-0.322149991989
2185,-1.27949023247,-0.702149987221,-0.379850000143
3315,1.59895205498,-0.482600003481,-0.29960000515
5289,-1.40810620785,-1.25060009956,-0.737850010395
868,-0.991943955421,-0.497149974108,-0.563600003719
1677,-0.461291670799,-0.308849990368,1.08445000648
7043,-0.968380153179,0.510100007057,-0.15909999609
5613,-2.64111495018,-0.52974998951,0.89209997654
595,1.13050413132,0.531799972057,0.111050009727
4793,0.0400932058692,2.24030017853,-0.88354998827
2736,-1.42705643177,-1.18954992294,-0.517450034618
5290,-1.31078493595,-1.00629997253,-0.476850032806
6194,0.00044501083903,-0.000300000014249,-0.151399999857
1676,-1.20111405849,-1.17825007439,0.0212500095367
23512,0.529397130013,0.612699985504,0.741950035095
148022,-1.35075938702,-0.77889996767,0.18155002594
1906,-0.930049777031,-1.46565008163,-0.857199966908
8878,0.0110888630152,-0.968100011349,-0.103749990463
3091,-0.411778569221,-0.199550002813,0.535250008106
5743,1.32771515846,-0.814700007439,-0.660000026226
5321,0.308169186115,-0.369150012732,-0.131400004029
4144,-1.82412731647,-0.362450003624,0.47209995985
1981,-0.0367008969188,-2.21879982948,0.0416000001132
695,3.25107097626,-0.42720001936,-0.27610000968
10398,-2.8575694561,-1.02514994144,-1.00389993191
5708,-0.562263965607,-0.107050001621,-1.18274998665
1213,-0.528307795525,-0.677500009537,-0.376150012016
226,0.236917987466,-0.143850028515,0.128049999475
6777,0.116239309311,-1.40104997158,2.56944990158
2113,0.239787340164,-0.691500008106,-1.21140003204
3329,0.987500846386,0.417699992657,-0.851099967957
1050,1.04354977608,0.852550029755,0.875299990177
9491,-1.21063685417,-0.0334500074387,0.816400051117
22926,-0.918828010559,0.842999994755,-0.785150051117
5899,-0.0405377745628,1.88625001907,-0.192200005054
5467,-1.93255615234,0.584349989891,0.217050001025
6774,-1.15103173256,-0.764699995518,-2.8452501297
1788,-3.4386343956,-0.227900013328,-1.32589995861
5921,1.03358638287,0.928099989891,-0.734299957752
5721,0.596131742001,1.51709997654,-0.0294499993324
2263,-0.967872977257,-1.90090000629,0.388599991798
808,-0.730421245098,-1.98055005074,0.530099987984
30001,0.37187692523,0.955950021744,0.840049982071
348,0.829161822796,0.0788999944925,0.224149987102
30849,0.841559886932,1.17579996586,-0.391600012779
1454,0.835114717484,0.840350031853,0.698349952698
6500,0.352980852127,0.242749989033,-0.404100000858
5627,-0.210168167949,-0.30989998579,-0.538399994373
5715,0.501191020012,-0.683249950409,0.31764999032
4791,-0.976191461086,-0.879499971867,-0.269649982452
56924,0.468732148409,-1.31610000134,-0.119249999523
2690,0.228371500969,0.138900011778,0.34889999032
1019,-0.298874169588,-0.166749984026,-0.665449976921
51422,-0.210160940886,-0.51960003376,-0.639800012112
5788,-1.60060298443,0.014200001955,0.352200001478
6709,0.819795250893,0.356849998236,0.214949995279
1277,-0.000414699316025,2.49735021591,-0.0645999908447
993,0.850986301899,0.516350030899,-1.12014997005
7157,-1.53034579754,-0.423399984837,0.327450037003
1958,1.01412820816,0.30189999938,-0.117050021887
4582,-0.302111268044,0.34944999218,0.465500026941
9212,-1.54679715633,0.114650003612,-0.41605001688
8440,-0.291436851025,0.0464999973774,0.300649940968
6790,0.273530334234,2.12150001526,0.307200014591
8851,-0.427119672298,0.785549998283,-0.132100000978
2534,-0.735838770866,1.97924995422,-0.0446999967098
4893,-0.932366013527,0.322450011969,0.519649982452
665,-0.200118377805,-1.47325003147,-0.692300021648
4313,-3.43386936188,-0.708850026131,0.354600012302
1022,0.0090366601944,0.689849972725,-0.810549974442
5880,0.44940456748,-0.364300012589,0.24509999156
3162,0.191184252501,-0.470499992371,1.03684997559
1282,-1.65811908245,-0.964049994946,0.0948499962687
3383,-0.825429081917,-0.842949986458,-0.136199995875
727,-1.10156011581,-0.100600004196,-0.421950012445
4792,1.37536644936,1.40470004082,0.398699998856
4794,-0.890842199326,-0.303750008345,-0.524999976158
902,-0.416474819183,-0.844300031662,-1.55780005455
8091,-0.373834639788,-0.952549993992,-0.371550023556
3486,-1.16008985043,0.0408999994397,-1.52404999733
10818,-2.20423316956,0.906799972057,-0.435550004244
3454,-2.43364858627,-0.535300016403,-0.300500005484
4282,0.410474717617,-0.780749976635,0.463200002909
1605,1.11028766632,0.231549978256,0.191800013185
10644,0.694134473801,0.921200037003,-1.1277500391
2065,1.6832896471,-0.38820001483,1.42019999027
8321,-1.11221647263,-0.380999982357,0.572099983692
8503,-0.958730757236,0.423450022936,-0.375849962234
7027,0.895102381706,0.337499976158,0.420899987221
6850,-0.203242570162,-0.269699960947,-0.228399991989
1978,0.517288148403,0.672600030899,0.351449996233
896,1.59497141838,-0.154100000858,2.11185002327
5777,-0.349589079618,0.408650040627,0.383799999952
1846,0.643404424191,1.12380003929,-0.100600019097
5925,0.107085071504,-1.0802500248,0.0959499925375
142,-0.326431244612,0.735949993134,0.744449973106
1021,0.147002398968,0.413800001144,-0.0964000076056
5699,-0.262933701277,0.263650000095,0.579999983311
8061,0.896848797798,0.494499981403,-0.135299995542
1870,3.05214881897,0.932500004768,-0.0983000025153
1398,-3.80723166466,0.288850009441,0.0772999972105
3312,-1.83418154716,0.0960499942303,0.0957000255585
891,-1.4489865303,-2.25775003433,-0.307449996471
4775,-0.0726609826088,1.21039998531,0.25980001688
5111,1.02328395844,-0.308100014925,-0.434749990702
5696,0.139675810933,-0.609549999237,-10.0
5588,-0.366996765137,-0.263150006533,-1.01520001888
6839,0.772184431553,0.815850019455,-0.281750023365
329,0.470910996199,0.117599993944,2.36089992523
5058,0.715051412582,0.985900044441,0.262050002813
998,-0.786795973778,0.718400001526,-0.0507000088692
9134,-0.23098655045,-0.371100008488,-1.0068500042
6616,-1.07194054127,-0.170500010252,-1.27219998837
5223,0.392385780811,1.14485001564,0.42745000124
4690,0.699277877808,0.300500035286,-0.0982499942183
958,-1.98411047459,-1.23970007896,0.413199990988
1616,-1.66899514198,-0.864499986172,0.472049981356
991,-0.0562670230865,0.00034999998752,-0.445850014687
6347,-1.17587065697,-1.06529998779,-0.466400027275
6714,-0.473568350077,1.80650007725,-0.589550018311
652,-3.01521086693,-0.561750054359,-0.0696500018239
4331,-1.07518088818,-0.694400012493,-0.136600002646
7099,-1.71985054016,-0.0518500059843,0.49849998951
10320,-0.466142833233,-0.564300000668,-0.359750002623
2042,0.250797510147,-0.149900019169,0.115800000727
843,-0.736610293388,-1.57229995728,0.866299986839
840,0.185152858496,0.350500017405,0.110850036144
7048,0.944759786129,1.18719995022,0.164299994707
4851,-1.40765154362,0.425300002098,0.561949968338
6464,1.29795408249,-1.08940005302,-1.72660005093
23410,-0.766738593578,0.279349982738,-0.429899990559
54205,-1.39742028713,-1.21109998226,-0.0621500015259
2770,-0.264172315598,5.1345500946,-0.617599964142
80204,3.63860464096,0.211850002408,0.477949976921
4208,1.56638896465,1.79439997673,-0.694100022316
1845,0.656708478928,-0.725299954414,0.412000000477
23368,-0.755357503891,1.18700003624,0.00114999711514
5583,-0.410422414541,-0.46020001173,-0.584399998188
8900,-0.906165838242,-0.314400017262,0.847000002861
581,0.402737349272,-3.79274988174,-0.175049990416
6193,-0.0094848126173,-0.021950006485,-1.04110002518
6622,-0.453378677368,0.0934000015259,-0.456900000572
11261,1.52715432644,-0.0291000008583,-0.117149993777
6696,-0.555464982986,0.635800004005,-0.316349983215
8312,0.240490451455,0.36519998312,1.05509996414
835,1.24886798859,0.925150036812,-0.666900038719
8324,1.71280300617,0.329450011253,-0.524250030518
1848,0.220321118832,0.660099983215,-3.62345004082
154,-0.361512064934,0.005900003016,-0.03579999879
4312,-1.61988246441,-0.827450037003,0.561700046062
994,0.769062042236,1.05745005608,-0.685849964619
2048,0.524449765682,0.451449990273,0.403550028801
1111,-0.804302036762,-0.84399998188,0.768450021744
5154,0.778442263603,0.0896500051022,0.897600054741
2920,3.28528189659,-0.510450005531,0.0973500013351
3122,0.802312135696,0.797599971294,0.553750038147
2769,-0.0903138816357,-0.508050024509,1.43560004234
5900,1.58793377876,1.70589995384,-0.373700022697
6304,0.328879386187,2.52225017548,-0.13924998045
5211,0.470181107521,1.41750001907,-0.0647999644279
2886,-2.25411701202,-2.22870016098,-0.243799999356
9261,0.644714415073,0.792099952698,0.48759996891
8569,-0.105974055827,-0.63715004921,-0.744899988174
3303,2.50341820717,0.990599989891,-1.16269993782
5331,-0.136875212193,0.909250020981,0.585650026798
5347,0.547573804855,0.861899971962,0.267700016499
4638,-0.588072896004,0.187950015068,0.0271500051022
2264,-1.74589776993,0.0794000029564,0.950100004673
1029,0.363023221493,0.167500004172,-0.212350010872
1027,2.2881064415,-0.54154998064,1.03350007534
2597,-1.24031043053,0.0,-0.150749996305
55847,-0.0589642375708,-0.540300011635,-0.837900042534
25803,-1.21221220493,-0.150350004435,0.265349984169
3480,0.442974537611,0.224649995565,0.121050000191
