rid,DOS023_VCAP_6H:BRD-K07594626-001-01-2:4.96,DOS023_VCAP_24H:BRD-K07594626-001-01-2:4.96,DOS052_A375_24H:BRD-K07594626-001-01-2:4.96,DOS052_A549_24H:BRD-K07594626-001-01-2:4.96,DOS052_HT29_24H:BRD-K07594626-001-01-2:4.96,DOS052_MCF7_24H:BRD-K07594626-001-01-2:4.96
5720,-0.952419042587,1.13950002193,1.44755005836,-0.481849968433,-0.476000010967,1.37695002556
466,-1.62880527973,1.46504998207,0.68465000391,0.363749980927,0.424549996853,0.911899983883
6009,0.0354409143329,1.03865003586,-0.00620000064373,1.05455005169,-0.781700015068,0.130999982357
2309,-0.660294234753,-5.32299995422,-0.321649998426,0.186900019646,-0.992849946022,-0.84424996376
387,-1.31851160526,0.367549985647,-0.320150017738,-0.633399963379,0.176850020885,-0.460649996996
3553,1.92481482029,-0.234300017357,0.118299990892,-0.54264998436,0.234349995852,0.387849986553
427,-0.0620650537312,0.0299500077963,-0.292049974203,-0.626600027084,-0.414550065994,0.514750003815
5898,0.0103461258113,2.56605005264,1.48594999313,-0.665799975395,0.188500016928,0.967650055885
23365,0.730140805244,0.579150021076,-0.63924998045,-0.708149969578,-0.396599978209,0.366799980402
6657,1.18449723721,4.46250009537,-0.0929499864578,0.127999991179,-0.604999959469,-0.237299993634
5054,-0.381763070822,1.08185005188,0.273950010538,0.269299983978,-1.0272500515,0.69059997797
3108,-0.72905510664,0.0154499998316,-1.11744999886,-0.282150000334,0.740299999714,0.273699998856
1950,0.817091107368,0.424049973488,0.124400019646,-0.423049986362,-0.10379999876,-0.465599983931
351,0.823933959007,0.298099994659,-0.904399991035,-0.575450003147,0.496050000191,-0.442200005054
4846,-1.24256873131,-0.268450021744,-0.0788500010967,-0.392849981785,-0.156350001693,1.10434997082
1452,-1.30680072308,0.718450009823,0.706249952316,-1.28725004196,-0.771000027657,-0.592450022697
4776,1.34866833687,-1.67059993744,0.169150009751,-0.244699984789,-0.362800002098,-0.331000000238
6908,-1.03783202171,5.74104976654,-0.86779999733,0.0829000025988,0.795000016689,1.18994998932
672,0.735395491123,-0.508199989796,0.134800001979,-0.753199994564,0.377599984407,-0.803650021553
5710,0.130782574415,1.52670001984,0.421949982643,0.171500012279,-0.583800017834,0.0166499987245
2115,1.61580228806,-1.20810008049,-0.50744998455,-0.781099975109,-0.525749981403,-0.356799989939
7015,1.15429115295,0.207800000906,-0.229200005531,1.1534999609,0.00980001688004,0.0284000039101
8726,-0.111834570765,0.317099988461,-2.25784993172,0.824299991131,0.243749991059,0.0450499951839
2185,1.60246920586,4.4483499527,-0.615149974823,-0.0395999997854,-0.126749992371,0.239849999547
3315,0.154320329428,4.15250015259,-1.1793500185,0.07689999789,-0.814249992371,0.304549992085
5289,0.942693114281,0.159350007772,-0.130649998784,1.08080005646,-4.11780023575,-0.0219999998808
