rid,DOS057_A375_24H:BRD-K79734497-001-01-3:5,DOS057_A549_24H:BRD-K79734497-001-01-3:5,DOS057_HT29_24H:BRD-K79734497-001-01-3:5,DOS057_MCF7_24H:BRD-K79734497-001-01-3:5,DOS057_PC3_24H:BRD-K79734497-001-01-3:5,MUC.CP003_MCF7_6H:BRD-K79734497-001-01-3:10.0021,MUC.CP003_MCF7_6H:BRD-K79734497-001-01-3:3.334,MUC.CP003_MCF7_6H:BRD-K79734497-001-01-3:1.1113,MUC.CP003_MCF7_6H:BRD-K79734497-001-01-3:0.3704,MUC.CP003_MCF7_24H:BRD-K79734497-001-01-3:10.0021,MUC.CP003_MCF7_24H:BRD-K79734497-001-01-3:3.334,MUC.CP003_MCF7_24H:BRD-K79734497-001-01-3:1.1113,MUC.CP003_MCF7_24H:BRD-K79734497-001-01-3:0.3704,MUC.CP003_NKDBA_24H:BRD-K79734497-001-01-3:10.0021,MUC.CP003_NKDBA_24H:BRD-K79734497-001-01-3:3.334,MUC.CP003_NKDBA_24H:BRD-K79734497-001-01-3:1.1113,MUC.CP003_NKDBA_24H:BRD-K79734497-001-01-3:0.3704,DOSBIO001_A375_24H:BRD-K79734497:10.0021,DOSBIO001_A549_24H:BRD-K79734497:10.0021,DOSBIO001_HT29_24H:BRD-K79734497:10.0021,DOSBIO001_MCF7_24H:BRD-K79734497:10.0021,DOSBIO001_PC3_24H:BRD-K79734497:10.0021,DOSBIO001_NEU_24H:BRD-K79734497:10.0021,DOSBIO001_NPC_24H:BRD-K79734497:10.0021
5720,0.28464999795,-0.447449982166,-1.12335801125,0.129862934351,-0.429649978876,1.45019590855,-0.491199970245,-0.10766941309,0.450550466776,-0.77196675539,0.333080172539,0.589503884315,0.992300033569,1.33594989777,-0.268450021744,-0.287050008774,0.234600007534,-0.0300008058548,-1.57285666466,-2.18430829048,-1.39825868607,0.56235152483,0.664499998093,1.44538259506
466,0.777800023556,-0.822149991989,-0.114225357771,-3.84054064751,-1.10169994831,1.23684823513,0.474433332682,0.880707025528,0.1275459975,-0.294200032949,0.345991313457,0.0708432123065,0.231266707182,-0.20480003953,0.474700003862,0.397899985313,0.252999991179,-2.22238111496,1.09523499012,-0.929517149925,-0.593452274799,0.52631020546,0.358900010586,-0.115194946527
6009,0.226599991322,-0.665000021458,-0.272130250931,-0.309861987829,-0.542249977589,0.280664741993,-0.255266666412,-0.0431538671255,0.0723784118891,0.580099999905,-0.964983284473,0.464425176382,-0.0469333305955,-0.260800004005,0.385200023651,0.221000000834,0.658800005913,0.454784452915,-0.071084022522,0.602724730968,0.984622776508,-0.693873643875,-0.883800029755,-0.478734135628
2309,-0.393600046635,1.8273999691,-0.365331023932,1.17197442055,0.886950016022,0.158547729254,0.0747999995947,-0.0513427406549,-1.20168876648,-0.326600015163,-0.577129006386,-0.35142737627,-0.752066671848,-0.30110001564,-0.721199989319,-0.456550002098,-0.634199976921,-0.705024242401,0.763494491577,4.77971553802,0.0156235843897,0.607764482498,-1.16605007648,-1.33212447166
387,-0.78250002861,-1.02705001831,1.15965032578,1.16667985916,-0.22879999876,0.0695884376764,0.0139333233237,-0.673168778419,-0.616997122765,-0.404233336449,-0.21086473763,0.571319997311,0.269699990749,-0.440299987793,-0.123899996281,-0.530350029469,-0.3125,1.36335468292,1.22580564022,1.60714328289,1.50618445873,-1.39509773254,1.0407500267,-1.23737287521
3553,-0.921350002289,1.25320005417,1.08611035347,1.32398307323,-0.000400006771088,-0.000540997833014,-0.0298999994993,1.16286528111,2.85182929039,0.0428999662399,0.129577636719,-0.678481817245,-0.354699999094,-0.379549980164,-0.704750001431,-0.0537499785423,-0.634450018406,1.96711909771,0.258183866739,0.147339701653,-0.646520376205,0.587915062904,1.61059999466,1.40643620491
427,-1.20665001869,0.346150010824,0.203519076109,-0.489598751068,0.509050011635,2.03098273277,1.28480005264,-0.174444258213,-0.809646964073,0.0389666706324,-0.242124378681,0.0568429231644,0.477933347225,-0.378150016069,0.0510999560356,-0.163199990988,-0.486249983311,-1.19379162788,0.296810150146,-1.18142652512,3.95270109177,-0.112215220928,-0.0505499988794,-0.365036427975
5898,-0.524500012398,-0.191899999976,0.100655019283,-0.603012740612,-0.758949995041,-0.173853129148,0.301800012589,0.413541465998,0.469658464193,-0.626700043678,-0.310615360737,-0.353766471148,0.210233360529,0.0401000007987,1.07560002804,0.741099953651,1.01925003529,-3.29589509964,-0.610970437527,0.716543734074,0.0232302993536,0.10035790503,1.24519991875,-1.84699976444
23365,-0.37650001049,-0.806349992752,0.811555147171,0.274277299643,-0.144400000572,0.0113786458969,-0.19470000267,-0.76345795393,0.47072249651,-0.634200036526,-0.648017585278,0.207666650414,-0.296033352613,0.217150002718,0.760349988937,0.599799990654,1.06274998188,1.2510226965,2.08241629601,0.013320915401,1.32694816589,-0.957849621773,1.4307500124,0.936247885227
6657,-0.00569999963045,0.649800002575,0.877061128616,1.90598130226,0.286599993706,0.151922285557,0.32446667552,1.7267780304,1.24376392365,0.376833319664,-0.509310901165,-0.633907973766,-0.158166646957,-0.556149959564,-0.799549996853,-0.111150026321,-0.67895001173,-0.263859957457,-0.0841795727611,-0.502103447914,0.652609586716,1.20069086552,-0.395199984312,-0.498665571213
