rid,CPC007_A375_6H:BRD-K12238169-001-04-6:10,CPC007_A375_24H:BRD-K12238169-001-04-6:10,CPC007_A549_6H:BRD-K12238169-001-04-6:10,CPC007_A549_24H:BRD-K12238169-001-04-6:10,CPC007_HA1E_6H:BRD-K12238169-001-04-6:10,CPC007_HA1E_24H:BRD-K12238169-001-04-6:10,CPC007_HCC515_6H:BRD-K12238169-001-04-6:10,CPC007_HT29_6H:BRD-K12238169-001-04-6:10,CPC007_HT29_24H:BRD-K12238169-001-04-6:10,CPC007_MCF7_6H:BRD-K12238169-001-04-6:10,CPC007_MCF7_24H:BRD-K12238169-001-04-6:10,CPC007_PC3_6H:BRD-K12238169-001-04-6:10,CPC007_PC3_24H:BRD-K12238169-001-04-6:10,CPC007_VCAP_6H:BRD-K12238169-001-04-6:10,CPC007_VCAP_24H:BRD-K12238169-001-04-6:10,CPC012_A375_6H:BRD-K12238169-001-01-2:10,CPC012_A549_6H:BRD-K12238169-001-01-2:10,CPC012_A549_24H:BRD-K12238169-001-01-2:10,CPC012_ASC_24H:BRD-K12238169-001-01-2:10,CPC012_HA1E_6H:BRD-K12238169-001-01-2:10,CPC012_HCC515_6H:BRD-K12238169-001-01-2:10,CPC012_HT29_6H:BRD-K12238169-001-01-2:10,CPC012_MCF7_6H:BRD-K12238169-001-01-2:10,CPC012_MCF7_24H:BRD-K12238169-001-01-2:10,CPC012_NEU_24H:BRD-K12238169-001-01-2:10,CPC012_NPC_24H:BRD-K12238169-001-01-2:10,CPC012_PC3_6H:BRD-K12238169-001-01-2:10,CPC012_PC3_24H:BRD-K12238169-001-01-2:10,CPC012_PHH_24H:BRD-K12238169-001-01-2:10,CPC012_SKB_24H:BRD-K12238169-001-01-2:10,CPC012_VCAP_6H:BRD-K12238169-001-01-2:10,CPC012_VCAP_24H:BRD-K12238169-001-01-2:10
5720,0.0752249360085,-0.629350066185,0.912469267845,0.198255717754,-1.20160925388,-1.05034506321,0.254799991846,0.0261749997735,-0.734483957291,0.699233412743,-0.956071734428,0.946553707123,0.460479140282,-0.451809734106,0.130266934633,0.530946135521,0.214100033045,-0.506150007248,0.998577773571,0.513255178928,-1.06474852562,0.257470041513,0.360463708639,-0.461813092232,-0.143061369658,1.06438839436,-0.640379667282,0.414584577084,-0.141980111599,1.19543123245,-0.446655243635,-0.74784386158
466,0.47335422039,-0.138665929437,0.341668903828,-0.838983297348,0.570517420769,-0.448119044304,-0.405250012875,-0.447349995375,-0.107731021941,0.764666795731,-1.20217859745,0.540477693081,0.884787499905,-0.381156146526,-0.966677904129,1.31962037086,-0.302500009537,0.0426499992609,0.228249207139,0.00100359320641,-0.660603702068,0.671814203262,1.97402203083,0.632683932781,-0.0275460630655,-0.140168234706,0.0733652859926,-1.16772091389,0.486711353064,1.66370797157,-0.460476696491,-0.346071183681
6009,0.294430851936,1.28822314739,0.876134455204,0.00597342848778,-0.627619504929,0.250516623259,-0.969449996948,-0.291325002909,0.047630161047,0.392073899508,-0.295371174812,0.220151662827,0.707172036171,-0.175997406244,-0.208546027541,1.01394474506,-0.660500049591,-1.45399999619,-0.468383669853,-0.19821369648,-1.09054517746,0.0655588284135,0.979061543941,-0.752255856991,-0.68289065361,-0.321504354477,-0.150848478079,-0.29559007287,-1.0339615345,-2.28163146973,0.411770105362,-0.725586891174
2309,0.169316858053,0.951064765453,0.827413916588,-0.304809689522,-0.0966213941574,0.659456133842,0.618650019169,0.551149964333,0.258165836334,-0.789655208588,0.202558457851,0.0493527129292,0.707758367062,-1.32940340042,-0.647230863571,-0.40099850297,-0.536366641521,-0.678050041199,-1.05252552032,0.216938704252,-0.047861456871,-0.197250694036,-4.74399614334,-0.694387435913,-1.39769244194,-0.757582604885,-0.297649085522,0.654148280621,0.10489487648,-1.87280726433,-0.191253572702,-1.01564908028
387,0.87778365612,0.0104007124901,0.118107765913,0.236589878798,-0.045063406229,-0.16348259151,-0.57665002346,0.0735999941826,0.094196408987,0.813526391983,0.897437334061,0.221114858985,0.342253088951,-1.06100130081,-0.786864638329,0.958264231682,-0.352700024843,-1.37625002861,-0.386633336544,0.170874476433,-0.194526523352,0.308297038078,2.452698946,-0.357151627541,0.4571582973,0.238796129823,0.0532237142324,1.87843191624,-0.786130785942,-1.45871818066,0.326848387718,-1.18028044701
3553,-0.865382194519,0.627441883087,-0.0390092507005,-0.622053086758,-0.0943063795567,-0.229324966669,-1.03509998322,0.00949999690056,0.201609373093,0.606954872608,0.376177728176,0.960998415947,-0.330371588469,1.25539505482,1.00231456757,0.0385635085404,0.469666659832,1.11820006371,0.489371716976,0.0263567119837,0.201641768217,-0.386087477207,2.65308499336,-0.316608726978,1.47595226765,1.28843927383,0.0142022818327,0.217032134533,1.19772076607,0.957694888115,0.580479443073,0.735225558281
427,-0.31718480587,0.299229949713,-1.19982933998,-1.31730365753,-0.199190884829,0.2968352139,-0.50569999218,-0.0737249851227,-0.852939605713,0.16642691195,0.032710082829,0.0624767206609,0.606943666935,0.0322505384684,-0.454319596291,-0.23830601573,0.0726666748524,2.3124499321,-0.10972263664,-0.547724783421,0.136203303933,0.330610990524,2.68098473549,-0.48182618618,1.05013751984,0.770092427731,0.687220931053,-0.576899170876,0.0133698061109,0.153098613024,-0.805638253689,-0.0151871293783
5898,-0.391425281763,-0.529225826263,1.11067187786,0.510634899139,-0.432474583387,-0.142399072647,-0.762250006199,-0.083174996078,-0.359780818224,-0.209189936519,0.49478161335,0.171851217747,-0.400264680386,0.00452482700348,0.0352046974003,0.871447384357,0.687633395195,-0.864500045776,-0.160162448883,0.144326120615,-1.5254226923,0.297007322311,1.38184320927,0.664223909378,0.747306585312,0.30035930872,0.869044959545,-3.77861571312,0.67364025116,-0.25469827652,0.699602365494,0.376399219036
23365,-0.222596421838,-0.726344585419,0.511003494263,-0.0923644676805,0.209335327148,-0.329272449017,-0.73970001936,-0.104099988937,0.990980625153,0.717130601406,0.855184674263,0.240646854043,-1.20473909378,-0.931225061417,-0.15991102159,-0.684755146503,1.6944000721,0.629750013351,1.01659691334,0.695677697659,-0.202472358942,-0.216226309538,3.10174441338,0.816928863525,-0.0496197044849,0.730126857758,0.990601062775,1.09206306934,0.549502968788,2.4513874054,1.13163721561,0.0160243585706
6657,-0.608373820782,0.0842570438981,0.163689300418,0.0246794857085,-0.838135063648,0.478351444006,0.0830499827862,1.14672493935,-0.140732824802,-0.168427556753,0.975284337997,0.27470344305,-0.653138518333,1.1957423687,0.343895167112,0.891466856003,0.408266663551,0.654049992561,0.661758601665,0.0733737796545,1.0072760582,-0.875536680222,2.93400478363,-0.529029965401,-0.514189898968,-0.306402295828,0.416062355042,-0.0920400172472,1.51004314423,1.00999164581,0.504091918468,0.776574134827
5054,-1.10749435425,-0.934197068214,0.197823107243,0.286242395639,0.966558992863,1.09271287918,1.32790005207,-0.15842500329,0.611230611801,-0.634606301785,0.275943994522,0.0032357648015,-0.0572859495878,-0.247516095638,-1.06777858734,-0.506717324257,-0.452899992466,-1.55494999886,0.251585066319,0.135647296906,-0.0765888690948,0.00125670060515,5.03300857544,-0.129247099161,1.29379415512,0.314376235008,-0.612496137619,-0.362430989742,-1.51635670662,-1.19287025928,-0.583956062794,-0.176777750254
3108,-0.221473097801,0.27408054471,0.698433578014,0.06045794487,0.0440274961293,0.218209460378,-0.291750013828,0.0613250136375,0.00474999845028,0.428743988276,0.499637156725,1.8067523241,-0.202668637037,-1.0854446888,1.32108664513,0.333840340376,-0.0809000134468,-0.328299969435,2.4213206768,-0.849016666412,-0.410128951073,-0.489459097385,2.73215460777,0.29076975584,1.95634555817,0.308125436306,-0.240536749363,0.343585669994,-0.551555514336,5.65710830688,0.0724394768476,-0.53341448307
1950,-0.74738073349,0.540984690189,-0.244385421276,-0.188399851322,0.355921566486,0.572217583656,-0.249400004745,-0.187325000763,-0.451198041439,-0.231035262346,1.03372132778,-0.623492896557,-0.732307195663,1.07930076122,-0.0984836220741,-0.129717499018,0.314866662025,0.226350009441,0.297641187906,0.380441606045,-0.399169951677,-0.652510285378,2.28494381905,-0.178536638618,-0.424966186285,0.752205193043,0.698735833168,0.825512886047,1.06271529198,1.38423335552,-0.33420920372,-0.271209001541
351,-0.0811583250761,0.512817144394,-0.839286744595,-1.19057416916,0.448589503765,0.31340739131,-0.207399994135,-0.602850019932,0.474146038294,-1.5365575552,0.0478791892529,-0.990973114967,-1.83244431019,-0.42855322361,0.61786210537,0.513610243797,0.0431333333254,-0.93155002594,0.911454558372,-0.724373757839,-0.395965874195,0.25533926487,1.48688268661,-0.581541657448,-0.00294986763038,-1.25805187225,-0.315438836813,-0.360004127026,0.542567431927,-2.64264178276,-0.17378038168,0.873807072639
4846,-0.840058207512,0.153147503734,0.970264613628,0.650306344032,-0.417773634195,-0.331669956446,1.68290007114,-0.0839499980211,-0.198140919209,0.464536070824,-0.0118142217398,0.988745331764,-0.148660108447,0.355801224709,0.595204532146,0.739908993244,-0.252133339643,0.237450003624,-0.298694998026,-0.156859129667,1.02743792534,-0.582543253899,3.77427887917,0.0425846651196,2.4103679657,-1.2243231535,-0.0271141733974,-1.53054904938,0.454780936241,3.41683340073,0.224826067686,-0.153893589973
1452,0.890589952469,0.0298325438052,-0.760900735855,0.509833931923,0.311644822359,-0.305803418159,0.28560000658,-0.108899995685,1.34976267815,-1.48462915421,0.467096298933,0.457233846188,-0.625486195087,-0.736453592777,-1.39092552662,0.925074696541,-0.213933348656,-1.64560008049,0.568445563316,-0.0610783696175,0.830670535564,0.323032140732,1.08000802994,0.0177524909377,-0.148414641619,0.325374305248,0.112102493644,-0.653264045715,-1.17642092705,-0.0683668106794,2.39804267883,-1.10094237328
4776,-0.474069058895,0.992128312588,0.639999449253,-0.478469699621,0.586257278919,0.631381392479,-0.950999975204,0.309799969196,0.0354489088058,-0.849740386009,0.681687414646,0.155567497015,-0.921116948128,1.43004119396,0.417163729668,-0.412529826164,0.368466705084,0.930649995804,0.748672604561,0.0158164948225,-0.793551802635,-0.421182155609,2.361358881,-0.574069261551,0.741672039032,0.80739736557,0.744353652,0.505577743053,0.788613379002,2.20876479149,-0.0290996432304,0.832757890224
6908,0.678690910339,0.937188506126,0.0427758842707,-0.0910224467516,1.27607929707,-0.0481401085854,-0.832049965858,0.221149995923,0.613510966301,1.41536283493,-0.98024225235,0.724249780178,0.82465004921,-0.803942978382,-0.896013438702,0.806564390659,-0.815400063992,-0.205400019884,-1.14871668816,-0.396444648504,0.40966117382,-0.277392148972,1.9474196434,-0.163537815213,-0.232089221478,-0.882447481155,-0.133598268032,0.949019789696,-0.74388563633,-1.52748525143,-0.344473659992,-0.439038842916
672,-0.334599971771,0.0805382877588,-0.452133774757,0.0348840579391,-0.270317167044,0.112897053361,-0.250400006771,0.277074992657,-1.89263308048,0.186925828457,0.678859710693,0.125982820988,-0.631920397282,-0.124629840255,-0.0435735099018,0.0255854353309,-0.279333382845,0.0348000004888,0.0106275705621,0.21542404592,-0.205521151423,-0.612360835075,3.62344813347,0.847252726555,0.0340138673782,-0.0881631076336,0.790359139442,0.794356524944,1.25025701523,3.75794363022,-0.288612723351,0.204432591796
5710,0.20367744565,-0.635385394096,-0.825767695904,0.01862180233,0.51935428381,0.847057580948,0.0979499816895,0.516924977303,-0.145883515477,1.11368787289,-0.903760254383,-0.0251926165074,-0.110937729478,-0.753719389439,-0.974374473095,-0.632449686527,0.253200024366,0.128350019455,-0.821452260017,0.0336904227734,0.280128419399,0.341636955738,0.465683370829,-0.096026442945,-0.943150699139,-0.886857032776,0.58620852232,0.534639656544,-0.829275131226,-1.02712523937,0.444002389908,-1.11282467842
2115,-0.267815768719,0.720048546791,-0.659445226192,0.267948657274,-0.469749361277,0.512338161469,-0.732400000095,1.01520001888,-0.382495254278,0.506520628929,1.01976406574,0.689850509167,0.0448099970818,-0.463172197342,0.00775716640055,0.451999843121,1.13433337212,1.18575000763,0.346675366163,-0.600316345692,-0.657918095589,-0.38935136795,2.83645510674,-0.457577109337,-0.670278608799,-0.0356897935271,0.464975655079,-0.940124571323,0.423097670078,2.1640818119,0.612583100796,0.140405654907
7015,-0.255868047476,0.808990120888,-1.22904849052,-0.184611022472,-0.255423545837,-0.519876360893,0.666999995708,0.394199997187,0.262267708778,0.154593899846,1.18854355812,0.228119254112,-1.1848937273,1.45806467533,-0.347455143929,-0.455508500338,0.0798999965191,-0.233599990606,0.72916072607,-0.856995224953,0.807537138462,-0.142310529947,1.40819585323,-0.77760130167,0.678387999535,1.25910210609,0.862263798714,0.474894106388,0.55840075016,0.523774564266,-0.336700767279,0.806426167488
8726,-0.766134142876,-2.04023241997,-0.741985917091,1.01984167099,-0.0633388459682,0.328023195267,1.05785000324,-1.02262496948,0.549087285995,0.695345878601,-0.305975914001,1.24189352989,0.526735901833,-0.532180249691,-0.24152225256,-1.04719734192,0.173066660762,0.0927999913692,2.74423336983,0.139021188021,1.90280222893,-0.0223898142576,1.19424366951,1.08896708488,0.731501460075,0.567839860916,0.223237395287,-1.06163012981,0.274393796921,-0.0405260622501,-0.502162158489,-0.136962905526
2185,-0.0925102233887,1.48358440399,-1.10038268566,-1.21358644962,-0.288774400949,0.313622832298,-0.105450004339,0.479849994183,0.210897147655,-0.0420053899288,1.06156158447,-0.0864659845829,-0.971676290035,1.24874734879,0.989020705223,0.154029995203,0.119433313608,0.909000039101,0.666752636433,-0.869581818581,-0.654792189598,-0.0352709814906,2.06906604767,-0.590781331062,0.647556424141,0.711615562439,0.485512435436,0.44405284524,1.82297921181,0.130204334855,0.6946849823,0.585417926311
