rid,DOS030_VCAP_6H:BRD-K12744202-001-01-8:5.01,DOS030_VCAP_24H:BRD-K12744202-001-01-8:5.01,DOS034_A375_24H:BRD-K12744202-001-01-8:5.01,DOS034_A549_24H:BRD-K12744202-001-01-8:5.01,DOS034_HT29_24H:BRD-K12744202-001-01-8:5.01,DOS034_MCF7_24H:BRD-K12744202-001-01-8:5.01,DOS034_PC3_24H:BRD-K12744202-001-01-8:5.01
5720,0.181247830391,-1.2513231039,0.180466651917,0.377317488194,1.08940005302,0.71843713522,-0.135534703732
466,-1.11985254288,0.395114302635,0.59659999609,-0.388470828533,1.00360000134,-0.347417831421,-1.65137171745
6009,1.56682229042,0.0796673670411,-0.159433305264,-0.496929556131,-0.158299982548,-0.928007900715,-0.401269257069
2309,-1.39619648457,-0.516474545002,-0.0496666878462,0.670586585999,0.0679999887943,0.25080960989,0.00023689866066
387,-2.33686923981,-0.739842474461,-0.698733329773,-0.516672134399,0.0955999940634,0.332247197628,0.158977493644
3553,-1.19216680527,0.140192985535,0.0151333510876,0.0592699795961,-1.07894992828,-0.834001123905,2.16504907608
427,-0.823901712894,0.56482988596,0.675866663456,-0.0908110141754,-0.0637499988079,0.0769422650337,0.145119607449
5898,-3.34368348122,-0.208006322384,0.386733323336,-2.36075878143,-0.099799990654,0.0989714413881,1.69011068344
23365,0.0474946498871,-0.249046996236,0.454933345318,-3.0943312645,0.0752999931574,-1.1829713583,0.271154642105
6657,-0.887288630009,0.109998218715,-0.151299983263,0.952076196671,-1.06079995632,-0.769140303135,-0.56478613615
5054,0.304070472717,-0.409398496151,0.813233315945,-0.163482815027,0.173249989748,0.319013834,0.303849160671
3108,1.86187076569,0.13330835104,-0.28379997611,-0.33045977354,0.796199977398,-0.4124135077,0.128574758768
1950,6.79179906845,1.30330181122,-0.338766694069,1.27317619324,-0.0497500002384,0.177141398191,-1.02563464642
351,0.302335709333,0.114974536002,0.0556666851044,0.730246603489,-0.196200013161,-0.157881289721,0.121769100428
4846,-0.125439286232,0.618371367455,-0.619533360004,0.117266088724,1.20634996891,0.381807267666,-1.41352069378
