rid,DOS007_VCAP_24H:BRD-K15953261-001-01-0:5.01
5720,0.454228699207
466,1.5336792469
6009,0.294317007065
2309,-0.243107169867
387,-0.203631624579
3553,-0.45386967063
427,-0.0476811230183
5898,2.44189238548
23365,0.312012344599
6657,0.622583508492
5054,0.0429390221834
3108,-0.867337524891
1950,-1.02137506008
351,0.282434642315
4846,0.272928804159
1452,0.645026504993
4776,0.161370441318
6908,0.336005747318
672,0.31080070138
5710,0.562022447586
2115,-0.211429715157
7015,-0.248769402504
8726,0.0893429964781
2185,-0.030258230865
3315,-0.200599819422
5289,0.368880808353
868,-0.434301614761
1677,0.220870062709
7043,1.31076002121
5613,-0.0483774244785
595,0.527651071548
4793,0.305256605148
2736,-0.195441409945
5290,-2.1800942421
6194,-0.0385548882186
1676,0.715710043907
23512,-0.0382186099887
148022,0.051449265331
1906,0.56268966198
8878,-0.207872509956
3091,0.301331222057
5743,0.548041462898
5321,-0.383832871914
4144,-0.25984826684
1981,0.11080916971
695,-0.201366454363
10398,2.9034216404
5708,-0.328403055668
1213,-0.0565717592835
226,0.0542382597923
6777,0.954694151878
2113,-0.0764808952808
3329,-0.548776566982
1050,1.74902415276
9491,-0.170963540673
22926,-0.245987564325
5899,0.671853840351
5467,0.863812506199
6774,0.0348458886147
1788,-0.529279708862
5921,0.734185397625
5721,-0.0741697326303
2263,0.325395256281
808,-0.409511804581
30001,-0.763586759567
348,-0.320551693439
30849,0.288439810276
1454,0.371522337198
6500,0.922132611275
5627,0.429027855396
5715,1.18885302544
4791,-1.31137061119
56924,0.576075673103
2690,-0.0543495118618
1019,-0.954031586647
51422,0.623434364796
5788,-0.0321044325829
6709,2.09553933144
1277,-0.0385777205229
993,-1.46977591515
7157,1.20210683346
1958,-0.217413797975
4582,-0.786153256893
9212,0.43177396059
8440,0.122075498104
6790,1.18111932278
8851,-0.296722501516
2534,0.880810558796
4893,0.0569957643747
665,0.991833090782
4313,-0.0402884334326
1022,-0.0377616882324
5880,-0.32592561841
3162,-1.22321414948
1282,0.524411320686
3383,-0.768591940403
727,0.0916438028216
4792,0.882411539555
4794,-0.809916734695
902,-0.792751371861
8091,-0.150830641389
3486,0.142137944698
10818,-0.20054680109
3454,0.0221508145332
4282,0.0368973761797
1605,0.816169857979
10644,0.077835470438
2065,-0.319081485271
8321,-0.622388124466
8503,0.0819831714034
7027,-1.86258721352
6850,0.0647593289614
1978,1.13346481323
896,-0.0291521176696
5777,1.46668803692
1846,0.0248734354973
5925,0.799771010876
142,-7.00267410278
1021,0.420050501823
5699,1.20605385303
8061,0.312265753746
1870,-1.06974828243
1398,0.233060672879
3312,0.742155194283
891,0.755661547184
4775,0.116541177034
5111,-0.0719131305814
5696,0.041986759752
