rid,LJP002_BT20_6H:BRD-A29009894-001-01-2:10,LJP002_BT20_6H:BRD-A29009894-001-01-2:2,LJP002_BT20_6H:BRD-A29009894-001-01-2:0.4,LJP002_BT20_6H:BRD-A29009894-001-01-2:0.08,LJP002_BT20_24H:BRD-A29009894-001-01-2:10,LJP002_BT20_24H:BRD-A29009894-001-01-2:2,LJP002_BT20_24H:BRD-A29009894-001-01-2:0.4,LJP002_BT20_24H:BRD-A29009894-001-01-2:0.08,LJP002_HS578T_6H:BRD-A29009894-001-01-2:10,LJP002_HS578T_6H:BRD-A29009894-001-01-2:2,LJP002_HS578T_6H:BRD-A29009894-001-01-2:0.4,LJP002_HS578T_6H:BRD-A29009894-001-01-2:0.08,LJP002_HS578T_24H:BRD-A29009894-001-01-2:10,LJP002_HS578T_24H:BRD-A29009894-001-01-2:2,LJP002_HS578T_24H:BRD-A29009894-001-01-2:0.4,LJP002_HS578T_24H:BRD-A29009894-001-01-2:0.08,LJP002_MCF10A_6H:BRD-A29009894-001-01-2:10,LJP002_MCF10A_6H:BRD-A29009894-001-01-2:2,LJP002_MCF10A_6H:BRD-A29009894-001-01-2:0.4,LJP002_MCF10A_6H:BRD-A29009894-001-01-2:0.08,LJP002_MCF10A_24H:BRD-A29009894-001-01-2:10,LJP002_MCF10A_24H:BRD-A29009894-001-01-2:2,LJP002_MCF10A_24H:BRD-A29009894-001-01-2:0.4,LJP002_MCF10A_24H:BRD-A29009894-001-01-2:0.08,LJP002_MCF7_6H:BRD-A29009894-001-01-2:10,LJP002_MCF7_6H:BRD-A29009894-001-01-2:2,LJP002_MCF7_6H:BRD-A29009894-001-01-2:0.4,LJP002_MCF7_6H:BRD-A29009894-001-01-2:0.08,LJP002_MCF7_24H:BRD-A29009894-001-01-2:10,LJP002_MCF7_24H:BRD-A29009894-001-01-2:2,LJP002_MCF7_24H:BRD-A29009894-001-01-2:0.4,LJP002_MCF7_24H:BRD-A29009894-001-01-2:0.08,LJP002_MDAMB231_6H:BRD-A29009894-001-01-2:10,LJP002_MDAMB231_6H:BRD-A29009894-001-01-2:2,LJP002_MDAMB231_6H:BRD-A29009894-001-01-2:0.4,LJP002_MDAMB231_6H:BRD-A29009894-001-01-2:0.08,LJP002_MDAMB231_24H:BRD-A29009894-001-01-2:10,LJP002_MDAMB231_24H:BRD-A29009894-001-01-2:2,LJP002_MDAMB231_24H:BRD-A29009894-001-01-2:0.4,LJP002_MDAMB231_24H:BRD-A29009894-001-01-2:0.08,LJP002_SKBR3_6H:BRD-A29009894-001-01-2:10,LJP002_SKBR3_6H:BRD-A29009894-001-01-2:2,LJP002_SKBR3_6H:BRD-A29009894-001-01-2:0.4,LJP002_SKBR3_6H:BRD-A29009894-001-01-2:0.08,LJP002_SKBR3_24H:BRD-A29009894-001-01-2:10,LJP002_SKBR3_24H:BRD-A29009894-001-01-2:2,LJP002_SKBR3_24H:BRD-A29009894-001-01-2:0.4,LJP002_SKBR3_24H:BRD-A29009894-001-01-2:0.08
5720,0.104115173221,-1.46947896481,-0.543745815754,-1.07526779175,-0.416900575161,-0.0568960495293,-0.17388010025,-0.909986972809,0.658037006855,-0.834399998188,-0.616833329201,-0.316845625639,-0.770419895649,-1.08074629307,-0.81750524044,-0.820763587952,-0.253241211176,-0.861729264259,-0.186222881079,-1.92449998856,-0.351300001144,0.200200006366,-0.71339994669,-0.885599970818,0.635617673397,-0.106322795153,0.261240899563,0.25543409586,0.292449980974,0.108450002968,0.00810000300407,-0.911750018597,0.10099940002,-0.345402687788,0.223167330027,-0.955388665199,0.339340388775,0.352528214455,0.233999997377,0.605001091957,-0.269287467003,-0.206586271524,0.232859149575,-0.864545226097,-0.0666849315166,-0.0888245254755,0.393936157227,-0.828002154827
466,-3.43208479881,-1.33023476601,0.403009533882,-0.0802589282393,-0.550988018513,-0.16445556283,0.0817266106606,-0.102048829198,-0.0282976254821,-1.1657999754,-0.828999996185,-0.463281840086,-0.635500073433,0.0474489592016,-1.83358216286,-0.371397823095,0.101585000753,-0.774062633514,-1.5554561615,-0.190599992871,0.83360004425,0.690249979496,-0.168849989772,-1.2608499527,0.313121765852,0.141848057508,-1.01967692375,0.134928807616,-2.45004987717,0.338499993086,-1.11670005322,0.134550005198,-0.94437789917,-0.0404302179813,-1.4729552269,-1.11559987068,0.717602014542,0.672454476357,-0.419933348894,-0.173763051629,0.285261720419,-0.743635296822,0.216148376465,-1.16191780567,-0.05336035043,-3.0318365097,-0.699404358864,-0.0825583338737
6009,-0.851213932037,-1.47613525391,-0.321901768446,0.292593002319,-0.25247079134,-1.26219189167,0.612837553024,0.225579947233,0.435047924519,0.565400004387,-0.753866672516,0.197248607874,-0.0979211330414,1.24641418457,-0.423933565617,0.219359874725,0.369019329548,0.856053650379,-0.758483946323,0.0,0.247300028801,1.11115002632,0.331550002098,-0.574699997902,-0.403305917978,-0.082036614418,-0.127336740494,0.147161200643,-0.00820001959801,0.535300016403,1.19515001774,0.627299964428,-0.344318717718,-0.145201086998,-0.110428929329,-0.603484869003,-0.187431365252,-0.0198938734829,0.47376665473,1.28936505318,0.750045001507,-0.0291378125548,0.910822033882,-0.422836333513,-0.690633773804,0.762731313705,-0.0934349745512,-0.240025982261
2309,0.784047305584,-1.89740991592,0.408302456141,0.574521303177,-0.150260984898,-0.0681810677052,0.371902048588,-2.9626891613,0.10761679709,-0.000249981880188,-0.183500021696,0.799253284931,-1.21485447884,-0.126626864076,-0.0362167060375,-0.0854965746403,0.752830684185,-0.0222718995064,0.546402275562,2.51049995422,-0.30680000782,0.953149974346,-0.871899962425,0.683049976826,-0.29109030962,-1.28166854382,-0.413040906191,-0.898515582085,0.666450023651,0.0423500016332,0.0693500041962,-1.43200004101,-0.115214779973,-0.772675037384,-0.291485667229,-0.144645050168,-1.02361512184,-1.3674030304,-1.4404001236,-0.333014369011,-0.334824025631,-0.789681494236,-0.515387117863,-0.677736461163,-0.315218001604,-0.491406917572,-0.174759626389,0.17267242074
387,-1.44141888618,-1.3828830719,0.399963617325,-0.976820707321,-1.21330404282,-0.816422760487,0.196576118469,-0.488775968552,0.211769282818,-4.91599988937,-0.604833364487,-0.689155638218,-0.0727072060108,0.855499982834,-0.868242681026,0.649566471577,-0.1931886971,1.04812276363,-2.52815008163,-0.647599995136,0.119400002062,0.602999985218,-0.071749985218,0.273750007153,0.853579461575,0.161924287677,0.244526445866,0.0936754792929,-0.640649974346,-1.19945001602,0.166150033474,-0.810899972916,-1.0233591795,0.116650909185,-1.42734527588,-1.27075219154,0.0235457122326,0.743458151817,0.104933336377,1.64080357552,-0.172504946589,-0.296712398529,-0.738865971565,-1.08948755264,-1.21320295334,0.29230093956,-0.379606515169,-0.446180403233
3553,0.134818404913,0.862512290478,-0.712031424046,-0.224222138524,-0.174648985267,-0.565099060535,0.77447527647,1.89889705181,-1.40819394588,-0.695150017738,-0.0821333527565,-0.957669019699,-0.0519228503108,0.186156243086,0.407569527626,1.32746267319,0.271209299564,-0.36054584384,-1.87221741676,-0.916400015354,-0.689900040627,0.274200022221,-0.464250028133,-0.561699986458,-1.25926673412,0.843361794949,0.349498957396,-0.120996490121,-0.12199999392,-0.27610000968,-0.201300024986,0.127350002527,0.617242336273,1.14118301868,0.970722079277,1.11739838123,0.544320225716,-0.344329059124,0.665699958801,-1.09719800949,-0.589956462383,0.662593722343,-0.128794759512,0.215065315366,0.645766317844,0.636628508568,0.619986057281,1.86145591736
427,-0.277160286903,-0.434937894344,0.00399813055992,0.127841189504,-0.341461241245,0.0585178285837,-1.48591959476,-0.249512135983,-0.252546340227,0.61669999361,0.262833356857,-0.772792339325,0.0623675435781,-0.0245633423328,-0.441404104233,-0.549488067627,-0.707241535187,-0.372980833054,-0.0813252776861,-1.18309998512,-1.62870001793,-1.42070007324,-1.46679997444,-0.413649976254,-0.354196846485,-0.0146308839321,0.345467984676,-0.658965468407,-0.538250029087,0.658599972725,-0.498300015926,-1.65094995499,-0.656378388405,1.19711279869,-0.568028330803,-0.365259200335,-0.617497563362,-0.843615651131,0.381533354521,-0.106327354908,-2.2401342392,-0.421408474445,-0.785723209381,-0.595620751381,0.719748616219,-0.202196985483,0.537724375725,0.53734511137
5898,-0.851243138313,-0.864368438721,-0.226476088166,0.0550725758076,-0.778868257999,-1.25897705555,-0.680930793285,-0.761526763439,0.573291897774,-1.51224994659,0.342299997807,-0.978196561337,-1.53706240654,-0.63578748703,-1.41893982887,-1.15731394291,0.25811073184,-0.966144800186,-1.4033908844,-0.991800010204,-1.44500005245,0.280900001526,-0.488599956036,-0.887050032616,-4.04512786865,0.314608812332,-1.25772309303,0.774033069611,-1.25979995728,-0.63539993763,-1.34769999981,0.463699996471,-0.90097630024,-0.898708403111,-3.82944631577,-0.132287353277,0.0967158675194,-1.36379921436,0.404733359814,-0.00284753739834,-0.325617581606,0.151854783297,-0.217728167772,-0.674645364285,-1.62704765797,-1.23391640186,-2.44598960876,-1.98686981201
23365,-0.492956757545,0.569532871246,-0.104068607092,0.085429161787,-0.727995812893,0.602688252926,1.22996747494,-0.949320316315,0.454591274261,0.498799979687,-0.20186662674,-0.594651341438,1.23088717461,0.2960087955,-0.0304978936911,0.320009410381,-0.0724261701107,-0.135787308216,2.69733667374,-0.180899992585,0.20165002346,0.112450003624,0.941649973392,1.48730003834,-0.00829971209168,-0.255304336548,-0.222572386265,0.631331801414,-0.277199983597,-0.619699954987,-1.1263999939,0.982299983501,0.315797179937,1.07789027691,-0.100914768875,-0.561878681183,-0.206790432334,-0.035371273756,-0.282333314419,0.493778854609,-0.805945158005,2.00969099998,-0.412730246782,1.16082346439,0.24478892982,-0.71263974905,0.139951959252,0.124636828899
6657,0.013240672648,2.21597123146,-0.343714296818,0.817430794239,-0.189618512988,0.33768248558,0.249593317509,1.44868779182,-1.64610469341,-0.708850026131,-0.0975333452225,-1.15329778194,0.113906838,0.70690369606,0.065824136138,0.931712627411,-1.35774636269,-0.150077193975,0.400846660137,-0.0204000007361,-0.501899957657,-0.801599979401,-0.90340000391,-0.00554999709129,-0.829916238785,-0.47305393219,0.0633460879326,0.91426473856,0.639199972153,-0.439700007439,-0.200349986553,-0.808949947357,0.120184704661,0.982332110405,1.1289935112,1.10236859322,-0.0143964085728,-0.886082112789,-0.112199999392,-0.769452810287,-0.23396474123,0.487490028143,-0.0409616269171,0.315173625946,0.0707360208035,0.155150815845,0.300030648708,1.94259750843
