rid,CPD001_MCF7_6H:BRD-K61236135-001-07-4:10,CPD001_MCF7_24H:BRD-K61236135-001-07-4:10,CPD001_PC3_24H:BRD-K61236135-001-07-4:10
5720,-0.0904529169202,0.961462199688,0.754824757576
466,0.346530973911,-0.429058581591,-0.0608408376575
6009,-0.107772342861,1.42357671261,0.274392724037
2309,-0.22719822824,1.31857264042,0.22091460228
387,0.419201880693,0.77977591753,0.441002726555
3553,-0.52822303772,-0.133114531636,3.2754650116
427,0.424620270729,-0.0723156556487,0.6615421772
5898,-0.807949841022,-2.25403118134,1.02754330635
23365,-0.288748681545,-1.34139692783,0.0596963167191
6657,-0.451345086098,0.177106678486,-0.722016215324
5054,0.118460170925,-0.812706947327,2.17542243004
3108,0.667255759239,0.71679520607,0.664467394352
1950,-0.798735201359,0.293075561523,0.521424591541
351,0.0333892852068,-0.612737596035,-1.30586719513
4846,-0.377131581306,0.0792634934187,0.614126980305
1452,0.669750988483,-0.0205148756504,1.07259488106
4776,-0.922169208527,-0.366484880447,-0.651340723038
6908,0.41289845109,2.30967855453,0.687906384468
672,0.137243658304,-0.662714600563,0.735151708126
5710,-0.581710934639,-0.27454406023,1.33646559715
2115,-0.528401315212,-0.5753698349,-0.304169118404
7015,-0.48196721077,-0.052783921361,0.0689316242933
8726,0.156450092793,-0.618508219719,4.33522796631
2185,-0.563760638237,0.0868953466415,-0.501330912113
3315,-0.518984019756,-0.462707400322,0.671748936176
5289,-1.03742241859,0.197138756514,-0.613214969635
868,-0.389118462801,-0.76754039526,-0.500835597515
1677,-0.642406582832,-1.31357455254,1.09705674648
7043,-0.794385015965,-1.11471199989,-0.456992208958
5613,0.126221522689,-0.827270507812,-0.98256868124
595,-0.147816762328,-0.389273792505,-0.119291931391
4793,0.088540814817,0.00753919780254,-0.0946952849627
2736,-0.878207683563,-0.474682033062,-0.553909301758
5290,0.379510134459,0.193072736263,-0.802709519863
6194,-0.470697969198,0.762222588062,-0.377501308918
1676,-2.37718391418,-1.39986872673,-0.134541332722
23512,-0.997601747513,-2.9322347641,-0.280232012272
148022,1.26192891598,-1.37043225765,0.704803287983
1906,-0.292067438364,-0.793417870998,-1.75010991096
8878,-0.664533734322,-0.20320546627,1.92137086391
3091,-0.333028018475,-1.48639726639,-2.39687848091
5743,-0.394386082888,-0.0430411398411,-0.279637098312
5321,-0.294412106276,-0.906134665012,-1.75817465782
4144,-0.395750135183,0.598465800285,-0.97606241703
1981,1.79612398148,0.537437021732,0.764352321625
695,-0.745476424694,0.202926814556,-2.27702569962
10398,-0.0490038692951,-0.568675637245,-1.29261994362
5708,-0.0675605013967,1.10000252724,-0.267854332924
1213,0.188879773021,-0.586038351059,0.377063155174
226,-0.747557401657,-0.516568899155,0.58619260788
6777,0.0546726919711,0.640332460403,0.911784410477
2113,-0.788475036621,-0.222219541669,-0.575738549232
3329,0.301682025194,0.0795519649982,1.39950346947
1050,0.217043101788,2.4121901989,0.89407479763
9491,-0.366639405489,-0.051932990551,-0.880660653114
22926,0.289144039154,0.931592941284,0.379954606295
5899,-0.173241242766,0.953936338425,0.0942880362272
5467,-1.20658051968,-0.577256321907,2.87167572975
6774,0.0029828697443,-0.99407094717,-1.66957294941
1788,-0.353198856115,-0.487411767244,-0.731698513031
5921,-1.00352072716,-0.93893545866,-0.649282813072
5721,0.320937514305,0.849677085876,-0.209334239364
2263,-0.394235372543,0.158824086189,-1.31905651093
808,0.191884666681,0.0828561484814,-0.130087792873
30001,0.392201960087,0.422419726849,0.231400221586
348,2.07297110558,1.68928623199,0.343999028206
30849,-0.652481436729,0.185117170215,1.14030098915
1454,-0.651838541031,-0.0775915831327,0.200212851167
6500,-0.653376400471,-0.911587238312,1.17814052105
5627,-0.609712660313,-0.313670754433,1.05386400223
5715,-0.778494656086,-0.572535276413,-0.0135357752442
4791,-0.597144186497,0.967630326748,0.173496380448
56924,-0.201011866331,1.31443977356,2.49053525925
2690,0.209419220686,-0.115353897214,1.06129002571
1019,-1.15073871613,-0.536169290543,0.358614385128
51422,-0.164449691772,0.180112719536,0.470788449049
5788,-0.0916293859482,-0.655185520649,-0.762498557568
6709,-0.106045141816,1.04145538807,0.0521679520607
1277,-0.234502956271,1.06174063683,0.948270559311
993,0.237228214741,1.38267326355,0.571117997169
7157,-1.28045809269,0.389528810978,0.846021533012
1958,0.878171741962,-0.29639968276,0.514614105225
4582,0.443322688341,-0.373958647251,0.0334138646722
9212,-0.596361517906,-0.376051813364,-0.628297567368
8440,0.403364002705,-0.308941423893,-0.779012203217
6790,-0.740199923515,0.382448017597,0.0702237933874
8851,2.76586604118,-1.37225461006,1.51080060005
2534,-0.622659802437,0.105331532657,-1.77804136276
4893,0.157157078385,-0.499113857746,0.100116282701
665,-0.687414467335,-0.80187946558,-3.8763628006
4313,0.583614706993,-0.220813363791,-1.18632268906
1022,0.156259343028,1.04714107513,-0.789412498474
5880,-0.366384088993,1.1974003315,0.250977784395
3162,0.505410015583,0.07210034132,0.941751301289
1282,-0.265754014254,-0.562224626541,0.158781349659
3383,-0.262088507414,-0.0854065865278,0.263965278864
727,-1.05416941643,0.480825483799,-0.760670185089
4792,0.102361448109,0.933419108391,0.422791421413
4794,-0.6363966465,0.136888250709,-1.05540668964
902,-0.710593998432,0.504245817661,-0.828387260437
8091,-0.427589893341,0.225605800748,-0.52749979496
3486,-1.00898087025,-0.625552713871,-2.44376921654
10818,-0.444964706898,0.187544330955,-0.275891810656
3454,-0.740079879761,0.373365432024,-1.08466517925
4282,0.175284922123,-0.601534724236,0.841363191605
1605,-0.918552577496,0.569433987141,0.17259247601
10644,-0.628138899803,0.396005481482,0.0718124955893
2065,0.679331898689,-0.779135584831,0.0943477898836
8321,0.0169931277633,-0.27173808217,-1.07270288467
8503,-0.434025287628,-0.186422437429,-0.750243902206
7027,1.47021961212,0.764354348183,1.20766580105
6850,-0.163504630327,0.837310612202,0.101194225252
1978,-0.0682445764542,-0.203469336033,1.00076663494
896,0.29653942585,-0.6255890131,0.363963782787
5777,-0.251643180847,1.48905992508,0.629731237888
1846,0.895697534084,0.916901648045,-1.13381123543
5925,-0.114754252136,-1.72902584076,-0.722594857216
142,-0.894549787045,1.39876818657,0.614779353142
1021,3.65632271767,0.134944856167,-0.10340487957
5699,-0.462797433138,0.16031961143,1.95989382267
8061,1.61250507832,0.667016327381,-0.339012444019
1870,-0.217374965549,0.86609685421,2.60612535477
1398,-4.56105136871,-0.63953602314,0.542975306511
3312,0.275630742311,-0.412056982517,0.505724310875
891,-0.962037324905,-3.31567668915,-1.57477712631
4775,-0.435085773468,-0.344915926456,-0.50338357687
5111,0.125549867749,0.0696456506848,-3.48996758461
5696,-0.264907538891,0.585684835911,2.81502771378
5588,-1.25553524494,0.413601517677,-1.00845456123
6839,-0.239135593176,0.341235429049,0.169687092304
329,-0.46864464879,0.390102922916,-0.338452726603
5058,1.46052253246,0.695996642113,3.51753616333
998,0.0203060600907,0.807104825974,0.0346928685904
9134,0.340747416019,-1.11080336571,-0.688313364983
6616,-0.0705364570022,0.178217768669,-1.10505223274
5223,-0.134617507458,-0.619636058807,0.14506149292
4690,0.131611302495,0.242151513696,0.187046840787
958,0.0618337541819,-0.189416706562,-1.30995166302
1616,0.600985825062,2.96906280518,-0.819484829903
991,-2.49821186066,0.02155610919,-0.170618370175
6347,1.55206799507,0.742483437061,-1.16076147556
6714,0.557264328003,-0.330478847027,0.0445118099451
652,0.439120352268,0.0225438550115,-1.34404778481
4331,0.390076547861,-0.210055500269,0.888352751732
7099,-0.195787161589,0.197447642684,-0.443798989058
10320,-0.688427805901,-0.015585526824,-0.347946345806
2042,-0.718416452408,-0.74384534359,-0.910084843636
843,-0.0966111198068,-0.0456061661243,-1.21576178074
840,0.822186350822,-0.699635267258,3.48901176453
7048,1.2133346796,0.0803708806634,-0.19109365344
4851,-0.933853447437,-0.885225892067,-0.829885959625
