rid,CPC004_A375_6H:BRD-A25234499-001-09-2:10,CPC004_HA1E_6H:BRD-A25234499-001-09-2:10,CPC004_HA1E_24H:BRD-A25234499-001-09-2:10,CPC004_HCC515_6H:BRD-A25234499-001-09-2:10,CPC004_HCC515_24H:BRD-A25234499-001-09-2:10,CPC004_HEPG2_6H:BRD-A25234499-001-09-2:10,CPC004_HT29_6H:BRD-A25234499-001-09-2:10,CPC004_MCF7_6H:BRD-A25234499-001-09-2:10,CPC004_PC3_6H:BRD-A25234499-001-09-2:10,CPC004_PC3_24H:BRD-A25234499-001-09-2:10,CPC004_VCAP_6H:BRD-A25234499-001-09-2:10,CPC004_VCAP_24H:BRD-A25234499-001-09-2:10,CPC009_A375_6H:BRD-A25234499-001-14-2:10,CPC009_A549_6H:BRD-A25234499-001-14-2:10,CPC009_A549_24H:BRD-A25234499-001-14-2:10,CPC009_HA1E_6H:BRD-A25234499-001-14-2:10,CPC009_HCC515_6H:BRD-A25234499-001-14-2:10,CPC009_HEPG2_6H:BRD-A25234499-001-14-2:10,CPC009_HT29_6H:BRD-A25234499-001-14-2:10,CPC009_MCF7_6H:BRD-A25234499-001-14-2:10,CPC009_MCF7_24H:BRD-A25234499-001-14-2:10,CPC009_PC3_6H:BRD-A25234499-001-14-2:10,CPC009_PC3_24H:BRD-A25234499-001-14-2:10,CPC009_VCAP_6H:BRD-A25234499-001-14-2:10,CPC009_VCAP_24H:BRD-A25234499-001-14-2:10,CPC015_A375_6H:BRD-A25234499-001-09-2:10,CPC015_A549_6H:BRD-A25234499-001-09-2:10,CPC015_A549_24H:BRD-A25234499-001-09-2:10,CPC015_ASC_24H:BRD-A25234499-001-09-2:10,CPC015_HEPG2_6H:BRD-A25234499-001-09-2:10,CPC015_HT29_6H:BRD-A25234499-001-09-2:10,CPC015_MCF7_6H:BRD-A25234499-001-09-2:10,CPC015_MCF7_24H:BRD-A25234499-001-09-2:10,CPC015_NPC_24H:BRD-A25234499-001-09-2:10,CPC015_PHH_24H:BRD-A25234499-001-09-2:10,CPC015_SKB_24H:BRD-A25234499-001-09-2:10,CPD001_MCF7_6H:BRD-A25234499-001-12-6:10,CPD001_MCF7_24H:BRD-A25234499-001-12-6:10,CPD001_PC3_24H:BRD-A25234499-001-12-6:10
5720,0.762115359306,-0.784936130047,0.609448432922,0.643451035023,0.196566671133,-0.483934432268,-0.414673864841,0.591532945633,0.162616714835,-0.837696433067,0.0119749903679,0.72780829668,-0.588846683502,-0.497545480728,0.0295500010252,-0.409651875496,0.685382604599,-2.0289337635,-0.0399666726589,-0.0469028651714,-0.10664999485,0.412044614553,0.711824774742,0.7844851017,0.982439398766,-0.289504349232,0.623349964619,-0.0372346565127,-0.201813369989,0.78795003891,-0.718815743923,-0.728634238243,0.472094208002,0.464558750391,-0.345049977303,-1.18930006027,-0.476923376322,0.676709890366,-2.26644039154
466,0.118775859475,1.56748342514,0.175623506308,0.236487030983,0.901133358479,0.157359138131,-0.640532970428,0.751214146614,0.859398245811,0.133328139782,-0.389475017786,0.78539788723,0.478565245867,2.25952529907,0.462850004435,0.232403576374,1.25328874588,1.96348977089,0.323000013828,0.561910629272,-2.85800004005,0.328104972839,-0.0773424208164,1.91117525101,-1.2123259306,0.44125893712,0.743149995804,-0.0152389407158,-0.223659485579,0.480299979448,-0.528085947037,-0.711240887642,0.18304361403,0.0861376821995,0.806650042534,-0.819399952888,-0.225879386067,-0.442597717047,0.0970843136311
6009,0.193753242493,1.85989153385,0.399270474911,-0.19682019949,0.296299993992,-0.141395524144,-0.165582552552,0.582182526588,-0.152568757534,-1.17553377151,-0.207175001502,0.939520061016,-0.470072388649,0.901040911674,-0.248750001192,-0.23380446434,1.03380298615,0.0409282296896,0.509633302689,-1.06450295448,0.729150056839,0.593502879143,0.506218850613,1.32154965401,-0.256683468819,-0.481942355633,0.658900022507,0.219917029142,-0.664693236351,1.09564995766,0.407633304596,-0.841251969337,-0.570796251297,-0.332261323929,-0.925450026989,0.294499993324,0.0657586529851,-0.303787887096,-0.37656891346
2309,-0.333629012108,-1.31836473942,-0.205177396536,-0.214028507471,0.0455333292484,1.01549446583,-0.385920494795,0.393387258053,0.495082855225,0.624649345875,-0.40842500329,0.0918457135558,0.892798066139,-1.23393082619,-1.1290999651,-0.30705589056,-0.607618510723,-1.74261176586,-0.510300040245,0.88089132309,1.18250000477,-0.718934774399,-0.0449474975467,-1.64793860912,0.681238174438,1.17609739304,-0.114499993622,0.496907323599,0.513205468655,0.0326000005007,-0.491952419281,0.105324864388,0.34809833765,0.0683650076389,0.477500021458,-0.48219999671,-0.184313267469,0.038836248219,-0.311460316181
387,-0.442743360996,0.646654605865,0.320182561874,-0.243392467499,-0.872533380985,-0.697783410549,-0.320029497147,-0.070726916194,-0.166074886918,-1.13570535183,0.162299990654,-0.177918642759,0.708603322506,0.645557403564,-0.545550048351,0.709359884262,2.08237504959,-0.680143892765,0.0789666771889,-0.312407255173,0.02349999547,-0.300653487444,0.980408430099,1.04652285576,0.192531585693,0.278504610062,1.10284996033,0.371734797955,-0.0561918988824,-0.520200014114,-0.969944655895,-0.963425934315,0.282562583685,0.355309307575,0.123950004578,0.605000019073,-1.60299241543,1.07517814636,0.0261732004583
3553,-0.527028679848,0.0113327205181,-0.872716784477,-0.444330662489,0.172100022435,0.666180670261,1.13618254662,-0.106686770916,-0.29658254981,-0.0987920239568,-0.112100020051,0.18099501729,-0.0844334661961,-0.802636563778,-0.591849982738,0.967140495777,-1.46109724045,-0.198931008577,-0.298099994659,0.530664384365,0.362749993801,0.382368683815,-0.456946253777,-1.37576532364,0.673228144646,0.612053215504,-0.24019998312,-0.031810875982,0.258215546608,-0.490550011396,0.882175922394,0.270115196705,-0.992400288582,-0.523231327534,-0.132300004363,0.890900015831,0.953254461288,-0.734191834927,0.0593453608453
427,-0.320559322834,0.629761636257,0.838670194149,0.108366549015,0.264766693115,0.437863260508,0.52051705122,0.46210539341,0.129892647266,0.221551224589,0.0114250183105,-0.684005916119,0.520485818386,0.908259987831,-0.131250008941,-1.22396481037,0.443044453859,1.5067512989,-0.496433317661,0.30195838213,-0.264899998903,0.388392239809,-0.263300567865,1.92184197903,-0.22472538054,0.0265952646732,0.339849978685,-0.657528936863,0.0412986166775,0.0790500044823,-0.833974719048,0.95167940855,0.255676925182,0.294193834066,-0.0908000022173,0.433250010014,-0.0317734517157,-0.528785288334,0.311687737703
5898,-0.13339844346,1.04380440712,0.713205099106,-1.2787784338,-0.616566717625,-0.636289417744,-0.493482321501,-0.135214477777,-1.8119944334,0.256650567055,0.360300004482,0.371099114418,-0.822345197201,-1.83294796944,-0.314149975777,-0.639308869839,0.0461521670222,-1.37309956551,0.0211333334446,-1.31141519547,-1.55574989319,-0.397824108601,-0.906513094902,0.0603142380714,0.075219720602,-0.414078742266,0.317149996758,0.816885590553,0.504893660545,-0.0129999965429,-0.00109115242958,-1.23819899559,-0.282976478338,-0.63652408123,1.03839993477,0.151800006628,0.858233809471,-0.234537854791,0.034097224474
23365,0.9456641078,-0.627896428108,-1.02367305756,-0.604321837425,-0.483166694641,-0.0380557179451,-0.339080899954,-1.17183434963,-0.225116670132,0.342452317476,-0.308750003576,0.464683771133,0.0620640814304,-0.518002212048,-0.859200000763,-0.207785636187,-0.436478197575,-1.26581740379,-0.118299998343,-0.465290874243,-0.185699999332,-0.429141879082,-0.377927958965,-0.262959480286,0.286550998688,0.0720997154713,1.2622500658,0.335095524788,0.608777940273,-0.831150054932,-0.212252467871,-1.18498134613,-0.122908771038,0.917157530785,0.458999991417,0.240899980068,0.663726508617,0.368441015482,2.12640881538
6657,0.0309750661254,-0.188983082771,-0.103913523257,0.0903419628739,0.369966685772,-0.303617417812,2.25406146049,-0.190963864326,1.14641559124,0.303450226784,0.327525019646,-0.309203088284,0.460906207561,0.104487352073,-0.170300006866,-0.263716310263,-1.49592339993,-0.127835646272,0.0710999965668,0.274241745472,0.969349980354,0.432157695293,-0.763049244881,-1.01849424839,1.06571292877,0.671059548855,-0.0819000005722,0.610213339329,-0.447991222143,-0.404949992895,0.647734820843,0.234608143568,-0.861183404922,1.03511238098,0.0188999995589,1.87674999237,1.23816633224,-0.400116443634,1.1441770792
