rid,DOS050_HT29_24H:BRD-K14352739-001-01-0:5,DOS050_MCF7_24H:BRD-K14352739-001-01-0:5,DOS050_PC3_24H:BRD-K14352739-001-01-0:5,DOSBIO002_A375_24H:BRD-K14352739:10.1001,DOSBIO002_A549_24H:BRD-K14352739:10.1001,DOSBIO002_HT29_24H:BRD-K14352739:10.1001,DOSBIO002_PC3_24H:BRD-K14352739:10.1001,DOSBIO002_MCF7_24H:BRD-K14352739:10.1001,DOSBIO002_NEU_24H:BRD-K14352739:10.1001,DOSBIO002_NPC_24H:BRD-K14352739:10.1001
5720,-0.46085318923,-1.77100002766,-1.0951499939,-0.982539951801,-1.03070354462,-1.47716534138,-0.168418765068,-1.96432769299,1.51075005531,-0.0714926570654
466,-1.2110003233,-1.29869997501,-1.08895003796,-0.586867928505,-0.756270766258,-0.257934272289,-0.341284632683,-1.34293031693,0.611500024796,-1.31137502193
6009,0.0456154644489,0.5542999506,1.64045000076,-0.408840060234,1.45636343956,0.781831026077,1.15861082077,-0.00220519304276,-0.854050040245,0.935005664825
2309,0.245527729392,-2.8382999897,0.377350002527,-0.0339538604021,0.553744912148,0.817974567413,-0.0732319056988,0.367573738098,-0.155399978161,1.20521998405
387,0.627853393555,1.78865003586,4.85820007324,0.243224859238,1.45337057114,1.18306517601,1.84701347351,1.85701012611,-0.0570999979973,2.77731466293
3553,-0.84011143446,0.0235499739647,-0.0180500149727,0.106608867645,-0.497975826263,-0.443578660488,0.316018819809,0.421804130077,0.168599963188,0.200969547033
427,0.4666043818,-1.59489989281,-1.26655006409,-1.33662104607,-0.871465921402,-1.08187568188,-0.886174082756,0.265067726374,1.62339997292,-1.0570217371
5898,0.968590438366,0.203400015831,-2.47379994392,-0.290939301252,-2.51452493668,-0.77705013752,0.665783107281,-1.47669374943,-0.954050004482,0.994115412235
23365,0.0471750721335,-1.56089997292,5.2389998436,3.02694296837,-0.145583108068,0.313603639603,1.00871443748,0.758916020393,0.275350034237,1.53133177757
6657,-0.263917386532,-0.0662000030279,-1.76585006714,-1.24346888065,0.0605848580599,-1.11165368557,-0.86491382122,-0.595953583717,0.221799969673,-1.05596733093
5054,-0.776852250099,-0.0675999522209,0.26734995842,1.36299288273,0.0338234268129,-0.128893882036,0.666728079319,-0.656373381615,0.0595000013709,-1.01611769199
3108,0.28623765707,2.98714995384,3.7689499855,-0.413953006268,1.04287791252,1.30962228775,0.0134640485048,1.34717988968,0.865749955177,-0.227650225163
1950,-0.570238173008,-2.04484987259,-3.06830000877,-0.259712398052,-0.468600153923,-0.990553736687,-1.24120759964,-1.01811146736,0.211100012064,-1.89297795296
351,0.0162985939533,-1.08204996586,0.433800011873,-0.176073119044,0.43816781044,-0.776820123196,-1.19979321957,-1.06189060211,-0.326350003481,-0.969802975655
4846,-0.568053305149,0.771299958229,3.04229998589,-0.578296065331,-1.10469508171,-0.0103706419468,-0.573689579964,0.264906823635,2.47490000725,0.0316685140133
1452,0.576625466347,-2.60170006752,0.992650032043,-0.393025487661,0.042866975069,0.610040485859,0.34123468399,0.239491328597,0.129449993372,-1.30539679527
4776,-0.777625739574,-0.775349974632,-1.93560004234,0.720520019531,-1.72923231125,-1.1957950592,-0.276478052139,0.717129826546,-0.943750023842,0.357251614332
6908,0.86807513237,-1.50565004349,-0.775349974632,-0.16702696681,-1.13004004955,-0.0574768707156,0.779959559441,-0.246669605374,-0.209600001574,-0.656196475029
672,-0.348608583212,-2.3138999939,-5.67269992828,-1.10876655579,-0.598676979542,-0.0883381068707,0.597536683083,-1.81665754318,0.196849942207,-2.08137488365
5710,0.387743413448,-1.44255006313,0.654350042343,0.675911068916,-0.48707357049,0.390975147486,2.24122095108,1.18868386745,-0.277500033379,1.47688150406
2115,-0.274545431137,4.09140014648,-0.923050045967,0.351008057594,-0.0795117393136,0.0280426740646,0.927236020565,0.797064423561,0.164649993181,0.0135706961155
7015,-0.765868067741,-1.07034993172,-3.59924983978,0.395884871483,-0.206426441669,-1.22158157825,-1.43654763699,-1.33679032326,-0.962850034237,-0.867271244526
8726,0.699930071831,-1.45745003223,0.290700018406,-0.636854827404,0.608127593994,-0.0435873493552,0.517700374126,-0.221710398793,-0.00799999386072,0.154598325491
2185,-0.864400088787,0.332550019026,-0.421400010586,0.520417630672,0.498293280602,-0.545689046383,-1.70655751228,0.242866784334,-0.376000016928,-0.359607875347
3315,0.910329937935,-3.8085000515,0.934249997139,-0.957364082336,0.838140726089,0.633040547371,1.64210391045,2.10713672638,0.0189500004053,0.772906243801
5289,-0.848258733749,-1.96590006351,-1.94830000401,0.139294952154,-2.18172073364,-1.00345861912,0.158256590366,-0.750385224819,0.32515001297,-0.505007624626
