rid,DOS030_VCAP_6H:BRD-K09054764-001-01-7:5,DOS030_VCAP_24H:BRD-K09054764-001-01-7:5,DOS034_A375_24H:BRD-K09054764-001-01-7:5,DOS034_A549_24H:BRD-K09054764-001-01-7:5,DOS034_HT29_24H:BRD-K09054764-001-01-7:5,DOS034_MCF7_24H:BRD-K09054764-001-01-7:5,DOS034_PC3_24H:BRD-K09054764-001-01-7:5,ERG015_PC3_24H:BRD-K09054764-001-01-7:10.0009,ERG015_PC3_6H:BRD-K09054764-001-01-7:10.0009,ERG015_VCAP_24H:BRD-K09054764-001-01-7:10.0009,ERG015_VCAP_6H:BRD-K09054764-001-01-7:10.0009
1950,-1.07551217079,-0.164468705654,-0.725832521915,-0.834065079689,1.50160002708,-0.248633340001,-0.6046667099,-0.838124752045,1.13178145885,0.838275909424,-1.62767553329
351,1.22747123241,-1.09084928036,-1.27665901184,-0.425457119942,0.510450005531,-0.430233329535,-0.277566671371,0.790963113308,1.56468570232,0.879602789879,-4.91002321243
4846,0.332763463259,-0.668288052082,-0.505724966526,-0.790111422539,0.377350002527,0.479699999094,-0.0358666703105,-0.694956839085,2.94356107712,0.335392296314,-1.50358736515
1452,0.0646381378174,-1.08994293213,1.51050341129,0.341351360083,0.396750003099,0.0566333383322,-0.277000039816,0.545837104321,-0.883411288261,-1.00202727318,1.36332833767
4776,-0.101661086082,6.81703710556,-0.894806981087,-0.605328321457,0.342800021172,0.282900005579,0.125400066376,-0.317534983158,0.946375727654,-0.480968475342,-0.655125379562
6908,0.356033891439,6.9061293602,0.806825757027,1.10447716713,-0.436199992895,-0.100933343172,-0.728166699409,-1.48906958103,-0.00930181890726,-0.439216196537,0.0793733820319
672,-0.970170497894,-0.205493912101,0.577694714069,-0.758970797062,-0.60799998045,-0.475800007582,0.237833350897,-1.5295290947,-1.54601240158,-0.419806957245,0.117989331484
5710,0.325694739819,-1.26913416386,0.249566793442,0.911931157112,-0.865100026131,0.14346665144,-0.322466701269,-0.171713113785,-3.11492609978,-0.415933847427,1.62606275082
2115,-0.362065017223,0.0457253232598,0.278497368097,-0.243571668863,0.565449953079,0.827700078487,-0.18410000205,-1.2564855814,-0.66993367672,-0.00992953777313,-0.764704704285
7015,0.645945191383,0.253165900707,-0.812943100929,0.182943940163,0.559750020504,0.0730333328247,0.274633347988,-0.730155348778,1.34638476372,6.9797039032e-05,-1.04098749161
8726,0.162670105696,-0.11186889559,0.65461152792,2.26821041107,-0.398500025272,0.181799992919,-0.335533380508,1.24144339561,-1.42955100536,-0.391340374947,2.59427642822
2185,-0.725855529308,6.7955493927,-0.567617297173,-0.190099611878,0.373950004578,0.273966699839,0.0371666550636,0.726562261581,1.01452946663,0.33886167407,-0.576444983482
3315,-0.118568837643,-0.598077833652,0.219014033675,1.81063449383,-0.024299999699,0.1535333395,0.72670006752,0.399983584881,1.66465830803,-0.724652647972,1.8052893877
5289,-0.2027425915,0.49306589365,0.749784648418,0.231676369905,-0.552900016308,0.581300020218,0.323133319616,-1.41408991814,-0.418339133263,0.650905966759,-0.176592871547
868,0.919689595699,0.573195695877,-0.658651590347,0.525724887848,1.17525005341,-0.0315666720271,-0.600133359432,0.958082973957,-1.02446138859,0.49956998229,0.555658698082
1677,0.0353398323059,-0.420114606619,-0.175033077598,0.313713908195,0.529700040817,1.16036677361,0.396466672421,-1.1462366581,-0.241268381476,0.5476603508,-0.281273961067
7043,-0.392813146114,-0.857239961624,-0.236407205462,-0.0430306270719,0.400600016117,0.615933299065,0.00130000710487,2.25729727745,1.92959439754,-0.436494499445,-0.113706059754
5613,-0.322448939085,0.155300527811,-0.571186244488,-1.66206765175,0.884999990463,0.00883328914642,-0.750200033188,-0.946272373199,1.11624836922,-0.197436079383,-3.20558333397
595,1.12290728092,-0.25194260478,-0.965689063072,0.235937923193,-0.910750031471,0.104366675019,0.366133332253,-0.108210295439,0.0541970357299,-0.45037484169,2.13528203964
4793,-0.486891508102,-0.127898782492,0.065987855196,0.848881959915,-0.378349989653,0.647666692734,0.623533368111,-0.0461587458849,1.06276881695,-0.326141536236,0.175553828478
2736,-0.55352216959,-0.698281407356,0.381452202797,-0.762144982815,1.17869997025,1.17553329468,-0.442633330822,0.211735934019,2.40757799149,0.194543212652,-1.65992355347
5290,-1.22348690033,0.774537801743,-0.807794094086,-0.337525844574,-0.651950001717,0.724633276463,0.175066664815,2.11572360992,0.93426823616,0.200775384903,0.37837433815
6194,-1.01743578911,0.533679962158,0.0,-0.174268916249,-0.0705000013113,0.813966691494,-0.501766681671,0.404638260603,-1.0675983429,-0.132899671793,0.348744571209
1676,-0.241807460785,-0.18243688345,-0.301545798779,0.717322707176,0.206349998713,-0.1304333359,1.55426681042,1.32295167446,1.53797066212,-0.253101766109,-1.18044817448
23512,0.68618953228,-0.837806284428,0.989734351635,0.617010116577,0.118049994111,-1.43159997463,0.128366678953,-0.256962567568,-0.776129841805,0.147532492876,0.319718122482
148022,-0.311250448227,0.397907912731,-0.243693143129,0.634782612324,-0.322600007057,0.522533416748,-0.215066641569,-0.87251240015,-0.542447566986,-0.115134872496,0.32028144598
1906,0.653478741646,-0.586446404457,-0.794702410698,-0.637049257755,0.189300000668,0.16263332963,0.325766682625,0.302954137325,1.4032074213,0.394095122814,-1.271682024
8878,-1.20678246021,-0.380715548992,0.566503226757,1.25307178497,-0.350099980831,0.5882999897,-0.624833345413,-1.37981772423,-0.898445010185,0.171059191227,1.84964585304
3091,0.835621118546,0.42576867342,-0.873273491859,1.04910337925,-0.158600002527,0.18193334341,-0.406199991703,-3.17916345596,-0.622065782547,-1.76029276848,-3.83433437347
5743,-0.286853075027,0.916665554047,-0.248861894011,0.488783359528,0.420949995518,-0.241500020027,0.893166661263,-1.13450741768,0.996310293674,-0.828341364861,-0.400461286306
5321,-0.112081497908,-0.436742007732,-3.27771472931,0.339506149292,0.532800018787,0.0260000005364,-1.17183339596,0.647976875305,0.797493457794,-0.498774379492,-1.15496110916
4144,-0.0208628326654,-0.422576725483,-0.895183682442,0.175882250071,1.12855005264,0.203200027347,-0.549533367157,-3.0252456665,1.63190937042,-0.221161603928,-2.38071489334
1981,-0.549756646156,0.668615698814,-0.0855103731155,-0.421632677317,-0.508400022984,-0.566799998283,0.043299973011,1.02018368244,2.51310944557,0.820354700089,0.953442156315
695,0.824726581573,-0.854986965656,1.12998783588,0.185215204954,1.18825006485,3.28656673431,-0.157100021839,-0.32609602809,0.683034896851,-0.106089860201,-0.495729058981
10398,-0.276230126619,-0.0729203596711,0.0631783083081,-0.326082825661,0.601100027561,0.108266659081,-0.559566736221,-1.47500693798,-0.0590230971575,0.106222838163,-1.43796741962
5708,0.301063716412,-1.30318689346,0.144188553095,2.94529032707,-0.107950001955,-0.093699991703,0.262833327055,-0.936805129051,2.68604826927,1.25664627552,-0.0240567028522
1213,1.05510020256,-0.359037518501,0.955456793308,-0.918955683708,-0.615849971771,-0.194033384323,-0.0796333253384,0.830763161182,-0.604767858982,-0.625784516335,0.566596269608
226,1.02371752262,-0.427730083466,0.0722826570272,3.73149490356,-0.600149989128,0.326633363962,0.589566648006,-1.20981502533,0.864563047886,0.095592752099,1.44273173809
6777,0.450271427631,-0.805492401123,-0.88141232729,-0.417557239532,-0.109999999404,-0.0673333406448,3.18680000305,-0.928301334381,0.876006484032,-0.691221475601,-0.132544010878
2113,-0.559402108192,-1.00428402424,0.195403516293,-0.313041001558,1.51950001717,0.690466701984,0.513633310795,-1.47262787819,-1.29258310795,0.87507724762,-1.34517359734
3329,-0.150869980454,0.103379867971,0.117331907153,1.20233201981,-0.110150009394,0.0979333221912,0.05269998312,-2.56888818741,-2.5612885952,-0.376138776541,-0.567220687866
1050,0.60763335228,1.83622169495,0.688315987587,0.163914933801,-0.787150025368,0.373933374882,2.38076663017,-0.567215800285,0.192727118731,1.53842055798,1.83964550495
9491,-0.234249636531,-0.843536555767,-0.545917749405,0.198395401239,-0.149400010705,-1.03283333778,-0.401633381844,0.262050151825,1.12319338322,-0.0199940279126,0.208956092596
22926,-0.382482349873,-2.30092072487,-0.0197832286358,0.612733840942,-0.48164999485,0.223199993372,-0.145533323288,-0.297266721725,0.131737738848,0.148290008307,0.764289021492
5899,-0.494906723499,0.0866829156876,0.355890989304,-2.30944895744,0.230199992657,0.288366645575,-0.0907999947667,0.0933737456799,1.87651717663,-0.461988002062,-0.940589785576
5467,0.57950937748,-0.349454700947,-0.891871929169,1.0692486763,-0.206450015306,-0.131266653538,-0.357699990273,1.58514845371,1.55739998817,-0.798325240612,0.23836748302
6774,0.00688469409943,-0.00332865864038,-0.109114840627,0.0287487208843,-0.7554500103,0.245333343744,0.0663333535194,0.459166139364,-0.0254035368562,-0.141773611307,0.719543397427
1788,-0.485100030899,-0.0249609388411,-0.688827693462,-0.263615548611,0.602400004864,0.97396671772,0.901066660881,-0.735291242599,0.791656136513,0.0382919535041,-0.444644778967
5921,-0.0792649537325,-0.847868025303,-0.233811348677,0.652943491936,-0.427550017834,0.137833356857,-0.588000059128,-0.268579989672,-0.746843993664,2.57789373398,1.97293841839
5721,0.432853162289,0.544666707516,-2.07911586761,0.440146267414,-0.838999986649,-0.637366652489,0.055999994278,0.00321745872498,-2.10534930229,0.377012491226,-0.981609642506
2263,-0.401914507151,1.00461912155,0.537034749985,-0.550266802311,-0.329199999571,-0.454833388329,1.32550001144,0.397038757801,0.983840763569,-0.0405452176929,-0.978215932846
808,-0.178632676601,-0.913267731667,-0.889268755913,-0.544296562672,0.237049996853,-0.1127666682,1.31590008736,-0.210710525513,0.984627604485,-0.0867739617825,-0.726420462132
30001,0.469848483801,0.468045115471,-0.107617869973,0.222280442715,-0.00585000216961,-0.124833337963,-0.309266656637,-0.583003401756,0.455378979445,-0.803254246712,0.145002424717
348,-0.695485591888,1.24195146561,-0.0876851677895,-0.118912473321,0.28639999032,0.0815999954939,0.263066649437,0.29532200098,0.418599456549,-0.203007519245,-0.101014219224
30849,0.961301445961,-0.403781890869,0.703684270382,-1.84657382965,0.081949993968,-0.740733385086,-0.780066668987,0.156664013863,-0.279592216015,-0.580515742302,-1.75948941708
1454,-0.190294325352,0.529221713543,-0.453670561314,1.36977314949,0.341399997473,-0.872433364391,0.702666699886,-0.211378335953,1.42732036114,-0.911268353462,1.50597059727
6500,0.379225164652,-0.267960757017,1.51366090775,2.89386987686,-0.39209997654,-0.22203335166,-0.0380999743938,0.154361069202,-1.26177310944,-1.19555699825,0.956556260586
5627,0.543993532658,-1.13858962059,0.318506658077,-0.345530867577,-0.293799996376,-0.1196000278,-0.483133375645,-0.173358097672,0.207951173186,0.980401039124,0.231052055955
5715,-1.60496282578,-0.476542532444,-1.47472500801,0.611043930054,0.257300019264,-1.28189992905,-0.653866648674,0.961824178696,-2.42346334457,1.7606446743,2.24645853043
4791,0.0728112310171,-0.3076402843,-0.632575750351,-0.656179964542,0.0941499993205,0.580733299255,0.178333327174,-0.672475814819,0.970736205578,0.223131030798,-1.63939797878
56924,1.39786553383,0.308279395103,0.192858278751,0.413874566555,-0.708299994469,-1.28486657143,-0.144266664982,-0.387717813253,0.167283147573,-0.00653122365475,-0.755663454533
2690,-0.450735479593,-0.344699412584,-0.571042060852,-0.114659652114,-0.207350000739,-0.0283666849136,-0.305566698313,-1.11231899261,-1.71954369545,-1.01496934891,-3.17067575455
1019,0.975764453411,0.52849572897,0.196771919727,0.555527210236,0.0972499996424,-0.25706666708,0.227833345532,-1.78609597683,-4.9448800087,-1.20241677761,-1.43915510178
51422,-1.3562887907,0.25239366293,-1.19661331177,0.0178147256374,-0.503100037575,0.171566650271,-0.591400027275,1.71282994747,-0.224442362785,-0.291300147772,-0.614572048187
5788,-0.202309638262,0.0718084275723,-0.0720916390419,-0.221506088972,0.549549996853,-0.644366681576,-0.324299991131,1.201431036,1.59885346889,0.577852487564,-0.801639676094
6709,0.286329597235,0.870591044426,0.723085939884,0.0742035359144,-0.44470000267,-0.083599999547,-1.40526676178,0.705947160721,-1.14113748074,-0.657588839531,0.0323741212487
1277,3.50198173523,4.08428096771,-0.171416640282,-0.280478805304,-0.48189997673,-0.889933347702,0.0847666710615,-0.465438514948,2.73534727097,0.825111627579,0.751016974449
993,-0.0947458967566,0.483381479979,0.702936470509,-0.657959222794,0.230500012636,-0.695866703987,0.942433476448,0.0679121017456,-0.0344416722655,0.853888630867,-0.00877369940281
7157,0.433871150017,-0.427457511425,-1.50988745689,0.314858019352,0.47935000062,0.0906333327293,-0.25366666913,-1.08505010605,1.13931131363,0.403311491013,0.904148817062
1958,-0.534232318401,-0.539849162102,-0.12383711338,-0.327278792858,0.152099996805,0.580999970436,-0.362833350897,3.79398655891,0.547356665134,0.105432763696,-0.507769823074
4582,-0.660742461681,3.92851305008,1.1507256031,-1.20302927494,0.381900012493,-0.541533350945,-0.483033359051,2.52839136124,-0.981069326401,0.0565555095673,-1.85185039043
9212,-0.676847338676,-0.250268816948,0.184624731541,-0.17811986804,-0.0447000004351,0.61770004034,0.292199999094,0.840863347054,1.61143302917,-0.0866231322289,-0.00896717607975
8440,-0.594280958176,0.352237284184,0.552944660187,0.395135939121,-0.259849995375,0.0834000259638,0.113666668534,0.26138740778,-2.17365694046,-2.06325268745,-3.79213261604
6790,0.776236057281,-0.2853038311,-0.176976203918,1.51522815228,-0.324599981308,0.343166708946,1.12056672573,-0.255253911018,1.40563881397,-0.82561814785,2.03046345711
8851,1.02924013138,0.537864625454,1.0010612011,-0.163579121232,-0.0498000010848,-0.0509333312511,-0.50670003891,1.76810932159,-1.24595594406,-0.316445469856,0.363861292601
2534,0.344614475965,0.661044418812,0.12165248394,-3.34925556183,1.75389993191,-2.97553348541,-0.025200009346,-0.876763701439,0.529111683369,0.0296678245068,-0.474648892879
4893,0.23660980165,-0.44913059473,-1.03554129601,-0.0116915553808,-0.0160499997437,-0.541466712952,0.24876666069,-0.911555171013,1.59153962135,-0.798866271973,-0.787248730659
665,-0.33306825161,-0.0880553722382,0.497593909502,0.308267623186,0.557500004768,-1.0666667223,0.181366682053,-0.213007822633,-4.1031832695,-0.0792700648308,0.109291352332
4313,-0.639943361282,-0.205760076642,-0.355210125446,-0.540053367615,0.663800001144,-0.0695999860764,1.10766673088,1.07237291336,1.33892858028,-0.000418275594711,-0.95640784502
1022,-0.736729979515,0.244344010949,0.849395155907,-0.582776069641,-0.312099993229,-0.134966686368,0.478300005198,2.07453918457,-0.898620665073,0.362121343613,0.53369808197
5880,-0.319152474403,-1.21253311634,0.310235500336,-2.56448960304,0.932200014591,0.66456669569,0.597933292389,0.00255243480206,0.572529137135,0.595511674881,-0.838387072086
3162,0.412251710892,0.016872368753,0.635514914989,0.0263126753271,-0.0202500224113,-0.59473335743,0.347566634417,-0.727525055408,-0.581926882267,0.114900000393,0.489107787609
1282,-1.90121126175,-0.370547294617,0.272827684879,-0.447010010481,1.36024999619,-0.225066721439,0.293033331633,1.96297860146,2.34647774696,-0.429688870907,-0.894913673401
3383,-0.575383126736,-0.905799686909,-0.882798790932,-0.448223650455,0.956950068474,0.135633349419,-0.507200062275,0.897686719894,-0.250167816877,0.227161318064,0.0333976447582
727,-0.0787404477596,-1.04843354225,-0.238659381866,0.358967483044,0.480299979448,0.257233351469,-0.169100001454,-0.246244639158,2.45643663406,-0.259545207024,0.614798665047
4792,-0.0870737880468,-0.0456113666296,-0.0469349473715,0.402680575848,-0.0104499980807,0.0930333435535,0.022633343935,-0.368538886309,1.84479475021,-0.486421495676,1.01819491386
4794,0.427974253893,-0.902365088463,-0.750195026398,-0.725167632103,0.97135001421,-0.175200015306,-0.46280002594,-0.248465999961,2.27934908867,0.52110606432,-0.169397056103
902,-0.0500574223697,-0.253777801991,-0.154637992382,-1.12172555923,0.674950003624,0.013499982655,0.271700024605,-3.35432291031,-0.754723906517,-0.352829992771,-1.4083814621
8091,-1.22759532928,0.728288769722,0.656829714775,0.11184579134,0.878000020981,-0.156000003219,-1.49690008163,-1.84117531776,-0.778311610222,-0.0259251985699,-0.602492213249
3486,0.461910665035,-0.134708493948,-0.136118337512,0.600954532623,1.17554998398,0.0350332856178,0.653833329678,0.656369566917,-1.06732594967,0.809925615788,1.26336145401
10818,-0.14714962244,-0.317700147629,-0.331705212593,-0.55417817831,0.263700008392,0.596800029278,-0.165633350611,-0.211109414697,1.57964491844,-0.572216629982,-0.34796667099
3454,-0.858906388283,-0.590743899345,-0.955039381981,-0.45933970809,0.194849997759,-0.15913335979,0.386500060558,1.98230957985,1.05635416508,0.115859635174,-0.548316240311
4282,0.202128499746,0.0,0.993141114712,0.106378667057,0.0,0.000233337283134,-0.321166694164,-1.38672947884,-3.50364899635,-0.623141467571,0.401237368584
1605,0.489840149879,-0.475390404463,0.560478568077,1.12613976002,-0.639500021935,-0.189066663384,-1.08673334122,0.957673847675,1.2517592907,-0.240784719586,1.25663661957
10644,0.309240311384,0.211826562881,0.174075424671,0.482943594456,-0.745000004768,-0.761966705322,-0.556066632271,-2.03183197975,1.72648024559,-0.521791577339,-0.0297443773597
2065,-1.27179813385,0.707235693932,0.155523449183,0.720704674721,-0.276950001717,-0.763466656208,-0.448566645384,0.0454455465078,-1.81249010563,-0.484530419111,-0.712633669376
8321,-0.954558849335,-0.20125952363,-0.095630005002,-1.21651566029,1.12374997139,0.0106000006199,0.647366702557,1.05607044697,0.825997710228,0.418177783489,-2.11422562599
8503,0.922477245331,-1.01310539246,-0.430331885815,-0.262844800949,-1.52084994316,-0.0364000052214,-0.487833350897,0.82297873497,1.62909114361,0.121708258986,0.169950097799
7027,1.5168235302,-0.0441459268332,0.353578656912,-0.295470923185,-0.907050013542,0.304899990559,-0.551966667175,-0.925309598446,-0.883021950722,-0.34834510088,-1.75577962399
6850,-0.389056503773,-0.440118700266,-0.760787189007,-0.461962193251,0.659749984741,0.442799985409,0.64980006218,-0.472791790962,1.44995093346,0.287233054638,-0.478171825409
1978,0.655357062817,0.194714605808,0.429622381926,0.730363070965,-0.453099995852,-0.315166711807,0.205466657877,-1.00405025482,0.193713277578,-0.513619422913,0.182038843632
896,0.166082650423,-0.496969282627,0.812975525856,-0.102952070534,-0.252799987793,0.69616663456,0.332966685295,0.213778853416,-2.34051060677,0.750861406326,0.732272148132
5777,1.04620921612,0.318004697561,-0.587771356106,-0.630936264992,0.389600008726,-0.565166711807,0.387566685677,1.59950876236,1.82678127289,0.771911621094,1.45239543915
1846,-0.270235359669,-0.000853568315506,0.930953502655,0.229873180389,0.0120500028133,-0.483133345842,1.21833336353,-0.734677314758,-1.01278841496,0.411552786827,0.988811612129
5925,0.528300404549,-0.608812212944,-1.18811619282,-0.149799227715,-0.00734999775887,-1.03203344345,0.277500033379,-0.452634871006,0.787958681583,-1.87669730186,-3.28788161278
142,-0.41643923521,0.0502545125782,0.527510762215,0.821223974228,-0.355450004339,-0.447866678238,-0.162466675043,-0.942389369011,2.69533228874,1.06826448441,0.24067646265
1021,0.399449169636,-1.03722810745,0.45781993866,0.00971820950508,0.0832000002265,-0.362166672945,0.0273666679859,-0.237904414535,-0.224100738764,0.260132759809,0.364245712757
5699,-0.635192573071,-0.447717249393,-0.0754217505455,0.421894401312,1.19044995308,-0.0680333375931,-0.859400033951,-1.92856645584,1.5719243288,1.19104540348,-0.163182348013
8061,-0.483349859715,-0.671441495419,0.0169707387686,0.4459002316,-1.34399998188,0.310533314943,-0.326466679573,0.956868290901,0.410392165184,0.31547626853,0.85367166996
1870,-1.0068063736,0.943308651447,0.254383593798,0.0805211961269,-0.124700009823,-0.074500001967,0.807433307171,-0.442099034786,1.92772042751,1.46422505379,0.138825178146
1398,0.638722956181,0.122614324093,0.647971689701,0.00701607018709,-1.56424999237,0.286766678095,-0.223533332348,-5.05954837799,-2.63736057281,-0.0960655063391,0.775588929653
3312,-3.44930243492,-0.59430283308,-0.389763385057,0.213272079825,-0.439349979162,0.293099999428,-3.49923348427,-1.86306667328,-2.10879230499,0.0784244760871,0.295569270849
891,-0.025521080941,1.01014769077,-0.690329909325,-0.518466472626,-0.16194999218,-0.349133342505,-0.601733267307,1.33870875835,0.913066864014,0.219174548984,-1.92349338531
4775,-0.664340853691,-0.928510725498,0.497893124819,0.642739534378,-0.576449990273,-0.107066631317,-0.4361333251,1.57969462872,4.39113950729,0.3375852108,1.33721983433
5111,0.100238181651,-0.38741889596,-0.312527388334,0.70748603344,0.531899988651,0.317866683006,0.649533390999,0.390193641186,-1.73448431492,-0.824009537697,-0.093675494194
5696,0.103382721543,-0.150989547372,1.70768618584,0.273483395576,-0.0482500046492,-0.134266704321,0.205099985003,0.393839240074,1.3918453455,1.13207626343,1.57778739929
5588,0.144182622433,-0.722512423992,0.301774501801,-0.454761147499,0.512250006199,1.16566669941,0.268533349037,-0.49361294508,3.18562316895,-0.264703780413,-0.104887083173
6839,0.255127280951,0.167185485363,0.267645418644,0.547720015049,-0.670700013638,0.547033369541,-0.601666688919,1.22229862213,-0.973136723042,0.202097430825,1.49193525314
329,0.517596662045,0.409077107906,0.790137410164,1.54199635983,0.109999999404,3.32310009003,1.00870001316,0.160215288401,-1.59742844105,0.384145706892,-0.621996998787
5058,-0.322039693594,-0.447767019272,0.711159825325,1.29680287838,-0.068599998951,-0.2269333601,-0.206699997187,-0.19892308116,2.0641951561,0.530810475349,0.279146164656
998,-0.107591979206,0.72723531723,0.763605237007,1.50714087486,-0.664399981499,0.521466672421,-0.470533370972,-2.07529687881,1.39312624931,1.08258998394,0.656304121017
9134,0.232091933489,0.331384688616,-0.428805530071,-1.07686960697,-0.0913500189781,0.603600025177,0.576833367348,-0.730729937553,-1.94845080376,-0.928684830666,-2.76345252991
6616,-0.220271945,-0.85977435112,-0.523339211941,-0.483394950628,0.569549977779,0.153633326292,0.80716663599,2.35600852966,1.57871389389,-0.488045334816,0.397350370884
5223,-0.696429014206,-1.80255615711,0.220384031534,0.594572305679,-0.597299993038,-0.174366697669,-0.856033325195,0.465941846371,-0.289561808109,-0.185648933053,1.53295755386
4690,-1.27674925327,0.135507747531,0.241092741489,-1.671033144,-0.375800013542,1.31159996986,1.47063338757,0.585817992687,1.4882093668,-0.211325645447,-1.79176282883
958,-0.770070195198,0.667276442051,-1.11469078064,-0.568506419659,0.997050046921,0.16320002079,0.634000003338,0.913762629032,1.33218407631,0.261168599129,-1.01902019978
1616,1.4998292923,1.24894452095,0.823700249195,-0.163946405053,1.35109996796,-0.179400011897,-0.0501999855042,-1.33573698997,1.24394798279,0.860327482224,-1.00721979141
991,-0.152136966586,0.0,-0.117676824331,-1.25978803635,-1.11584997177,-1.48863327503,0.0544666647911,-0.378969907761,-0.0375321656466,-0.119487389922,1.70456445217
6347,-0.397791415453,0.0414855405688,-0.864032924175,-0.286568820477,0.501800000668,-0.688966631889,0.161966651678,-0.100716821849,1.00938546658,0.096966587007,0.425528883934
6714,1.28920292854,-0.619438111782,0.124494127929,1.50625669956,0.27349999547,0.321766704321,0.419533342123,2.35285162926,1.49758803844,-0.300086081028,2.26071929932
652,-0.484501183033,-0.321241974831,-0.840756773949,-1.25686466694,-0.48085001111,0.402766644955,0.655133366585,0.907867968082,1.50690150261,0.311470240355,-1.27795422077
4331,-0.0327576473355,0.378059446812,0.834651052952,0.679383397102,-0.215349987149,0.150933325291,-0.131799995899,-1.79072403908,-0.685303211212,-0.331970691681,-0.202265292406
7099,6.65073394775,0.129921793938,-0.880130112171,0.179039150476,1.15380001068,0.219099998474,-0.499133348465,0.506958842278,2.04459071159,0.647428929806,-0.570598781109
10320,0.621696650982,0.116221763194,0.957869291306,-0.921839416027,-0.627850055695,-0.18909996748,-0.0728666633368,-1.17959034443,1.40178442001,0.779156208038,0.192300587893
2042,0.0261813998222,-0.179839253426,0.0642834380269,3.61825680733,-0.692549943924,0.369566679001,0.571500003338,0.619896173477,1.05644381046,0.310948550701,-1.51110684872
843,-0.197857409716,-0.447057723999,-0.534409999847,-0.747156500816,1.71125006676,0.128800004721,3.04690027237,0.913921117783,1.25527143478,0.308393836021,-0.896710753441
840,0.338525146246,-0.288511574268,2.04384541512,0.489972829819,1.07620000839,0.0494999885559,-0.517733335495,2.17377543449,-1.59612226486,-0.945821762085,-0.926763057709
7048,-0.479170620441,1.2495174408,0.870874762535,-0.934751451015,0.201550006866,-0.29960000515,-0.228633314371,-1.04819822311,-1.45352399349,-0.0299729406834,-0.333190530539
4851,0.266331195831,-0.715580105782,0.267907679081,-0.228709861636,0.642400026321,-0.0930666774511,-1.26746678352,0.316455721855,1.30853319168,0.0444411337376,-0.0512514188886
6464,-0.666014015675,-0.434663593769,-0.271143138409,-0.70404791832,0.678400039673,-0.421899974346,1.05976676941,0.847564518452,0.576605498791,0.244812101126,-0.419350713491
23410,-0.875254034996,0.107217818499,-0.0954196751118,0.31172722578,0.437700003386,0.553500056267,-0.87586671114,0.721677660942,0.115068025887,-0.372725188732,1.65857088566
54205,-1.30019724369,0.251574903727,0.404119998217,-0.741383910179,0.67634999752,-0.706133365631,-0.396666705608,-5.63316631317,-5.59790563583,-1.67084372044,-5.04124212265
