rid,DOS025_VCAP_6H:BRD-K90163207-001-01-1:5.01,DOS025_VCAP_24H:BRD-K90163207-001-01-1:5.01,DOS047_A375_24H:BRD-K90163207-001-01-1:5.01,DOS047_A549_24H:BRD-K90163207-001-01-1:5.01,DOS047_HT29_24H:BRD-K90163207-001-01-1:5.01,DOS047_MCF7_24H:BRD-K90163207-001-01-1:5.01,DOS047_PC3_24H:BRD-K90163207-001-01-1:5.01,MUC.CP004_MCF7_6H:BRD-K90163207-001-01-1:10.0112,MUC.CP004_MCF7_6H:BRD-K90163207-001-01-1:3.3371,MUC.CP004_MCF7_6H:BRD-K90163207-001-01-1:1.1124,MUC.CP004_MCF7_6H:BRD-K90163207-001-01-1:0.3708,MUC.CP004_MCF7_24H:BRD-K90163207-001-01-1:10.0112,MUC.CP004_MCF7_24H:BRD-K90163207-001-01-1:3.3371,MUC.CP004_MCF7_24H:BRD-K90163207-001-01-1:1.1124,MUC.CP004_MCF7_24H:BRD-K90163207-001-01-1:0.3708
5720,-1.13582909107,-1.54816937447,-0.715600013733,-0.293460100889,-0.468856394291,-1.02813994884,-1.04966664314,-0.679362535477,1.24440252781,0.38286870718,-0.696350216866,-0.89739638567,0.604859828949,2.3365778923,-0.0700999870896
466,-0.460258692503,-0.929018437862,-0.270449995995,-2.57514476776,-0.948099017143,-1.10204553604,-0.507400035858,0.95654040575,0.649705410004,1.26376748085,0.869340062141,-0.476562023163,-0.906006455421,-0.224766522646,-0.18979999423
6009,-1.21669054031,-1.24956989288,-0.841099977493,-0.34312993288,-0.104216039181,-1.1269299984,-0.348633348942,-0.0230594575405,-0.28714415431,-0.221977949142,0.440995752811,0.876502990723,0.31036478281,0.513586163521,0.174566671252
2309,0.0776290893555,-0.767206668854,1.32910001278,-0.815800428391,-0.444666415453,-0.873157799244,0.680566728115,-0.112257421017,-0.457941561937,-0.806278347969,-1.0664100647,-0.23401170969,-0.842834413052,-1.22841763496,-0.755066752434
387,-0.932474315166,-1.241512537,-0.724500060081,-0.438456892967,-1.11329054832,0.28782966733,0.131833344698,-0.514442682266,0.210886225104,-1.08035862446,0.376782476902,0.734265804291,0.158662497997,-0.184455320239,-0.057733297348
3553,0.733677744865,4.65214490891,2.33925008774,2.65809202194,3.62194919586,3.1611123085,0.55356669426,-0.770173370838,-0.457828611135,0.321595042944,0.103155091405,-0.0217004604638,1.32560348511,0.66554749012,0.421666681767
427,0.625419437885,-0.568946361542,-0.109850019217,-0.0303858891129,-1.71923613548,-1.50321304798,-0.214466691017,0.839946508408,1.38833856583,0.177512437105,1.0435936451,0.199474304914,-0.893563985825,0.221025213599,0.231666654348
5898,-0.110122025013,-0.375555157661,-0.0952499955893,0.0131753832102,0.583079278469,-0.0810081288218,-0.892800092697,0.511173188686,0.424397736788,0.759143650532,1.06984126568,-2.02746915817,0.192546397448,-0.118708655238,0.797233343124
23365,0.162674099207,0.35629221797,-1.01444995403,0.93616694212,-0.769376277924,-0.113456785679,-0.517766654491,0.100665561855,0.309422314167,-0.136275589466,0.325042784214,-0.403637290001,0.586145579815,1.0070220232,-0.126466676593
6657,1.16860818863,1.32451736927,0.189700007439,0.444603770971,1.76447832584,1.87501740456,0.153799980879,-1.16480886936,-0.453969597816,-0.248926252127,-0.26696524024,0.205842360854,1.01163876057,0.745108604431,0.71229994297
5054,-0.366145193577,-0.267234474421,0.565700054169,0.711134672165,-0.483101844788,0.974679172039,0.213233351707,0.396422564983,0.0194255113602,0.437378525734,-0.77034163475,-0.212286055088,0.306181520224,0.343801438808,-0.332466632128
3108,-0.0179310701787,-0.714244902134,0.0770500004292,0.31751832366,-0.132964879274,0.226777940989,-0.447733402252,-0.0637149810791,-0.615613102913,2.12320804596,0.840714216232,0.723602831364,-0.973695874214,0.017785847187,-0.0869999825954
1950,1.66322016716,1.34266269207,1.05574989319,1.49596369267,2.25295066833,1.01625967026,-0.0794999599457,-0.409750163555,-0.42596578598,0.734881281853,-0.620912969112,0.711372375488,0.220143318176,1.53166389465,0.568899989128
351,0.280283600092,-0.220375582576,-0.446850001812,1.4476774931,0.31323248148,0.544982433319,-0.614800035954,0.329895555973,0.442212790251,0.923254966736,0.112432509661,0.180963650346,0.607657074928,1.52475678921,0.378033339977
4846,-0.288978695869,0.47085416317,0.249149993062,-0.141364753246,-1.14633846283,0.182230114937,0.126066684723,0.766525626183,-0.276611626148,-0.388266324997,-0.491735726595,0.313999265432,-0.771946430206,0.180216014385,-0.320666670799
1452,-0.570027053356,0.260157525539,0.0269000008702,-0.769303619862,-0.0370904058218,-1.85868048668,-0.154333338141,-1.93922972679,0.221748739481,-0.753377735615,0.139697209001,-0.142771571875,-1.04043483734,-0.083771109581,-0.219833374023
4776,1.16673874855,2.03215789795,1.84609997272,2.64798784256,3.7941057682,2.88482427597,0.947966635227,-0.987818479538,-0.225631803274,0.243683591485,-0.559214055538,0.0704786777496,0.903194487095,0.690298676491,0.273000001907
6908,-0.782490968704,-0.931403636932,0.067749992013,-2.17430615425,-1.81636154652,-0.0189294219017,-0.603300035,-0.149521589279,-0.314031630754,0.144947186112,0.792333245277,0.308220475912,-0.303085565567,-0.669919133186,-0.547466754913
672,-0.0150040676817,-0.118306726217,0.0,-2.45374083519,-0.34582477808,1.05194544792,0.223133340478,0.866775631905,-0.223808988929,0.765855908394,1.54929888248,-0.243278548121,-0.891554355621,-0.0440959334373,-0.0951999872923
5710,-0.272011101246,-0.971442341805,-1.17295002937,-0.335016012192,-1.69312918186,-1.17224681377,-0.169966667891,-0.500967204571,-0.0907983109355,0.0874104499817,0.574652850628,-0.176159843802,-0.87563419342,-1.08743143082,-0.0646333545446
2115,0.634308457375,-0.544691324234,-0.607300043106,0.0105240270495,-0.722098827362,1.76783704758,-0.276699960232,-1.0418446064,0.52923309803,-0.918766021729,-1.86586689949,0.160313531756,0.857012689114,0.754030585289,0.620133399963
7015,0.974305093288,0.457025170326,3.57170009613,0.819817245007,3.21338748932,1.27490985394,0.150033324957,-0.796774625778,-0.0439360141754,-0.0542961806059,-0.140940755606,0.172289937735,0.572761654854,0.727712035179,0.411500036716
8726,-0.977294385433,0.0458482056856,-1.1426500082,-0.917405545712,-1.56231284142,1.20475447178,0.445700019598,0.755161643028,0.522976517677,1.11271846294,0.424988090992,-0.191090166569,-0.42095220089,-0.413454413414,0.293033331633
2185,0.889494299889,1.44336116314,0.356799960136,2.16832590103,2.29322814941,2.31066942215,0.246033370495,-0.542002797127,-0.165633291006,0.0649958625436,-0.839511752129,0.183832466602,1.19924271107,1.13285660744,0.461800038815
3315,-0.385624885559,0.2087597996,-0.487399995327,0.333088189363,-0.18599639833,-1.86162185669,-0.158666670322,0.417331814766,0.0425568968058,-1.57889688015,-0.698247969151,-0.762401163578,0.331044703722,-1.69132709503,-0.570533394814
5289,-0.0456758365035,0.476695001125,0.327549993992,-0.865809798241,1.55491375923,1.09575414658,0.939599990845,-0.717555761337,-0.0161319077015,0.766010940075,0.800163507462,0.345065802336,0.22603264451,0.106338918209,1.47063326836
868,0.214624106884,0.876439094543,-0.0332999974489,0.201850086451,-0.338705211878,0.1034258008,0.638833343983,-0.32015439868,-0.0374569445848,0.089870929718,-0.301394402981,0.296226650476,0.714296936989,0.32219940424,0.0614666640759
1677,0.312806755304,0.662052989006,0.464550018311,0.735350489616,1.01135003567,0.362209975719,0.523166656494,-0.0941957831383,-0.330371141434,-0.17010961473,-0.490046352148,0.190746098757,0.305005520582,1.02201843262,0.767033338547
7043,0.620912492275,1.29646325111,0.0227999985218,2.95270729065,1.05607914925,-0.503011405468,1.08656668663,-0.354456484318,-0.462955027819,-0.374343335629,0.28008171916,-0.39823231101,1.15377557278,0.138027697802,0.424533307552
5613,1.62170529366,2.1837053299,1.31220006943,1.24366414547,1.57132971287,1.3819975853,0.735400021076,-0.0837884992361,-0.410841614008,-0.113152205944,0.118977464736,0.0864047110081,1.38955235481,0.996321201324,1.06326663494
595,-0.417987793684,-0.421420365572,0.14849999547,0.223086982965,-1.2140212059,-0.294344723225,0.479566693306,-0.603132843971,-0.207003265619,-0.514937996864,-0.794023096561,0.242013290524,0.100595779717,-1.23782920837,-0.206133335829
4793,0.123257435858,-0.61876809597,0.462749987841,-0.252237379551,-0.954270660877,-0.794952988625,-0.642866671085,-0.663180351257,-0.508691430092,-0.58225941658,-1.57802200317,0.032100841403,-0.322826653719,0.55490475893,-0.0218333303928
2736,0.563907623291,0.981470227242,-0.42974999547,0.295388638973,1.96453928947,2.08010482788,-0.215766653419,-0.59959924221,0.065690971911,-0.157793521881,-0.387830913067,0.301331937313,1.43504953384,0.661663472652,0.807066679001
5290,1.05009555817,1.18600440025,2.29964995384,2.6225976944,3.79534721375,3.30855321884,1.0679666996,-0.648703217506,2.34314274788,0.402923941612,-0.241008982062,0.461246579885,1.21924507618,0.638123750687,0.663000047207
6194,-0.543994426727,0.422697633505,-0.152449995279,0.75020968914,-0.53741645813,-0.180787235498,-0.69183331728,0.219049274921,0.383585214615,-4.34690523148,0.0280229076743,-0.217829763889,-0.400894641876,-0.89307820797,-0.0227000005543
1676,0.861796319485,1.79410815239,1.7010999918,3.1288793087,3.01862072945,2.35972619057,1.31206655502,-0.765037953854,0.149931848049,0.184694603086,-0.343053519726,-0.0290476083755,1.30780148506,1.06719577312,0.49826669693
23512,-0.699647545815,-0.432688593864,-0.867150008678,0.539763987064,-0.132151663303,0.135127648711,-0.711866736412,0.589810431004,0.66055136919,0.984139084816,0.322936326265,-0.625933349133,-0.830687344074,-0.21805948019,0.774033308029
148022,-1.32520389557,-0.919208884239,-0.984300017357,-1.01667881012,-0.929016888142,0.3346580863,0.650033354759,0.0144329071045,-0.727457404137,-0.983649373055,0.160503402352,0.234469860792,0.94501054287,-0.475915133953,0.278166681528
