rid,DOS024_VCAP_6H:BRD-K09722997-001-01-8:5.01,DOS024_VCAP_24H:BRD-K09722997-001-01-8:5.01,DOS053_A375_24H:BRD-K09722997-001-01-8:5.01,DOS053_A549_24H:BRD-K09722997-001-01-8:5.01,DOS053_MCF7_24H:BRD-K09722997-001-01-8:5.01
5720,0.626549959183,-1.36158275604,0.054000005126,1.59739995003,0.194000005722
466,-1.48495006561,0.0170044600964,-2.16214990616,0.124700002372,-0.638300001621
6009,1.4184499979,-0.564869463444,0.448550015688,0.939499974251,0.120800003409
2309,1.32864999771,0.289497971535,-0.473399996758,2.34479999542,1.1467000246
387,0.966050028801,0.30506503582,0.947049975395,-0.0935999974608,-0.920700013638
3553,0.301999986172,-0.0818581879139,0.574450016022,2.80080008507,-0.0943000018597
427,-1.07400000095,1.38226556778,-1.28320002556,-0.170699998736,-0.163499996066
5898,-1.78684997559,0.529691755772,-2.10584998131,0.404399991035,-0.0832000002265
23365,0.817899942398,0.367736250162,-0.819750010967,3.07450008392,0.299499988556
6657,0.0898499935865,-0.539857268333,0.0844999998808,1.27960002422,-0.453200012445
5054,-0.131850004196,0.453196942806,-0.131099998951,1.10109996796,-0.348399996758
3108,-0.128800004721,0.0134471058846,0.318949997425,2.59549999237,-1.20140004158
1950,-0.556699991226,-0.631137430668,-0.134149998426,1.4754999876,0.130099996924
351,-0.661500036716,-0.465489625931,-0.184250026941,-2.9279999733,2.76609992981
4846,1.33459997177,0.213645994663,0.169299989939,5.39629983902,-0.717700004578
1452,1.49825000763,0.537749767303,0.519699990749,0.740999996662,-0.493000000715
4776,0.315699994564,0.509244978428,1.51684999466,1.3517999649,0.194299995899
6908,1.70264995098,0.242911249399,0.643700003624,1.5068000555,-0.497500002384
672,-2.11745023727,1.52405321598,-0.726599991322,-1.12989997864,-0.0732000023127
5710,1.12615001202,0.304185271263,0.383049994707,-3.38179993629,-0.575699985027
2115,0.274450004101,-0.853052318096,0.00130000710487,-0.306300014257,-0.167999997735
7015,-0.144300013781,0.686877965927,0.367100000381,0.87190002203,-0.117200002074
8726,-1.67754995823,1.92218160629,-2.25285005569,-0.617500007153,4.90999984741
2185,0.354750007391,0.814193964005,0.125750005245,1.47749996185,-0.890600025654
3315,0.180500000715,0.929251670837,0.827849984169,-1.36349999905,0.674499988556
5289,0.0171499997377,0.321590662003,-0.0772500038147,1.44099998474,-0.963100016117
868,0.26890000701,-0.247890144587,-0.182550013065,2.6006000042,0.584999978542
1677,0.178649991751,1.09416770935,-0.29675000906,1.03240001202,-0.899999976158
7043,0.430000007153,1.05991482735,0.184349998832,1.92569994926,-0.069200001657
5613,0.00629999954253,-0.304529607296,-0.57950001955,0.544499993324,0.737699985504
595,0.604399979115,0.223103776574,1.75564992428,0.713500022888,0.5583999753
4793,2.31550002098,0.472885727882,2.11855006218,2.96110010147,0.976499974728
2736,0.19224999845,-0.39854413271,0.916149973869,1.30040001869,0.0666000023484
5290,-0.464500010014,-1.75552809238,0.365050017834,0.639999985695,0.299100011587
6194,-0.828299999237,0.0206570401788,0.310499995947,0.674499988556,0.000699999975041
1676,-0.0816500037909,0.329988628626,0.446949988604,0.759400010109,0.766600012779
23512,-0.781350016594,0.183796197176,-0.594850003719,-1.76139998436,-0.108099997044
148022,1.42174994946,7.98225688934,3.81865000725,1.1371999979,0.296799987555
1906,-0.550949990749,0.197031736374,0.450349986553,-4.0109000206,-0.845899999142
8878,1.31220006943,2.01791810989,-0.580550014973,-0.882899999619,1.27250003815
3091,0.711600005627,-0.891195416451,-1.76569998264,-0.310000002384,0.791499972343
5743,0.0865999981761,1.26594638824,0.865100026131,-0.867500007153,1.75100004673
5321,-0.488399982452,-0.0749341621995,0.540600001812,-6.29729986191,0.0
4144,0.101150006056,-0.748487472534,-1.55550003052,-0.838500022888,-1.71039998531
1981,1.14114999771,0.556818127632,1.3220500946,-0.111900001764,-0.789499998093
695,0.874650001526,-0.158935159445,0.495000004768,2.54349994659,0.768700003624
10398,-0.21289999783,0.836690366268,0.247299998999,1.29509997368,-0.286799997091
5708,-0.145000010729,0.894630789757,-0.535250008106,0.323300004005,0.610300004482
1213,0.664600014687,1.4345510006,1.85080003738,-0.121500000358,-0.616100013256
226,0.315549999475,0.530586779118,0.273449987173,0.452100008726,-1.36720001698
6777,0.439799964428,0.0796048939228,0.665149986744,-0.381399989128,2.83879995346
2113,-0.0774499997497,-0.142303004861,-0.598250031471,0.114500001073,-2.48889994621
3329,0.481949985027,0.772969484329,0.358500003815,0.61369997263,0.721899986267
1050,2.21845006943,1.48973977566,-1.04419994354,1.05379998684,0.837700009346
9491,0.0537999868393,-0.452387720346,0.396349996328,0.905099987984,0.016799999401
22926,-0.765699982643,0.138354539871,0.800599992275,1.22889995575,-2.28110003471
5899,0.151200056076,0.731442570686,2.43545007706,-1.03410005569,-0.322699993849
5467,0.838349997997,1.08096265793,2.26824998856,2.09150004387,-0.507799983025
6774,1.06279993057,0.0196835845709,-0.532249987125,1.89699995518,1.04180002213
1788,0.0625,-0.200391560793,0.115950018167,-0.232299998403,-1.89999997616
5921,-1.43359994888,0.377803623676,0.0849000066519,2.14989995956,0.235300004482
5721,1.02824997902,-0.0367874950171,-0.148799985647,-1.08000004292,-0.293999999762
2263,-0.455149978399,-0.470892459154,0.740649998188,0.195199996233,-0.0168999992311
808,0.343499988317,0.437983721495,-0.0230499953032,0.0759999975562,0.946600019932
30001,0.625,0.367975562811,0.0955000072718,1.68760001659,-0.869599997997
348,0.352300018072,0.216203793883,-1.32455003262,0.502699971199,-0.574100017548
30849,0.725899994373,0.338587522507,0.549049973488,1.02859997749,0.378199994564
1454,0.92334997654,-0.245005369186,0.101649999619,2.09340000153,-0.0254999995232
6500,-0.495199978352,0.0685606896877,-0.0446499884129,1.84189999104,0.332300007343
