rid,CPC005_A375_6H:BRD-A79226577-003-01-1:10,CPC005_A375_24H:BRD-A79226577-003-01-1:10,CPC005_A549_6H:BRD-A79226577-003-01-1:10,CPC005_A549_24H:BRD-A79226577-003-01-1:10,CPC005_HA1E_6H:BRD-A79226577-003-01-1:10,CPC002_HA1E_6H:BRD-A83859836-003-02-8:10,CPC005_HA1E_24H:BRD-A79226577-003-01-1:10,CPC002_HA1E_24H:BRD-A83859836-003-02-8:10,CPC005_HCC515_6H:BRD-A79226577-003-01-1:10,CPC002_HCC515_6H:BRD-A83859836-003-02-8:10,CPC002_HCC515_24H:BRD-A83859836-003-02-8:10,CPC005_HT29_6H:BRD-A79226577-003-01-1:10,CPC005_HT29_24H:BRD-A79226577-003-01-1:10,CPC005_MCF7_24H:BRD-A79226577-003-01-1:10,CPC002_PC3_6H:BRD-A83859836-003-02-8:10,CPC002_PC3_24H:BRD-A83859836-003-02-8:10,CPC002_VCAP_6H:BRD-A83859836-003-02-8:10,CPC002_VCAP_24H:BRD-A83859836-003-02-8:10,CPC005_MCF7_6H:BRD-A79226577-003-01-1:10,CPC005_PC3_6H:BRD-A79226577-003-01-1:10,CPC005_PC3_24H:BRD-A79226577-003-01-1:10,CPC005_VCAP_6H:BRD-A79226577-003-01-1:10,CPC005_VCAP_24H:BRD-A79226577-003-01-1:10,CPC011_A375_6H:BRD-K50866992-003-07-9:10,CPC011_A549_6H:BRD-K50866992-003-07-9:10,CPC011_A549_24H:BRD-K50866992-003-07-9:10,CPC011_HA1E_6H:BRD-K50866992-003-07-9:10,CPC011_HT29_6H:BRD-K50866992-003-07-9:10,CPC011_MCF7_6H:BRD-K50866992-003-07-9:10,CPC011_MCF7_24H:BRD-K50866992-003-07-9:10,CPC011_PC3_6H:BRD-K50866992-003-07-9:10,CPC011_PC3_24H:BRD-K50866992-003-07-9:10,CPC011_VCAP_6H:BRD-K50866992-003-07-9:10,CPC011_VCAP_24H:BRD-K50866992-003-07-9:10,CPC016_A375_6H:BRD-A83859836-003-02-8:10,CPC016_A549_6H:BRD-A83859836-003-02-8:10,CPC016_A549_24H:BRD-A83859836-003-02-8:10,CPC016_ASC_24H:BRD-A83859836-003-02-8:10,CPC016_HEPG2_6H:BRD-A83859836-003-02-8:10,CPC016_HT29_6H:BRD-A83859836-003-02-8:10,CPC016_MCF7_6H:BRD-A83859836-003-02-8:10,CPC016_MCF7_24H:BRD-A83859836-003-02-8:10,CPC016_NEU_24H:BRD-A83859836-003-02-8:10,CPC016_NPC_24H:BRD-A83859836-003-02-8:10,CPC016_SKB_24H:BRD-A83859836-003-02-8:10,CPD002_MCF7_24H:BRD-A79226577-003-14-4:10,CPD002_MCF7_6H:BRD-A79226577-003-14-4:10,CPD002_PC3_6H:BRD-A79226577-003-14-4:10,CPD002_PC3_24H:BRD-A79226577-003-14-4:10
5720,0.245736837387,0.421639859676,0.871416449547,-1.56356680393,0.574100017548,-0.168635234237,0.78616219759,0.892466127872,0.378100007772,0.825185656548,-0.574744522572,0.77846622467,0.0587740689516,0.671610534191,-0.279586136341,-0.640255331993,-0.157123163342,-0.400833368301,0.487310111523,-0.260953009129,0.210265979171,-1.00949525833,1.24164998531,-0.498048663139,0.533992409706,-1.1583660841,0.902599990368,-8.54339122772,0.0663999989629,-3.28369998932,-0.318178087473,-1.18764185905,0.481115549803,-0.335345119238,0.35128724575,0.126599997282,0.649819016457,-0.717133283615,0.0535554885864,0.666811406612,0.292149990797,-0.0867006331682,-0.454570323229,0.320657759905,-0.346960484982,0.825709342957,0.735396802425,-0.143150001764,1.54830288887
466,0.70537006855,0.757955491543,-0.216827630997,0.252366662025,0.318450003862,-0.116919755936,-0.0960292965174,0.49700281024,0.121050000191,0.650603652,-0.563947081566,0.316006153822,-0.538311123848,0.899307310581,-0.0863644406199,0.041137188673,-0.0543950423598,-0.465633332729,0.272867500782,-0.0557969436049,-0.0734492391348,0.00972998142242,0.377192109823,-0.415063649416,0.401183158159,0.875121116638,-0.227249994874,1.84756207466,0.132949978113,-2.81439995766,-1.68160772324,-0.275350958109,0.424419671297,-0.190189987421,0.569924890995,-0.187399998307,0.431789875031,0.380100011826,-1.07279324532,0.528094649315,0.231399998069,-2.61846446991,0.140116423368,0.26079455018,-0.265505850315,1.52229046822,0.103827819228,-0.118550002575,-0.206765413284
6009,0.486005842686,0.608341872692,-0.353584289551,-0.929999947548,-0.271899998188,-0.306215405464,-0.259317606688,0.35383322835,0.192050009966,0.138699620962,-0.990540325642,0.43178999424,-0.179650694132,-0.297779321671,0.182934731245,0.124208971858,-0.647656917572,-0.141233339906,-0.685623347759,-0.716786265373,-0.35864380002,0.312732189894,0.769500374794,0.0705445557833,-0.388858556747,0.711787462234,1.26510000229,-0.360472410917,-0.359050005674,-2.91319990158,-0.194307118654,-0.11557969451,0.0367489270866,0.115788012743,0.410651803017,-0.0533500015736,0.239560365677,0.319900006056,1.15788698196,-0.218129336834,-0.909500002861,0.402720302343,-0.788454651833,0.665857553482,-0.105477392673,0.55158996582,-0.325647771358,1.10144996643,0.221107602119
2309,-0.271437615156,0.362853556871,-0.314581751823,-0.440566688776,-0.427999973297,0.525221824646,0.351063400507,-0.178040504456,-0.228300005198,0.17482714355,-0.461459219456,-0.182661503553,-0.226901322603,-0.100362837315,-0.025399947539,0.100626021624,-0.736766934395,-0.274266690016,-1.03662323952,-0.511736392975,0.446936011314,-0.998116672039,-0.217950969934,0.139086917043,2.90450906754,2.81118392944,1.13954997063,1.29659032822,0.675800025463,1.07155001163,0.327063053846,0.290044426918,0.353374242783,-0.182778507471,0.280586600304,-0.39904999733,-0.279190391302,-0.0586000010371,-0.87657636404,-0.846248209476,-0.175899997354,1.63791513443,0.156327843666,0.0020537674427,-0.0219952762127,-0.676916837692,0.644649386406,0.56099998951,1.60837721825
387,0.136062264442,0.343960016966,0.127089515328,0.83160007,-0.852550029755,1.47487950325,0.762641847134,1.35339069366,0.1956499964,1.41350769997,-0.280411243439,0.0342320799828,0.36899164319,-0.0832162052393,0.808035373688,0.412427246571,-0.655796349049,1.21480000019,0.194806024432,0.145626157522,0.185265898705,-0.568229913712,0.097787514329,0.0622929930687,0.383774638176,0.207395672798,0.599849998951,1.6386269331,0.507600009441,-0.645150005817,0.767530798912,0.332436084747,-1.16767024994,0.0723891928792,-0.143337056041,-0.22864998877,-0.571481466293,0.150899991393,0.65805119276,-0.75360918045,-0.15625,0.0640508979559,0.0520420074463,-0.462931662798,-0.591756224632,0.191796675324,0.516859650612,1.31745004654,0.106414057314
3553,-0.422002851963,-0.280925154686,0.124479204416,0.140733331442,0.474500000477,-0.337231218815,0.476143836975,-0.481050461531,-0.695450007915,-0.642820715904,0.164104402065,0.299271017313,0.646694600582,-0.254084974527,0.130483999848,0.550801038742,-0.098851621151,0.0178333371878,0.376594603062,-0.342756479979,0.327422618866,1.79246044159,-0.309792548418,-0.0438607260585,-0.399982839823,-0.897191345692,-1.95165002346,1.55976045132,1.78145003319,2.92479991913,-4.98098993301,-4.65952110291,0.106059171259,0.64615213871,-0.3282558918,0.499850034714,0.465714633465,0.162166625261,0.849777519703,0.78752809763,-0.719099998474,0.594210684299,1.09526956081,-0.741598844528,0.0240399912,-0.969249844551,-0.83552634716,0.101750001311,0.408096551895
427,0.963847100735,-0.410713911057,0.349169015884,-0.452166676521,-0.197899997234,0.298050314188,0.774080753326,0.38303181529,-0.86804997921,0.0486995577812,0.151690244675,0.282081842422,-0.760523021221,-0.331247270107,-0.199884772301,0.092994980514,-0.166671365499,-0.251433342695,0.0122756604105,0.0442659184337,0.601873040199,-0.133380204439,0.340543448925,-0.117435403168,0.527710556984,0.738560914993,0.148849993944,2.05844259262,0.280900001526,-0.0461000204086,-1.20886600018,-0.202233895659,-0.0867250338197,-0.517917513847,-0.611249566078,-0.0307500064373,0.119139969349,0.439266681671,-0.0507405549288,-0.626776754856,1.38864994049,-0.898041725159,-0.340579867363,-1.2281576395,0.0460542105138,0.229666888714,-0.413884431124,-0.0351500064135,-0.141518831253
5898,-0.187653750181,0.666434586048,-0.239723443985,0.545166730881,0.641600012779,0.292292326689,-0.418656468391,0.851115703583,0.0901999920607,0.215207308531,-0.513912141323,-0.260706573725,-0.560565114021,0.207802832127,-0.245742455125,-0.129397302866,0.678086638451,0.962300002575,1.18921411037,0.0665860623121,-0.362649857998,1.89201140404,-0.619098722935,-0.80624037981,-0.563789069653,-0.409177571535,-0.302750021219,-3.95733642578,0.0521000027657,-0.836149990559,-2.16898775101,-0.0387669950724,-0.0901306122541,-0.240490958095,0.0388782992959,-3.27425003052,-0.91257750988,-0.818033337593,-0.33161726594,0.453636556864,0.113999992609,-1.29890334606,0.471421539783,-0.306305587292,-0.737945020199,0.443726480007,-1.80980634689,-0.0336999893188,-0.887679874897
23365,0.616578221321,0.430689930916,0.0337196812034,0.568466663361,0.275750011206,0.303511291742,-0.0232427120209,0.493359476328,0.0742999911308,-0.183599948883,0.469735085964,-1.16104328632,-0.135758563876,0.28490498662,0.205617770553,0.502759873867,-0.117050535977,0.44036668539,-0.231749564409,0.764648616314,0.711427986622,0.790266215801,0.185999587178,0.523013710976,-0.454666644335,-0.446942031384,-0.801249980927,1.25528156757,1.59864997864,1.84975004196,0.123131290078,-0.372551620007,-0.0111350286752,-0.912003338337,-0.80426877737,0.250750005245,0.640298724174,-0.282766669989,-0.40724170208,-0.208097338676,-0.310099989176,0.438625216484,-0.864090323448,-0.0661254823208,-0.0884210541844,0.240819364786,-0.748170614243,2.74495005608,-0.154531225562
6657,-0.143383547664,0.366852164268,-0.318807095289,-0.358400046825,-0.343950003386,-0.0708062425256,0.410345315933,-0.254256039858,-0.375699996948,-0.514469742775,0.829159617424,-0.243626743555,-0.191068738699,0.126958250999,-0.499544918537,0.420044481754,-0.143220096827,-0.456833362579,0.590725839138,0.00523740053177,0.725571036339,0.914104878902,0.19497653842,0.724429905415,-1.73092269897,-2.57237124443,-1.32220005989,1.49411571026,0.700900018215,2.14485001564,0.00871187448502,-0.244803845882,-0.629027485847,0.509958267212,-0.756417632103,0.389550000429,1.0660649538,-0.462166666985,0.118067264557,0.970435917377,-0.742850005627,0.228705763817,-0.301407456398,-0.105655565858,-0.289909034967,-1.04159414768,-1.00471758842,-0.497799992561,-1.06715261936
