rid,DOS026_VCAP_6H:BRD-K16034108-001-01-5:5.03,DOS026_VCAP_24H:BRD-K16034108-001-01-5:5.03,DOS048_A375_24H:BRD-K16034108-001-01-5:5.03,DOS048_A549_24H:BRD-K16034108-001-01-5:5.03,DOSBIO001_A375_24H:BRD-K16034108:10.0611,DOSBIO001_A549_24H:BRD-K16034108:10.0611,DOSBIO001_HT29_24H:BRD-K16034108:10.0611,DOSBIO001_MCF7_24H:BRD-K16034108:10.0611,DOSBIO001_PC3_24H:BRD-K16034108:10.0611,DOSBIO001_NEU_24H:BRD-K16034108:10.0611,DOSBIO001_NPC_24H:BRD-K16034108:10.0611
5720,-0.733399987221,-2.22950005531,-0.335049986839,0.963150024414,0.282471299171,0.0859342813492,0.0271230638027,0.40498906374,1.31174206734,1.27705001831,0.347246497869
466,0.644450008869,-1.76690006256,-0.0720500051975,-0.76709997654,0.115330815315,-0.586976110935,0.750792682171,0.0132390707731,1.55765485764,0.583649992943,0.261650621891
6009,-1.08035004139,-2.67430019379,0.21724998951,0.756299972534,1.10186851025,-0.293049305677,0.292062342167,0.633983969688,1.00003671646,0.183900013566,0.177226662636
2309,-0.216949999332,-4.62975025177,1.89400005341,0.260550022125,-0.0252007171512,0.138997122645,-0.940971791744,-0.503317475319,0.546853482723,0.757250010967,0.219652861357
387,-0.446349978447,-0.00569999963045,2.48315000534,0.167049989104,-0.379880964756,-0.0594246834517,0.730054318905,0.645278215408,1.24501955509,0.153099998832,-0.315083950758
3553,-1.15925002098,1.53285002708,-0.619449973106,-0.493149995804,0.660225868225,0.743958830833,0.259701669216,-0.472080349922,-0.584686279297,-0.218150004745,0.0299316644669
427,1.09729993343,-0.545000016689,0.50830000639,-0.547950029373,0.155375659466,0.0926610678434,-0.367568731308,-0.57092577219,0.956980347633,-0.413949996233,0.116886913776
5898,0.551550030708,-1.08050000668,-1.26335000992,-0.303550004959,0.04923607409,0.00212977826595,0.347973763943,0.628251254559,0.879063904285,-0.0928000211716,-2.12037372589
23365,0.581500053406,-0.168749988079,-1.3234500885,-1.14454996586,-0.517803132534,-0.821147799492,-0.377620697021,-0.51085203886,-0.84225332737,0.30759999156,-0.563421607018
6657,-0.13670001924,2.43060016632,0.60900002718,0.802299976349,1.60561776161,0.715152680874,0.13518884778,-0.152894496918,-0.732828378677,0.0798000097275,-1.0208170414
5054,-0.0842999964952,2.91149997711,-0.547800004482,-0.960399985313,0.0468109175563,-0.826560199261,2.47939825058,-0.461563915014,-0.293694287539,-0.820150017738,-1.31236577034
3108,0.0250999927521,-1.20554995537,1.64749991894,0.204449996352,-0.450097620487,0.527388095856,-0.19655443728,0.225601017475,-0.520602166653,0.223299995065,-0.264689087868
1950,-0.00200000032783,0.751800000668,2.31505012512,0.656949996948,0.577152848244,1.1982831955,-0.402707129717,0.124599069357,0.0351523309946,-0.776149988174,-0.324852377176
351,0.266999989748,-0.850499987602,1.75559997559,-0.0578499995172,0.549408972263,0.352406412363,0.641839265823,-0.459848403931,0.30692383647,0.520349979401,-1.24940979481
4846,-0.814599990845,0.111049994826,1.09609997272,-0.650900006294,0.182196378708,1.14692652225,-0.0524002537131,0.812195837498,-0.91671037674,0.247550010681,-0.667328715324
1452,-0.140049993992,-0.867850005627,0.624549984932,0.624599993229,0.693898618221,0.408830463886,0.916427373886,0.150882691145,-0.0346773937345,0.723450005054,0.383364796638
4776,-0.651449978352,5.87585020065,0.606249988079,0.39209997654,0.917917013168,0.271818727255,-0.299980580807,-0.619368553162,-0.267809867859,-0.553399980068,-1.25226676464
6908,0.310099989176,-0.92040002346,1.83165001869,1.30509996414,0.512819051743,-0.079500079155,0.533576190472,0.745033621788,2.27158164978,0.882950007915,1.02651667595
672,0.909200012684,-0.590300023556,-1.4904499054,-1.71144998074,0.212441921234,0.0993433892727,-0.413824468851,0.604164421558,0.0699446797371,-0.214350000024,0.927768349648
5710,0.0233999937773,-1.43624997139,0.363750010729,-0.714150011539,-0.432121157646,-0.598910927773,1.1743285656,0.463198840618,1.20434904099,0.984400033951,-0.2358507514
2115,0.0935999900103,0.320699989796,-0.0430999994278,0.117749996483,-0.607039690018,0.727179288864,-0.876933336258,-0.47258540988,-0.0460105091333,0.090150013566,-0.95938116312
7015,-0.588850021362,0.243450000882,0.211300000548,0.138050019741,-0.0795785784721,0.259703874588,-0.503185272217,-0.394887506962,-0.416022747755,-0.340849995613,0.422107160091
8726,0.551299989223,0.193599998951,-0.902999997139,-0.913850009441,0.535018444061,-0.197281330824,-0.0898585915565,0.0814860165119,0.424679160118,0.808600008488,-2.26415324211
2185,-0.799399971962,0.896300017834,0.81274998188,0.172299981117,0.871641099453,1.15553438663,0.094033703208,-0.733850955963,-1.22020804882,-0.652300000191,0.348905861378
3315,-0.391799986362,0.673650026321,0.837600052357,0.146650001407,-0.160146400332,-0.030220285058,-0.385636568069,-0.322710424662,0.578702092171,-0.855799973011,-0.201391875744
5289,0.490649998188,-0.463500022888,-0.179250001907,0.368799984455,-0.0546650886536,0.914978861809,-0.217138841748,-0.501245558262,0.107638895512,0.192200005054,0.355239868164
868,0.103450000286,0.776200056076,0.253299981356,-1.43844997883,-0.224822998047,0.652986824512,0.122867181897,-0.788263976574,-0.636590480804,1.19934999943,-1.5756855011
1677,-0.0385000109673,-0.0881499946117,1.35794997215,0.441799998283,-0.35152348876,0.661951243877,-0.0296000801027,0.286510020494,0.275352030993,-0.20284999907,0.264404594898
7043,-0.355200022459,1.04589998722,0.031199991703,-0.032049998641,0.897375941277,-0.0803882181644,0.601863205433,0.0897239297628,0.233598083258,-0.719150066376,0.0894985198975
5613,0.412100017071,1.58735001087,0.891950011253,-0.418550014496,1.1906607151,0.953705191612,-0.0722286999226,-0.523181915283,0.927368760109,0.186049997807,-0.311552345753
595,-0.556149959564,0.743499994278,0.502950012684,0.331449985504,-0.0120991170406,-0.883143007755,1.00926089287,0.40884155035,0.446386814117,0.113650001585,-0.931515932083
4793,-0.690150022507,-0.151699990034,0.979600012302,0.200599998236,-0.645093142986,-0.727712392807,-0.463132441044,0.255737870932,-0.431767165661,0.225050002337,-0.385849922895
2736,-0.609299957752,1.32494997978,-0.435050010681,0.594799935818,0.017067477107,1.48083031178,0.886835813522,-0.584619283676,-0.434926509857,-0.525399982929,0.206181168556
5290,-0.580049991608,0.982399940491,0.867600023746,0.836950004101,0.0286208838224,1.11634707451,2.03893828392,-2.2179312706,-1.17152404785,0.169900000095,-0.0255703963339
6194,-2.36984992027,-0.184799984097,-0.499150007963,0.000300000014249,0.363404363394,-0.310771644115,0.0,-0.129545211792,0.0642879828811,0.00034999998752,-1.51997232437
1676,-0.382250010967,2.36124992371,0.199400007725,-0.867899954319,1.07550370693,0.850095152855,0.981371343136,-0.445938318968,-0.820621371269,-0.663299977779,-0.339757859707
23512,0.443899989128,-0.301249980927,0.931699991226,0.388599991798,0.466205835342,0.0633037686348,-0.0401400774717,1.09101736546,0.0819769948721,0.709500014782,0.523178219795
148022,0.0525500029325,0.279949992895,-0.482299983501,0.404550015926,-0.569317102432,-0.361742347479,0.185749545693,-0.408823221922,0.464662015438,-0.0535999983549,-0.856770157814
1906,-0.0499999970198,1.36024999619,0.987699985504,-1.02625000477,1.19520366192,1.44553494453,-0.043370693922,-0.2559658885,-1.3433380127,-0.442999988794,0.244910001755
8878,0.0374999940395,-2.21339988708,0.270350009203,-0.738550007343,-0.140569478273,-0.763751804829,0.680119276047,0.380467712879,-0.0510681122541,-0.205299973488,0.399820387363
3091,1.45834994316,1.39359998703,1.13209998608,0.677749991417,0.43922162056,0.622602164745,-0.556400120258,-1.12645673752,0.546645998955,0.34010002017,-0.377453446388
5743,-0.359750002623,-0.689449965954,1.22485005856,2.61424994469,-0.643567025661,0.0601056441665,-0.188543915749,-0.111997947097,-0.100955948234,-1.18990004063,-0.31706392765
5321,-0.404949992895,1.49300003052,-0.225899994373,-0.231650009751,0.721277534962,-0.0996573120356,0.197373822331,-1.15041959286,-0.506344854832,0.0521000027657,0.0321970246732
4144,-0.760500013828,-0.282600015402,-0.40680000186,0.723899960518,0.597498178482,-0.780710756779,-0.271942824125,-0.315779328346,-0.346738576889,0.922250032425,-0.145312547684
1981,-0.835850000381,1.05005002022,0.0592999979854,0.0892499983311,1.21459746361,1.2566857338,-0.244892805815,-0.0983050838113,0.445673942566,0.0337499976158,0.0117234773934
695,-0.0612999945879,0.503549993038,0.277099996805,0.679600000381,0.434817135334,0.703549385071,-0.25141108036,-0.239791542292,0.934341311455,-0.933349967003,0.131046354771
10398,-0.539349973202,0.268249988556,-0.140599995852,0.375149995089,1.14731526375,0.749025642872,0.97411519289,-0.118939891458,0.264335393906,0.318599998951,-0.605738043785
5708,-4.56160020828,1.59474992752,0.310649991035,0.0632499977946,0.363866865635,-0.159100264311,-0.533154547215,-0.38829010725,-0.468619346619,-0.430450022221,-0.313910901546
1213,1.02884995937,-0.21590000391,0.200300008059,-0.431150019169,-0.951370358467,-1.20364713669,-0.342674821615,0.296450167894,0.412559062243,0.626450002193,0.112842932343
226,-0.531100034714,-1.08955001831,-0.337550014257,0.442800015211,-0.645202457905,-0.648907899857,-0.230147927999,0.24533867836,0.152145072818,-0.0935499966145,-0.181113168597
6777,-0.791700005531,-0.76130002737,0.304000020027,0.0847000032663,0.613110542297,-0.295035302639,0.477646231651,0.140876203775,-0.276181489229,-0.292950004339,-0.29919230938
2113,-0.794699966908,1.16449999809,1.05615007877,-0.0581499934196,1.15683102608,0.954965949059,0.737747788429,-0.0416019558907,1.34108138084,-0.103299990296,0.128955125809
3329,-0.553900003433,-0.861350059509,-0.0543500036001,0.224800005555,-0.201615706086,0.255016416311,0.280315369368,0.554249167442,0.774325430393,0.909500002861,-0.527511835098
1050,0.137900009751,0.743499994278,0.55220001936,-0.060849994421,-0.213005751371,0.0396546423435,-0.221042647958,0.756068229675,0.47040322423,0.32365000248,-0.0273724384606
9491,-1.51744997501,5.10144996643,0.943949997425,-0.259199976921,-0.588286340237,-0.498954206705,0.122674375772,-0.817627549171,-1.47800588608,-0.265850007534,-1.10656380653
22926,-1.70770001411,-0.382899999619,-0.729699969292,-0.304399996996,-0.616101980209,-0.205171614885,0.222960844636,-1.43667149544,0.673365831375,-0.819599986076,-0.599506795406
5899,-0.148750007153,-0.167349994183,1.05895006657,0.00914999842644,-0.0584460347891,0.303637564182,0.642583727837,0.181517004967,0.550476670265,-0.773100018501,-0.927730202675
5467,-0.41345000267,-0.0616999864578,0.613649964333,-0.00519999861717,-0.117079630494,0.159182056785,-0.353386640549,-0.561484456062,-0.584769904613,-0.046599984169,0.808201611042
6774,0.330300033092,0.268449991941,-0.619599997997,0.737749993801,-0.163514539599,-0.36976236105,0.20140516758,0.626829624176,-0.913657009602,-0.0456500053406,-0.326317280531
1788,-0.64359998703,1.53065001965,0.386299997568,-0.362399995327,1.4464045763,0.458759009838,0.332400649786,0.371789336205,-2.03234291077,-0.932299971581,-0.194804772735
5921,-0.284150004387,-0.335550010204,-0.650499999523,-1.04390001297,-1.23243784904,-0.610965847969,0.404026955366,0.0662043616176,0.0650199204683,0.0311500132084,0.297260969877
5721,-0.319050014019,-2.29769992828,-0.0357000008225,-0.46489995718,0.406003475189,0.709357917309,-2.41718816757,0.579703330994,0.611710190773,-1.71654999256,0.855763137341
2263,-0.352999985218,1.6537001133,0.21075001359,0.724099993706,0.978781580925,0.189015701413,0.393477976322,-0.524760782719,-0.811476647854,-0.311800003052,0.567504525185
808,-1.09634995461,0.761550009251,1.20175004005,0.616400003433,0.0975676178932,0.233658567071,-0.427646189928,-0.693441867828,-1.22627782822,-0.74840003252,-0.811969637871
30001,0.151250004768,-0.902850031853,0.763749957085,-0.321350008249,-0.357811868191,0.526844441891,-0.0149129610509,-0.290781438351,-0.0783991515636,-0.717849969864,-0.508316755295
348,-0.589849948883,-0.21154999733,1.93834996223,0.398699998856,0.472532123327,1.07982635498,-0.0448223650455,1.13138473034,0.469666749239,0.113199979067,-0.114993840456
30849,0.0715999975801,-0.527899980545,0.679049968719,-0.478549957275,-0.603920161724,-0.220530182123,0.00763319432735,0.248456269503,0.306842535734,-0.132550001144,0.0299210846424
1454,0.069000005722,-0.615100026131,0.819249987602,-0.255750000477,-0.167888969183,-0.236276194453,0.377018481493,3.62691116333,1.18347918987,0.665300011635,0.0369388014078
6500,0.32025000453,-2.6427500248,0.0817000865936,-0.111250013113,-0.520227909088,-0.60923409462,0.0853151679039,0.756433427334,0.584974884987,1.18355000019,-0.651538729668
5627,-0.0702999979258,-0.481849998236,1.16705000401,0.317399978638,-0.500346779823,1.4481137991,0.154380857944,-0.842782437801,1.18840670586,-0.340250015259,0.669907331467
5715,0.263650000095,-0.555150032043,1.06774997711,0.000850021839142,-0.758902907372,0.0327693931758,0.74144667387,-0.182133466005,0.719237267971,-0.140699997544,-0.342332363129
4791,-0.645549952984,1.01300001144,0.973850011826,-0.0218500196934,0.320336580276,0.738049030304,-0.450915426016,-0.185312211514,0.286532878876,-0.585850000381,0.301297605038
56924,0.00644999742508,0.9429500103,-0.307700008154,-1.44604992867,0.212543293834,0.0733594819903,-0.340126752853,0.717295885086,0.138713091612,0.929200053215,-0.296949207783
2690,2.89809989929,0.150350004435,1.09165000916,0.917750000954,-0.547704339027,-0.358215481043,-0.500582814217,1.16836643219,1.15531897545,0.281300008297,0.667034804821
1019,0.901650011539,0.20530000329,-1.61669993401,-1.37825000286,0.484292626381,-0.361280292273,1.13332021236,-0.208507090807,0.526254653931,0.416150003672,0.575437664986
51422,-1.04585003853,-0.203699991107,1.30320000648,0.0310500003397,0.730643630028,-0.341819643974,-0.231599569321,0.989197731018,2.49366521835,-0.320550024509,-0.07275788486
5788,-0.750750005245,-0.588400006294,1.10675001144,0.172849997878,0.758345723152,0.923641681671,0.433842986822,-0.300481975079,0.519851386547,0.279949992895,0.0295817479491
6709,0.413049995899,0.0265999995172,1.77604997158,-1.75620007515,0.0179921388626,0.0840192437172,0.197860389948,0.542634963989,-0.0674328505993,-0.532199978828,-0.112487375736
1277,-0.40569999814,-0.404150009155,0.202050000429,0.451100021601,1.20045924187,1.55372738838,1.96388030052,-0.269122809172,-0.388460129499,0.172199994326,-0.388466417789
993,0.00854998826981,0.582749962807,0.490649998188,-0.430500030518,0.417290747166,0.904865264893,0.756220817566,0.168865382671,0.486018240452,0.311350017786,1.09214651585
7157,-0.380950033665,-4.26320028305,1.01100003719,-0.243600010872,-1.12889075279,-0.421969562769,0.700917363167,0.437123298645,0.103255107999,0.731199979782,-0.52935063839
1958,1.13890004158,-0.524950027466,1.40289998055,0.700749993324,-0.337054342031,5.50814056396,-0.796809673309,0.587493896484,-1.0980437994,0.485549986362,-0.871460318565
4582,-0.230949997902,-0.825950026512,0.0386999994516,-0.281199991703,-0.450340867043,0.183331131935,-0.80133998394,0.0622937530279,-0.116148397326,0.00125001370907,-0.0132529735565
9212,0.554449975491,1.73714995384,0.744799971581,-0.246500000358,0.403040647507,0.183548122644,0.672462642193,0.62900364399,0.320720613003,-0.514599978924,0.327677637339
8440,1.61000001431,-0.106700003147,-0.708449959755,0.314849972725,0.442661702633,0.0241021513939,-0.451576590538,0.74016225338,0.832419812679,1.0693500042,-0.107166603208
6790,-0.161199986935,-0.563350021839,0.970450043678,0.555250048637,-0.323979914188,-0.476869523525,0.261662960052,0.725660204887,0.401895701885,0.516149997711,0.50234746933
