rid,NMH001_FIBRNPC_6H:BRD-K08713111-001-01-9:10,NMH001_FIBRNPC_24H:BRD-K08713111-001-01-9:10,NMH001_NEU_6H:BRD-K08713111-001-01-9:10,NMH001_NEU_24H:BRD-K08713111-001-01-9:10,NMH001_NPC_6H:BRD-K08713111-001-01-9:10
5720,-1.44055008888,-1.46749997139,-0.525909721851,-1.34704995155,-5.78870010376
466,-0.357500016689,-1.20319998264,1.1252720356,0.587050020695,1.98469996452
6009,-0.287400007248,0.682399988174,0.868879675865,0.813950002193,-0.461199998856
2309,0.0545499920845,0.320300012827,0.264466673136,2.20015001297,5.11320018768
387,1.52830004692,2.41490006447,0.660474359989,0.580150008202,-2.67420005798
3553,-0.126399978995,0.765150010586,-0.0482439920306,0.00534999370575,0.913299977779
427,-0.465499997139,-1.11354994774,-0.152995407581,-0.784850001335,-2.40459990501
5898,-0.0931999981403,-3.2974998951,-0.364671826363,0.830399990082,1.86119997501
23365,0.754299998283,0.461299955845,-0.0587365627289,-0.0562999993563,0.322100013494
6657,-0.0597499981523,0.15530000627,-1.88819980621,-2.27219986916,0.506900012493
5054,-0.121899962425,-1.06965005398,0.505023121834,-0.0847000181675,0.384000003338
3108,3.59599995613,0.810549974442,1.85303640366,0.932200014591,4.52990007401
1950,-1.22804999352,1.31799995899,-0.0651315748692,-1.11170005798,-0.74169999361
351,-0.595950007439,0.324599981308,0.00160219811369,-0.00135000003502,0.410699993372
4846,1.34684991837,0.92619997263,0.170261323452,-0.102149993181,1.12919998169
1452,-1.20149993896,0.217999994755,-0.345075070858,0.261350005865,0.7174000144
4776,-0.683699965477,-0.499149978161,0.567667841911,-0.903799951077,1.49020004272
6908,-0.56400001049,-0.228899985552,-0.277682244778,1.09444999695,-0.292800009251
672,-1.99119997025,-0.384199976921,-1.96843624115,-1.74099993706,-3.11779999733
5710,-0.0939999967813,-0.435350000858,-0.80618751049,-1.08685004711,-0.488799989223
2115,3.15075016022,5.7484998703,0.237566053867,0.560799956322,-1.45630002022
7015,-1.12039995193,0.697250008583,0.492818713188,0.297949969769,3.92319989204
8726,0.473200023174,0.669550001621,1.11798357964,1.75110006332,0.740100026131
2185,0.0375999957323,0.743849992752,0.0552067756653,-0.0769499838352,2.30270004272
3315,0.842949986458,0.444000005722,-0.327199906111,0.977499961853,2.18379998207
5289,-0.318949997425,-0.0257000029087,0.239742785692,0.795549988747,7.99889993668
868,-0.666400015354,4.12085008621,-0.630144715309,-0.435050010681,-4.18240022659
1677,0.183800011873,1.21220004559,-0.480243980885,0.0524500012398,-0.0947000011802
7043,0.519649982452,0.427749991417,-0.00546729564667,0.287049978971,1.43029999733
5613,-0.8355499506,-0.0568000078201,-0.501674175262,-1.01400005817,-1.03569996357
595,-0.912699997425,0.139050006866,0.85478335619,0.214450001717,-3.11080002785
4793,0.325300008059,1.88334989548,0.379014670849,0.971499979496,0.083400003612
2736,0.954349994659,0.425550013781,-0.648420035839,-0.212000012398,0.668500006199
5290,0.714200019836,2.00710010529,0.256508290768,0.183250010014,1.34329998493
6194,1.32144999504,1.0109000206,-0.00727098248899,-0.00165000010747,1.43400001526
1676,0.356999993324,-0.676850020885,0.809441387653,0.391250014305,1.41559994221
23512,-1.60119998455,-0.801999986172,0.0787055641413,1.20185005665,-1.19330000877
148022,-1.08480000496,-0.431249976158,-0.224647715688,0.640299975872,2.65989995003
1906,-0.722050011158,-0.444849997759,0.380026400089,0.0734999775887,3.16779994965
8878,-0.115299999714,1.72535002232,2.06794381142,3.57474994659,2.91560006142
3091,-1.29910004139,-3.41144990921,0.00115818867926,0.337350010872,1.0476000309
5743,-1.18850004673,-0.535399973392,2.88138771057,-0.468649983406,-0.674499988556
5321,-0.381300032139,0.116799980402,-2.03609609604,-0.8492000103,1.84290003777
4144,-2.94274997711,-0.564249992371,-1.1195435524,-1.73025000095,-1.67750000954
1981,-0.625699996948,-0.679000020027,0.137553170323,0.091649979353,-1.74909996986
695,-1.58745002747,-0.382050037384,-0.675538659096,0.349399983883,-0.501800000668
10398,-1.14560008049,-1.74024999142,-0.65902531147,0.240099996328,1.4021999836
5708,-0.375699996948,-1.86304998398,0.00109249411616,0.00135000003502,2.65199995041
1213,1.06490004063,0.281749993563,0.0382354930043,0.397300004959,-0.735000014305
226,-0.891849994659,-0.534950017929,-0.596753776073,-1.08729994297,-3.49149990082
6777,0.759599983692,0.520150005817,0.456662386656,-0.0634499937296,1.56029999256
2113,-1.48994994164,-1.59130001068,0.0418131202459,-0.287999987602,1.722900033
3329,-2.1060500145,-1.73175001144,-0.388960927725,0.195099979639,-2.19099998474
1050,0.12025000155,0.0838000774384,-0.301133185625,0.573400020599,2.13210010529
9491,0.0927999913692,0.725150048733,-0.239936172962,0.25980001688,0.970600008965
22926,0.613200008869,-1.81539988518,0.585133969784,1.44875001907,2.02309989929
5899,-0.107149988413,0.139099985361,0.104485884309,-0.285250008106,2.26149988174
5467,0.839450001717,1.8803999424,0.489177107811,0.569249987602,2.07159996033
6774,-0.894299983978,-1.40575003624,0.431682169437,0.472350031137,-0.42539998889
1788,-0.289900004864,0.49669995904,0.0781689584255,0.568850040436,1.22060000896
5921,2.38024997711,2.1576499939,4.34112739563,0.930800020695,1.79050004482
5721,-0.290950000286,-0.226799994707,-0.919740200043,-3.51034998894,-3.11290001869
2263,-0.353450000286,0.231450006366,-0.0978596508503,-1.19214999676,0.295199990273
808,-0.426149994135,1.5339499712,0.276207566261,-0.0191000103951,0.0785999968648
30001,0.28845000267,-0.312900006771,1.00202798843,1.11265003681,0.655300021172
348,-0.44984999299,0.378149986267,0.620954871178,-0.395850002766,1.03439998627
30849,0.83520001173,0.00930005311966,2.69453454018,1.05864989758,-0.623399972916
1454,-0.18299998343,-0.259200006723,-0.000464321026811,0.00350000010803,0.980899989605
6500,2.40829992294,1.30879998207,0.975253045559,-0.463699996471,-1.59070003033
5627,-0.435800015926,0.13615000248,-1.01757478714,-0.462449997663,-2.3001999855
5715,0.586499989033,0.222350001335,0.666902303696,0.42974999547,0.439099997282
4791,-0.727349996567,0.12990000844,-0.4388410151,0.0569500029087,1.60710000992
56924,0.114749997854,3.57005000114,0.587052464485,1.03820002079,1.13069999218
2690,-0.602349996567,-2.02100014687,0.743484675884,0.236199975014,2.06220006943
1019,-0.304899990559,-1.74744999409,-0.927869915962,-0.974750041962,-5.78100013733
51422,0.285500019789,4.89004993439,0.479850649834,-0.715399980545,0.669700026512
5788,0.962650001049,0.937900006771,0.702277064323,-0.240700006485,1.46000003815
6709,-1.25570011139,-1.84885001183,-0.931447148323,-0.493649989367,-1.89750003815
1277,-0.964900016785,1.42190003395,-0.000451922416687,-0.950200021267,8.09329986572
993,-1.81564998627,-0.449050009251,-0.948216795921,1.7853499651,-3.26869988441
7157,-1.04894995689,-1.65919995308,0.137457385659,0.265699982643,-0.492300003767
1958,-0.282050013542,-0.222449988127,1.46443545818,5.08249998093,10.0
4582,-0.386950016022,4.70105028152,-1.01390767097,-0.508449971676,-0.401499986649
9212,0.0753000080585,0.181349992752,-0.301130115986,0.290900021791,-1.6970000267
8440,-0.172600015998,-2.11024999619,0.721111595631,-0.671749949455,-2.13709998131
6790,0.85925000906,1.51025009155,0.497598946095,0.025150001049,-1.0992000103
8851,2.26119995117,0.329600006342,-0.190871044993,0.790149986744,3.36800003052
2534,-3.96230006218,-1.51915001869,-1.03557467461,0.292100012302,-4.76200008392
4893,0.243300005794,-0.601699948311,0.41995382309,0.0827500224113,-0.322800010443
665,0.469999969006,-0.336099982262,-0.415024191141,-0.0856000036001,0.300900012255
4313,0.734700024128,0.28180000186,-1.17607700825,-0.134899973869,-0.604600012302
