rid,CPC012_A375_6H:BRD-K56001384-001-03-6:10,CPC012_A549_6H:BRD-K56001384-001-03-6:10,CPC012_A549_24H:BRD-K56001384-001-03-6:10,CPC012_ASC_24H:BRD-K56001384-001-03-6:10,CPC012_HA1E_6H:BRD-K56001384-001-03-6:10,CPC012_HCC515_6H:BRD-K56001384-001-03-6:10,CPC012_HT29_6H:BRD-K56001384-001-03-6:10,CPC012_MCF7_6H:BRD-K56001384-001-03-6:10,CPC012_MCF7_24H:BRD-K56001384-001-03-6:10,CPC012_NEU_24H:BRD-K56001384-001-03-6:10,CPC012_NPC_24H:BRD-K56001384-001-03-6:10,CPC012_PC3_6H:BRD-K56001384-001-03-6:10,CPC012_PC3_24H:BRD-K56001384-001-03-6:10,CPC012_PHH_24H:BRD-K56001384-001-03-6:10,CPC012_SKB_24H:BRD-K56001384-001-03-6:10,CPC012_VCAP_6H:BRD-K56001384-001-03-6:10,CPC012_VCAP_24H:BRD-K56001384-001-03-6:10,CPC014_A375_6H:BRD-A52886023-001-01-7:10,CPC014_A549_6H:BRD-A52886023-001-01-7:10,CPC014_A549_24H:BRD-A52886023-001-01-7:10,CPC014_ASC_24H:BRD-A52886023-001-01-7:10,CPC014_HA1E_6H:BRD-A52886023-001-01-7:10,CPC014_HCC515_6H:BRD-A52886023-001-01-7:10,CPC014_HEPG2_6H:BRD-A52886023-001-01-7:10,CPC014_HT29_6H:BRD-A52886023-001-01-7:10,CPC014_MCF7_6H:BRD-A52886023-001-01-7:10,CPC014_MCF7_24H:BRD-A52886023-001-01-7:10,CPC014_NEU_24H:BRD-A52886023-001-01-7:10,CPC014_NPC_24H:BRD-A52886023-001-01-7:10,CPC014_PC3_6H:BRD-A52886023-001-01-7:10,CPC014_PC3_24H:BRD-A52886023-001-01-7:10,CPC014_SKB_24H:BRD-A52886023-001-01-7:10,CPC014_VCAP_6H:BRD-A52886023-001-01-7:10,CPC014_VCAP_24H:BRD-A52886023-001-01-7:10,CPD001_MCF7_6H:BRD-A67709388-001-04-7:10,CPD001_MCF7_24H:BRD-A67709388-001-04-7:10,CPD001_PC3_24H:BRD-A67709388-001-04-7:10
5720,-0.0915409624577,-1.30030751228,-0.610549986362,-0.736293137074,0.0517412722111,-0.119865357876,0.148800343275,0.936148881912,1.87710499763,-0.596600830555,-0.104825615883,0.677098989487,0.685698628426,1.61598491669,0.100789070129,-0.981480658054,-0.850587487221,0.550547540188,0.138530388474,-0.48442196846,-0.839936375618,0.336050003767,-0.0251036509871,-0.177338987589,-0.0190685838461,0.127443417907,-0.592129826546,0.060649998486,0.186818912625,0.870026409626,-0.382147341967,-0.0427792370319,-0.548388123512,-0.402620851994,0.610012471676,-0.621575891972,-0.00883070379496
466,-0.547987401485,0.215057939291,-0.737550020218,-0.431859374046,-0.78953909874,0.220881253481,0.367161810398,1.441842556,0.103515103459,0.00192900002003,-0.107202194631,-0.433753967285,-1.63251626492,-0.566409409046,-0.341919660568,-1.03273415565,0.124728836119,-1.35747206211,-0.685359418392,-0.33081817627,0.174550205469,0.662249982357,-0.230502426624,1.10487532616,-0.611864805222,-0.611169695854,-0.517031490803,-0.80220001936,-0.0710519328713,-0.31900036335,-0.901918530464,-0.14982816577,-0.494093209505,-0.0549716874957,0.379627197981,-1.89599990845,-1.06526792049
6009,0.174320459366,-1.07020378113,-0.221499979496,1.58757698536,0.0892964452505,0.938066601753,0.0151995737106,1.04098689556,1.5299590826,-0.365460723639,-0.780234754086,0.0328750088811,-0.857980430126,-3.6734392643,0.842301428318,-0.700070381165,-0.0866669788957,0.287503361702,0.83631002903,-0.273954719305,0.275763899088,0.842000007629,0.0716833174229,0.529720842838,0.212086632848,1.5430419445,-0.231528654695,0.259900003672,-0.583550810814,-0.721080362797,-0.362305521965,0.195788085461,0.439145624638,-0.532235503197,0.723240613937,0.778849422932,0.543415307999
2309,-0.292727589607,-0.761246204376,0.0752499997616,-0.0114977806807,-0.217838555574,-0.43120020628,1.65429055691,-0.542246043682,1.13436591625,-0.964056015015,-1.24622666836,-0.0530428141356,-0.285563260317,0.676396608353,-1.54097497463,-0.597344279289,-1.55668187141,-0.8368922472,-0.731072664261,1.66633784771,-0.226577341557,-1.68144989014,-0.461519569159,0.843708634377,0.640370488167,1.91379630566,0.761539340019,0.558200001717,-0.407303065062,-0.265154361725,-0.412606477737,0.102486506104,-0.398166447878,-0.530833184719,1.11499261856,2.08351421356,1.09505295753
387,0.103310719132,-2.12879776955,-0.647549986839,0.702408432961,0.470268249512,0.0211022272706,-0.178997606039,2.21055698395,0.683686137199,-0.523874163628,-1.62463080883,-0.112532906234,-1.45779156685,-1.53488445282,-0.452902108431,0.0795371979475,-0.979757785797,-0.265031605959,0.346708834171,-0.318003535271,0.367238998413,0.691200017929,0.355967134237,0.187763348222,1.76840043068,-0.757793486118,-1.03795909882,0.0204500034451,-0.952863276005,0.155173391104,-0.481786549091,0.389935493469,-0.0113501399755,0.186802759767,-0.0406744480133,0.918101370335,-1.62751424313
3553,1.8497928381,2.04366517067,1.36734998226,-0.314769506454,2.27010393143,-0.256386339664,0.548466145992,3.51123976707,0.520578503609,1.05669486523,0.802091538906,1.26027929783,3.95635032654,2.57181239128,1.26955997944,1.21297252178,0.709163486958,1.01189303398,0.548694372177,-0.270247489214,-0.0246579349041,0.145799994469,-0.616952240467,0.270917475224,-1.24034667015,0.536205232143,2.02943491936,-0.386700004339,-0.172961950302,1.44039773941,0.577344894409,-0.137298971415,0.158652499318,-0.271999716759,-0.263045549393,-0.436957389116,3.8986992836
427,-0.0321682319045,0.888590395451,0.386299997568,-0.0783734917641,-0.723844647408,-0.796218812466,-0.0445022620261,2.77910041809,1.01551294327,0.243636697531,-0.0304676741362,-0.121267527342,0.269263923168,0.965813100338,0.575602769852,0.0459837317467,0.330997169018,-0.122067466378,0.174915924668,-0.771806955338,0.142020523548,-0.116500020027,-0.812777042389,-0.882930874825,-0.97795176506,-0.0150216342881,0.0583258867264,0.0601999759674,-0.431280195713,-0.841189205647,-0.559235870838,-0.550994813442,0.304173827171,-0.56402182579,0.538325726986,-1.23822891712,-0.408052384853
5898,1.35322380066,2.07723212242,0.923550009727,4.49388885498,-0.599481225014,-1.13053286076,-0.125373765826,1.56131529808,2.11364126205,0.784870743752,0.548897922039,-0.595245480537,0.758364975452,0.0116323530674,-0.191988512874,0.966934502125,1.08907008171,-0.761287212372,0.763347446918,-0.775913953781,3.60098600388,0.775250017643,0.324378013611,1.20458436012,-0.897513270378,-0.439130753279,-1.76934981346,-1.25730001926,-0.289290040731,0.821385741234,-0.675140023232,-0.265439450741,0.086998000741,-0.445398747921,0.69724804163,-1.34979748726,1.69773983955
23365,0.212686181068,1.31860005856,0.301450014114,0.469116538763,-0.448603153229,0.407886117697,0.622775971889,3.30784773827,1.40238535404,0.0449632182717,-0.216715738177,-0.0628857314587,0.196040481329,1.11315631866,-0.972866415977,1.10987305641,0.208237856627,-0.352132260799,0.58425617218,0.456935197115,-0.0171815678477,0.64384996891,0.257268488407,-0.572610557079,0.920043945312,-1.09406936169,1.2225446701,0.248649999499,0.0512697584927,0.143080607057,-0.0151963829994,0.442101091146,-0.329925328493,0.421238481998,-0.757024943829,0.292918771505,0.951273798943
6657,-0.355840921402,2.49551439285,1.03020000458,-0.0246602594852,0.204536810517,-0.50989317894,0.14434415102,2.85700702667,1.98334693909,-0.699077546597,-0.940275371075,0.607025623322,0.184312343597,1.69806575775,0.779064178467,1.30924916267,0.640492320061,-0.951113283634,0.837367534637,0.453566431999,0.856122076511,-0.201800018549,0.417117923498,0.974623322487,-0.526935756207,0.875013589859,0.949700534344,0.122600004077,0.120820954442,0.995468914509,0.566533744335,-0.458439469337,0.157926976681,-0.0214442610741,-0.112389370799,0.28772521019,-0.0785206779838
