rid,DOS014_VCAP_6H:BRD-K13012607-001-01-0:5.05,DOS014_VCAP_24H:BRD-K13012607-001-01-0:5.05,DOS041_A375_24H:BRD-K13012607-001-01-0:5.05,DOS041_A549_24H:BRD-K13012607-001-01-0:5.05
5720,-0.172220766544,-0.103666990995,-0.165400013328,0.611600041389
466,0.278399080038,0.324011325836,-0.519333302975,-0.186000004411
6009,0.208320215344,0.479500055313,0.540100097656,0.53979998827
2309,0.0103927925229,1.31797921658,-0.393633306026,0.254099994898
387,0.94104039669,0.549703240395,0.360333353281,-0.106000006199
3553,0.442602068186,-0.139144301414,0.348933368921,0.285150021315
427,0.268727838993,-0.0943713486195,-0.27190002799,0.315050005913
5898,0.0438120216131,0.886957883835,0.875266671181,-0.198699980974
23365,-0.00546523928642,-0.694020450115,1.41466665268,-0.792199969292
6657,-0.631838202477,-0.98774266243,-0.133133336902,-1.25864994526
5054,0.320446431637,0.383496642113,-2.63376665115,0.579400002956
3108,-0.444249540567,0.754604935646,-0.0144000053406,-2.35535001755
1950,-0.0387610644102,-0.886590957642,-1.19196665287,0.443049967289
351,-0.0259979218245,0.0,-0.336366653442,-0.361800014973
4846,0.417286813259,-0.941815912724,-1.42523336411,1.4796500206
1452,-0.194095939398,1.44172549248,-0.410166680813,0.256299972534
4776,-0.511044979095,0.193457245827,0.141166657209,0.000799983739853
6908,0.66446518898,0.330499589443,0.339333355427,0.293099999428
672,-0.175837501884,0.164805218577,0.882033348083,-0.182649999857
5710,0.226616382599,-0.0195866376162,-0.0101999547333,0.655650019646
2115,-1.3053753376,-0.621437728405,-0.198833331466,0.273649990559
7015,0.453444361687,-0.387958109379,-0.249199986458,-0.163950011134
8726,0.535341382027,0.590635180473,-0.157799959183,0.0169000029564
2185,-0.641125679016,-1.61569237709,-0.0343666747212,0.24145001173
3315,0.457807660103,-0.458844721317,0.106833338737,-0.375550031662
5289,-0.280583113432,0.49313634634,0.405333340168,-0.305400013924
868,-0.563121914864,-0.593697011471,0.752400040627,-0.561950027943
1677,-0.187442809343,1.04199385643,-0.445999979973,-0.22595000267
7043,-0.284081101418,1.20041656494,-0.354433327913,-0.321150004864
5613,-0.668219864368,-0.365309894085,-0.218133330345,0.434000015259
595,0.472904711962,0.51835411787,0.332433342934,-0.37215000391
4793,0.881056249142,-0.195801720023,-0.149666666985,-0.494800031185
2736,-0.234766677022,-0.0103815831244,-0.0612333416939,-0.0873500034213
5290,-0.377946406603,0.749358177185,-0.537600040436,0.0295000076294
6194,-0.587931096554,-7.44150829315,0.000200000009499,-1.1358499527
