rid,CPC018_A375_6H:BRD-K50384076-001-01-9:10,CPC018_A549_6H:BRD-K50384076-001-01-9:10,CPC018_A549_24H:BRD-K50384076-001-01-9:10,CPC018_ASC_24H:BRD-K50384076-001-01-9:10,CPC018_HEPG2_6H:BRD-K50384076-001-01-9:10,CPC018_HT29_6H:BRD-K50384076-001-01-9:10,CPC018_MCF7_6H:BRD-K50384076-001-01-9:10,CPC018_MCF7_24H:BRD-K50384076-001-01-9:10,CPC018_NPC_24H:BRD-K50384076-001-01-9:10,CPC018_PHH_24H:BRD-K50384076-001-01-9:10,CPC018_SKB_24H:BRD-K50384076-001-01-9:10
5720,0.239736869931,-1.65414309502,0.375900000334,-0.264796614647,-0.655305504799,0.399294227362,0.0103302150965,0.861209869385,0.236774295568,-1.16540837288,-0.134973809123
466,0.386824756861,-2.20949363708,-1.19464993477,-1.23415672779,-0.114169694483,0.15396566689,-4.26883363724,-0.106261178851,0.115923814476,0.163281396031,-0.0396559387445
6009,0.0906120985746,-1.87432014942,-0.685500025749,0.168208986521,-0.34070533514,0.120136536658,-0.0550098344684,-0.45136320591,0.503635585308,0.860632658005,-0.0519551634789
2309,0.320720434189,-1.12324333191,0.562399983406,0.613749623299,-1.44887316227,-0.849082171917,-0.275814175606,1.1521641016,0.0771795809269,-0.680335760117,-0.212199047208
387,0.0932894721627,0.116667121649,-0.464199990034,-0.0839183330536,-0.0354105047882,-0.0125809125602,0.777415156364,0.00254601985216,0.918253660202,0.509875774384,0.719059944153
3553,-1.21371769905,2.84292316437,-0.248800009489,-0.281471401453,1.70500862598,0.942140638828,1.86735904217,0.24263907969,-0.522468209267,-0.891789674759,0.191582038999
427,0.202930361032,-1.23951077461,-0.13789999485,-1.10213267803,-0.351411998272,-0.764031171799,-0.430088102818,-2.61853337288,0.150256425142,-0.478079915047,-0.193877696991
5898,-2.29440903664,-0.563938677311,-3.33919978142,-3.75614333153,-0.73027163744,-0.867750525475,-0.150668561459,-0.773647606373,-0.348643273115,0.751990318298,-1.00475549698
23365,0.246854051948,-0.133029699326,-0.329999983311,0.743810176849,0.163209080696,-0.267941266298,0.887685060501,-0.216769576073,0.624060988426,0.196347385645,-0.101153954864
6657,0.39581361413,2.21699380875,0.417949974537,0.459071606398,1.70279049873,0.473878473043,0.171270817518,-0.636202692986,0.247388795018,-0.937772750854,0.378133177757
5054,0.296661287546,-2.77511811256,-0.560299992561,-2.27616500854,-0.192191958427,-0.477690309286,-0.586532354355,-0.637296020985,-0.654212534428,1.16958737373,-0.0044734030962
3108,-0.880986988544,-0.0351506359875,-0.242349997163,-0.556300878525,-0.94462120533,0.139176011086,2.25479793549,0.482721298933,0.0144109725952,-0.0776160657406,-0.393768668175
1950,-0.0250035189092,1.20807397366,0.69779998064,0.924758911133,-0.322879642248,0.225114792585,-0.146514862776,-0.41590872407,-0.122496515512,-1.60264277458,0.101392909884
351,0.847147166729,1.89614248276,0.00720000267029,0.126072883606,1.51587975025,0.358362793922,-0.242972314358,-0.416072905064,-0.155023008585,-1.34176743031,-0.18432803452
4846,-0.356266587973,0.22854693234,-0.688549995422,1.72858524323,-0.545636177063,-0.431080460548,-0.425047665834,0.341659963131,1.04393422604,0.160520613194,0.294839262962
1452,-0.320997387171,-0.960860967636,1.11769998074,-0.00111213326454,-1.69284820557,0.563436090946,-0.55940592289,-0.899235606194,0.349088549614,1.26319026947,-0.0949248373508
4776,-0.333293199539,2.54135799408,3.84485006332,0.84365272522,0.33248347044,-0.328651607037,0.791660487652,-0.0113458633423,-0.470041900873,-0.575726211071,1.35856127739
6908,-0.357604563236,-1.14065527916,0.742049992085,-0.257271170616,-1.11567533016,-0.313347280025,0.528156518936,0.231916084886,0.891404986382,1.21096491814,0.565455317497
672,0.52135270834,-0.476610302925,1.18955004215,0.132170394063,-0.384698629379,0.705735325813,-0.074659332633,0.369535028934,-0.195434734225,-0.346569031477,0.806352257729
