rid,DOS008_VCAP_6H:BRD-K07817703-001-01-3:5,DOS008_VCAP_24H:BRD-K07817703-001-01-3:5,DOS037_A549_24H:BRD-K07817703-001-01-3:5
5720,-3.68661737442,-0.0344319939613,0.259449988604
466,-1.51937806606,-0.521285831928,0.571599960327
6009,0.278418987989,0.220282793045,-0.569199979305
2309,1.14287853241,0.0812177509069,0.115549996495
387,1.71935880184,0.383223474026,-0.853450000286
3553,-0.000466421246529,-0.389239639044,-0.226949989796
427,-1.02905368805,-2.56484007835,-0.0540499985218
5898,-1.11010503769,-2.46941041946,-1.72909998894
23365,1.01359724998,-1.10659193993,-0.697749972343
6657,0.354962408543,-0.665231704712,1.4280500412
5054,-0.542278170586,-0.818956017494,-0.0238000005484
3108,0.738138079643,1.47964143753,0.354550004005
1950,1.80180859566,2.89863944054,1.13155007362
351,-0.320911318064,-0.276810050011,0.703550040722
4846,0.690147399902,-0.447059452534,-0.0787499845028
1452,-1.51346361637,0.0932835713029,-0.786049962044
4776,-0.328579545021,-1.13233089447,-0.217499986291
6908,-1.48194122314,-0.303270757198,-0.28900000453
672,-3.16964530945,-0.730942487717,-0.4958999753
5710,-1.60654473305,-0.142249435186,-0.708899974823
2115,0.792476892471,-0.0624270737171,0.151199996471
7015,0.423878282309,-0.707735419273,-0.101150035858
8726,-0.271169781685,-0.706173598766,-0.0374000072479
2185,0.696991562843,0.0950893014669,-0.102999985218
3315,-1.87994980812,3.55992674828,0.428099989891
5289,-1.15820395947,-1.35907125473,0.214100003242
868,-0.00577991455793,-0.348683238029,0.138650000095
1677,0.390570372343,1.00084710121,-0.560749948025
7043,1.92567968369,-0.827821612358,-0.489899992943
5613,4.0436205864,-0.106457471848,-1.30594992638
595,-1.3991612196,0.135468035936,0.364850014448
4793,2.19100427628,0.0814947709441,0.17199999094
2736,1.73902666569,-0.385072112083,0.141750007868
5290,0.696310579777,0.982709825039,0.93005001545
6194,-0.254853725433,0.562071740627,0.000699999975041
1676,-3.32094836235,-0.364497244358,0.120499998331
23512,-2.80209469795,-0.303738087416,-0.165250003338
148022,1.47438263893,0.432196974754,-0.169250011444
1906,-0.515063524246,0.153303086758,0.191799998283
8878,-2.4013710022,0.214187473059,-0.379200011492
3091,-2.31080961227,-1.0781583786,-0.854600012302
5743,0.953437685966,0.808393537998,-0.377350002527
5321,0.335353523493,-0.557424902916,0.812350034714
4144,-2.26802372932,-0.0786035209894,0.280950009823
1981,0.568989992142,-0.165278017521,-3.81535005569
695,0.840926527977,-0.141784965992,-0.11360000819
10398,-0.417147219181,-0.305846720934,-0.226250007749
5708,-0.445887207985,0.172818243504,-1.81085002422
1213,1.74342823029,0.693070054054,0.612550020218
226,0.501029908657,0.404565513134,-0.101600021124
6777,1.91551566124,0.0520448386669,0.942799985409
2113,1.70001733303,-0.154258012772,-0.90875005722
3329,-2.38267660141,0.338472872972,-0.517899990082
1050,0.918702483177,1.03903889656,-0.227249979973
9491,0.352920800447,-0.0928768217564,-0.291999995708
22926,-1.6626470089,-0.0604743361473,-1.02875006199
5899,0.100576758385,0.416204214096,0.373899996281
5467,2.92982530594,-0.33445250988,-0.634999990463
6774,0.213476583362,-0.859158337116,-0.129250004888
1788,-0.688455760479,-0.450838625431,-0.105049997568
5921,1.95462226868,-0.490587472916,-0.220650017262
5721,0.422956347466,0.109121628106,-0.0318999961019
2263,0.53196400404,0.110304534435,0.683949947357
808,-0.782310843468,-0.554015159607,0.41455000639
30001,2.17719459534,0.527943313122,-0.658100008965
348,-0.878186523914,-0.0412437617779,0.0257999897003
30849,-0.452100276947,-0.0705695748329,-0.758599996567
1454,-1.054646492,-1.21233403683,-0.753899991512
6500,3.07893943787,-0.634028553963,-0.841799974442
5627,4.54908847809,0.623720288277,0.637799978256
5715,-0.407663047314,0.783484578133,0.110699996352
4791,0.391473710537,-0.784059822559,0.0439999997616
56924,0.068469107151,-0.462687820196,-0.358799993992
2690,-1.72482657433,-0.564318776131,0.456149995327
1019,-2.49263119698,0.0422790572047,-1.16729998589
51422,-1.02994632721,1.61856281757,-0.0597500056028
5788,1.72478580475,-0.531630933285,-0.346100002527
6709,0.155056908727,0.155515164137,0.159749999642
1277,-0.309909164906,-0.345875799656,1.27740001678
993,-2.00191473961,0.435014486313,-0.664100050926
7157,-2.10652446747,-0.0200077146292,-0.0440999865532
1958,-0.906367659569,0.273557126522,0.0212500095367
4582,-0.225427255034,0.286960780621,1.17124998569
9212,-1.58200442791,-0.470991790295,-0.396150022745
8440,-0.698419690132,0.104604028165,0.0907000154257
6790,0.316344082355,-1.76851248741,-0.825949966908
8851,1.11136770248,0.765766978264,0.024549998343
2534,0.00407710671425,-0.502508938313,0.0778999999166
4893,0.434701025486,0.925250828266,-0.403499990702
665,-0.419150710106,-0.396547704935,-0.447400003672
4313,0.67785847187,-0.133334502578,0.245450004935
1022,0.885716676712,0.827011823654,0.230299994349
5880,0.617853403091,0.141592726111,0.23014998436
