rid,CPC006_A375_6H:BRD-A01145011-001-01-4:11.1,CPC006_A375_24H:BRD-A01145011-001-01-4:11.1,CPC006_A549_6H:BRD-A01145011-001-01-4:11.1,CPC006_A549_24H:BRD-A01145011-001-01-4:11.1,CPC006_A673_6H:BRD-A01145011-001-01-4:11.1,CPC006_AGS_6H:BRD-A01145011-001-01-4:11.1,CPC006_CL34_6H:BRD-A01145011-001-01-4:11.1,CPC006_CORL23_6H:BRD-A01145011-001-01-4:11.1,CPC006_COV644_6H:BRD-A01145011-001-01-4:11.1,CPC006_DV90_6H:BRD-A01145011-001-01-4:11.1,CPC006_EFO27_6H:BRD-A01145011-001-01-4:11.1,CPC006_HA1E_6H:BRD-A01145011-001-01-4:11.1,CPC006_HA1E_24H:BRD-A01145011-001-01-4:11.1,CPC006_HCC15_6H:BRD-A01145011-001-01-4:11.1,CPC006_HCC515_6H:BRD-A01145011-001-01-4:11.1,CPC006_HCC515_24H:BRD-A01145011-001-01-4:11.1,CPC006_HCT116_6H:BRD-A01145011-001-01-4:11.1,CPC006_HEC108_6H:BRD-A01145011-001-01-4:11.1,CPC006_HEPG2_6H:BRD-A01145011-001-01-4:11.1,CPC006_HT115_6H:BRD-A01145011-001-01-4:11.1,CPC006_HT29_6H:BRD-A01145011-001-01-4:11.1,CPC006_HT29_24H:BRD-A01145011-001-01-4:11.1,CPC006_JHUEM2_6H:BRD-A01145011-001-01-4:11.1,CPC006_LOVO_6H:BRD-A01145011-001-01-4:11.1,CPC006_MCF7_6H:BRD-A01145011-001-01-4:11.1,CPC006_MCF7_24H:BRD-A01145011-001-01-4:11.1,CPC006_MDST8_6H:BRD-A01145011-001-01-4:11.1,CPC006_NCIH1694_6H:BRD-A01145011-001-01-4:11.1,CPC006_NCIH1836_6H:BRD-A01145011-001-01-4:11.1,CPC006_NCIH2073_6H:BRD-A01145011-001-01-4:11.1,CPC006_NCIH508_6H:BRD-A01145011-001-01-4:11.1,CPC006_NCIH596_6H:BRD-A01145011-001-01-4:11.1,CPC006_NOMO1_6H:BRD-A01145011-001-01-4:11.1,CPC006_OV7_6H:BRD-A01145011-001-01-4:11.1,CPC006_PC3_6H:BRD-A01145011-001-01-4:11.1,CPC006_PC3_24H:BRD-A01145011-001-01-4:11.1,CPC006_PL21_6H:BRD-A01145011-001-01-4:11.1,CPC006_RMGI_6H:BRD-A01145011-001-01-4:11.1,CPC006_RMUGS_6H:BRD-A01145011-001-01-4:11.1,CPC006_SKLU1_6H:BRD-A01145011-001-01-4:11.1,CPC006_SKM1_6H:BRD-A01145011-001-01-4:11.1,CPC006_SKMEL1_6H:BRD-A01145011-001-01-4:11.1,CPC006_SKMEL28_6H:BRD-A01145011-001-01-4:11.1,CPC006_SNGM_6H:BRD-A01145011-001-01-4:11.1,CPC006_SNU1040_6H:BRD-A01145011-001-01-4:11.1,CPC006_SNUC4_6H:BRD-A01145011-001-01-4:11.1,CPC006_SNUC5_6H:BRD-A01145011-001-01-4:11.1,CPC006_SW480_6H:BRD-A01145011-001-01-4:11.1,CPC006_SW620_6H:BRD-A01145011-001-01-4:11.1,CPC006_SW948_6H:BRD-A01145011-001-01-4:11.1,CPC006_T3M10_6H:BRD-A01145011-001-01-4:11.1,CPC006_THP1_6H:BRD-A01145011-001-01-4:11.1,CPC006_TYKNU_6H:BRD-A01145011-001-01-4:11.1,CPC006_U937_6H:BRD-A01145011-001-01-4:11.1,CPC006_VCAP_6H:BRD-A01145011-001-01-4:11.1,CPC006_VCAP_24H:BRD-A01145011-001-01-4:11.1,CPC006_WSUDLCL2_6H:BRD-A01145011-001-01-4:11.1,NMH002_FIBRNPC_24H:BRD-K87714311-001-01-9:10,NMH002_FIBRNPC_6H:BRD-K87714311-001-01-9:10,NMH002_NEU_6H:BRD-K87714311-001-01-9:10,NMH002_NEU_24H:BRD-K87714311-001-01-9:10,NMH002_NPC_6H:BRD-K87714311-001-01-9:10,NMH002_NPC_24H:BRD-K87714311-001-01-9:10,HOG001_A549_24H:BRD-A01145011-001-01-4:11.1,HOG001_A549_24H:BRD-A01145011-001-01-4:3.7,HOG001_A549_24H:BRD-A01145011-001-01-4:1.2333,HOG001_A549_24H:BRD-A01145011-001-01-4:0.4111,HOG001_A549_24H:BRD-A01145011-001-01-4:0.137,HOG001_A549_24H:BRD-A01145011-001-01-4:0.0457,HOG001_A549_24H:BRD-A01145011-001-01-4:0.0152,HOG001_A549_24H:BRD-A01145011-001-01-4:0.005,HOG001_A549_24H:BRD-A01145011-001-01-4:0.0016,HOG001_A549_6H:BRD-A01145011-001-01-4:11.1,HOG001_A549_6H:BRD-A01145011-001-01-4:3.7,HOG001_A549_6H:BRD-A01145011-001-01-4:1.2333,HOG001_A549_6H:BRD-A01145011-001-01-4:0.4111,HOG001_A549_6H:BRD-A01145011-001-01-4:0.137,HOG001_A549_6H:BRD-A01145011-001-01-4:0.0457,HOG001_A549_6H:BRD-A01145011-001-01-4:0.0152,HOG001_A549_6H:BRD-A01145011-001-01-4:0.005,HOG001_A549_6H:BRD-A01145011-001-01-4:0.0016,CPC006_H1299_6H:BRD-A01145011-001-01-4:11.1,HOG001_MCF7_24H:BRD-A01145011-001-01-4:11.1,HOG001_MCF7_24H:BRD-A01145011-001-01-4:3.7,HOG001_MCF7_24H:BRD-A01145011-001-01-4:1.2333,HOG001_MCF7_24H:BRD-A01145011-001-01-4:0.4111,HOG001_MCF7_24H:BRD-A01145011-001-01-4:0.137,HOG001_MCF7_24H:BRD-A01145011-001-01-4:0.0457,HOG001_MCF7_24H:BRD-A01145011-001-01-4:0.0152,HOG001_MCF7_24H:BRD-A01145011-001-01-4:0.005,HOG001_MCF7_24H:BRD-A01145011-001-01-4:0.0016,HOG001_MCF7_6H:BRD-A01145011-001-01-4:11.1,HOG001_MCF7_6H:BRD-A01145011-001-01-4:3.7,HOG001_MCF7_6H:BRD-A01145011-001-01-4:1.2333,HOG001_MCF7_6H:BRD-A01145011-001-01-4:0.4111,HOG001_MCF7_6H:BRD-A01145011-001-01-4:0.137,HOG001_MCF7_6H:BRD-A01145011-001-01-4:0.0457,HOG001_MCF7_6H:BRD-A01145011-001-01-4:0.0152,HOG001_MCF7_6H:BRD-A01145011-001-01-4:0.005,HOG001_MCF7_6H:BRD-A01145011-001-01-4:0.0016,CPC006_RKO_6H:BRD-A01145011-001-01-4:11.1
5720,-0.0654841214418,0.0289962887764,0.297978252172,0.455757796764,-0.0161499977112,-1.45609998703,-0.00129997730255,1.36660003662,-0.459800004959,0.568300008774,0.934550046921,-0.190877094865,-0.256605893373,0.314511209726,0.263756483793,-0.575943946838,-1.08434998989,0.112652316689,-0.55686712265,-0.473999977112,-0.969760358334,0.0542742833495,-1.37430000305,0.214349985123,-1.05705857277,-0.797059059143,-0.250200003386,-1.22045004368,-0.1549000144,-0.408349990845,-0.592100024223,-0.449299991131,-0.0803999975324,0.398949980736,-1.44978666306,-0.0502596981823,0.0105499923229,0.847100019455,-0.450243800879,-0.462650001049,-0.013350000605,-0.844150006771,-0.00705000013113,0.108200013638,0.5325999856,-1.2295999527,0.608500003815,-1.42379999161,-1.16886568069,-0.974740445614,0.5570499897,-0.634999990463,-1.51055002213,-0.200950011611,0.324403941631,0.383787512779,-1.42105007172,0.175376266241,0.845747292042,0.142438262701,-0.487292438745,-0.329441070557,1.05033695698,-0.572948455811,-1.02256560326,-0.152303546667,-1.45907139778,0.418883174658,0.23492436111,-0.432804942131,0.0117730498314,0.159622386098,-0.731914937496,-0.19055621326,-0.499661624432,-0.408016622066,-0.139103159308,-0.381573587656,-0.615566730499,-0.0619485601783,-0.0691274404526,-1.44220006466,0.189404904842,-0.910210728645,0.330386459827,-1.21080434322,1.2072660923,-0.714235126972,0.695890784264,-0.122785262764,0.0475526154041,0.115860976279,-0.33493116498,0.586838424206,-1.22268736362,0.594779610634,-0.319953322411,-0.769305229187,-1.084166646,-0.0560841858387,0.152199998498
466,-0.127177402377,0.675738155842,0.170040547848,0.72440892458,0.580950021744,-0.734650015831,0.0724999904633,0.864400029182,-1.52520000935,0.568300008774,-0.116899996996,-0.0920414924622,-0.456782251596,0.443053126335,0.191500023007,-0.257380515337,-0.180349990726,0.440767616034,-0.0301053337753,-0.158849999309,-0.89203453064,0.204037994146,-0.854950070381,0.291250020266,-0.695466697216,-0.0758997052908,-0.516600012779,-1.01895010471,-0.290699988604,0.15569999814,0.52110004425,-0.222849994898,0.0949999988079,0.337700009346,0.422733038664,0.58746278286,0.265850007534,0.473149985075,0.126957729459,0.138099998236,-2.50379991531,-0.854099988937,0.251850008965,-0.476649999619,1.25999999046,-0.200900003314,0.457949995995,-0.674650013447,-0.217999815941,-0.584270656109,0.147050023079,1.33315002918,0.444000005722,0.609899997711,0.396532326937,0.0939480140805,-1.24519991875,0.788877308369,-1.9046574831,0.868311285973,0.813904523849,0.890377163887,-1.14202857018,-0.590143322945,-0.0726909041405,-0.278572171926,-1.34360766411,1.04289150238,-0.10629054904,0.370389461517,0.727855265141,0.954651117325,-0.103921785951,-0.230197951198,0.600257098675,0.544170558453,-0.126857280731,-0.343796908855,-0.478933334351,-0.364695340395,0.389640063047,-0.498950004578,0.251557081938,-0.498173832893,0.356920033693,-1.67076432705,0.973055124283,-0.584769427776,1.2537651062,0.185113579035,0.21704557538,0.630270659924,-0.715615570545,0.157009661198,-1.14882087708,0.440102875233,-0.714766025543,-0.787320494652,-0.950561761856,0.292904406786,0.703700006008
6009,0.545296549797,0.47688215971,0.512063026428,0.228426337242,-0.139599993825,0.462249994278,-0.454100012779,0.78250002861,-0.248600006104,-0.285100013018,0.466099977493,0.505606353283,-0.0698227584362,0.245218977332,0.361305594444,0.0109663382173,0.0149500072002,-0.0501272380352,0.242286771536,0.441500008106,-0.162148594856,-0.0907951444387,0.162000000477,0.440850019455,-1.43119883537,0.726914286613,0.297100007534,-1.46840000153,-0.774349987507,-0.633050024509,-0.440500020981,0.220449998975,-0.150299996138,0.485449969769,-0.111074760556,0.781279742718,-0.275649964809,0.834900021553,-0.05214856565,0.344650000334,-0.323150008917,-1.01795005798,0.797150015831,0.375349998474,-1.26510000229,-0.827700018883,0.557350039482,-1.3491499424,-0.554812610149,-0.565907657146,-3.08825016022,-0.729099988937,-0.0859499871731,0.56559997797,-0.142172932625,0.744367003441,-0.118549995124,-0.169136419892,0.591272652149,-0.562254488468,-0.010789513588,-0.0595797002316,0.80769944191,-0.414020389318,-0.342331498861,-0.122119814157,-1.11841130257,-0.260602265596,-0.281503498554,-0.155464351177,-0.193083688617,0.424077272415,-0.915929436684,0.238435953856,0.174242377281,-0.681950449944,-0.00470897555351,-0.127594202757,0.0339666903019,-0.157451599836,-0.419017285109,0.560050010681,0.337386518717,-0.563771009445,0.198868498206,-0.495748221874,0.72028195858,-0.690169036388,0.169685721397,-0.197043821216,0.129079192877,0.191961690784,0.0677497982979,0.572440326214,-0.755368828773,-0.0963950902224,-1.11535334587,-0.404566347599,-0.918353617191,-0.240276619792,0.530799984932
2309,-0.189202308655,0.182069957256,-0.0987630039454,0.125876754522,-0.470400005579,-0.876199960709,-0.536100029945,-0.578700006008,-1.37190008163,0.679600000381,-0.111699998379,0.0377892404795,0.0424764677882,-0.410117119551,-0.599836289883,-0.367796599865,-0.894649982452,-0.0400635898113,-0.118309602141,-0.805600047112,-0.720438480377,-0.486803382635,-0.36875000596,0.563950002193,0.145561277866,-0.0631815493107,-0.367050021887,-1.18690001965,0.199249997735,4.60640001297,-0.567250013351,-0.608399987221,0.284000009298,-0.269500017166,-0.389358401299,-0.0952958613634,0.907899975777,-0.464049994946,-0.748464405537,0.314749985933,-0.149850010872,-2.84949994087,-0.0491500049829,-0.262600004673,-0.729300022125,-0.451349973679,0.324199974537,-0.507799983025,-1.05228710175,-0.718940615654,0.325299978256,0.0169000029564,-0.54365003109,0.306950002909,-0.833738446236,-0.288149118423,-0.506049990654,-0.23046515882,0.919485747814,0.527441263199,0.656679987907,0.0914821997285,1.18994247913,0.931900024414,1.59046125412,0.0438959002495,-0.207965224981,0.419804364443,-0.4341776371,-0.283196747303,-0.966366291046,-0.766619801521,-0.517322361469,0.297689437866,0.26626047492,0.597934067249,0.098669745028,-0.745557129383,-0.264666706324,-1.41706252098,-0.135031655431,-0.828899979591,0.731794178486,-0.0856061205268,0.439501047134,-0.317897498608,1.07960116863,-0.735173344612,-0.214191257954,-0.867989301682,0.189031988382,0.325374007225,-2.696829319,-0.398248702288,-0.686576604843,-0.195078790188,-0.857513427734,-0.485914409161,-0.661284148693,-0.505017638206,-0.686100006104
387,0.359663963318,0.876102805138,-0.107178196311,1.19114542007,-0.247249990702,0.374000012875,-0.750400006771,0.0341500043869,-3.11950016022,0.679250001907,-0.25624999404,1.69078660011,0.122057326138,0.755739033222,0.284039705992,0.678634285927,-1.23899996281,0.358419269323,0.150949388742,-0.270350009203,-0.644652605057,1.06399798393,1.15279996395,0.398199975491,-0.781874597073,0.854225158691,-1.2947499752,-0.493550002575,-0.155349999666,-0.147199988365,-0.7757999897,-0.443399995565,0.36779999733,0.782199978828,-0.643109679222,0.513202786446,-0.0312000028789,-0.74715000391,-0.510847628117,0.242750003934,0.696850001812,0.420049965382,-0.18029999733,-0.398550003767,1.10539996624,-0.700850009918,-0.354250013828,-0.452899992466,-1.25286376476,-0.886639714241,-0.0334500074387,0.730949997902,0.956499993801,-0.226399987936,-0.516575455666,0.777269303799,1.10109996796,0.51967471838,-0.132906287909,-0.0567506253719,-0.124296069145,0.549363017082,0.854510307312,-0.468575119972,-0.640443682671,0.0819817334414,-1.55496251583,0.254681557417,-0.600746870041,-0.274026870728,0.118621811271,0.192961230874,-1.13343703747,-0.0110811293125,0.0253340303898,0.017672624439,0.119127959013,-0.995460808277,0.618266701698,0.213727325201,0.0260791480541,0.449000000954,0.0695332065225,-0.766950249672,0.111698850989,-1.39180731773,0.693945348263,-0.552155256271,1.78272283077,0.400617301464,-0.00252905488014,0.624314188957,-0.746955692768,0.394936144352,-1.60582244396,0.529573440552,-1.02545654774,-0.281304597855,-1.24924492836,-0.136962205172,0.223350003362
3553,0.382199823856,-0.55087095499,0.0647806823254,0.453924268484,0.405199974775,1.92289996147,-0.622850000858,0.444250017405,-0.517799973488,0.538700044155,-0.0483999997377,-0.504471540451,0.26299405098,0.405918717384,-0.150705993176,-0.0209843143821,0.969499945641,0.411493003368,0.118926882744,0.00839999318123,0.248728081584,-0.938274383545,0.656300008297,0.904649972916,1.0381526947,-0.0326933227479,0.644299983978,0.363250017166,0.392499983311,1.14030003548,-0.281450003386,0.505200028419,0.0333000011742,-1.49500000477,0.330043315887,-0.0773868188262,0.0471499860287,-0.502799987793,1.09355890751,-0.24224999547,0.14564999938,1.67425000668,0.830999970436,-1.00959992409,0.0425999984145,2.00605010986,0.0663000047207,1.35070002079,0.975770115852,0.2567948699,-0.372099995613,0.667950034142,0.216949999332,-0.69369995594,0.671055078506,-0.510081589222,-0.0512500107288,-0.9200065732,-0.0752887651324,-0.0114892423153,0.45982247591,-0.401358425617,-0.190631449223,-0.459884047508,1.2581564188,-0.331930249929,1.50076270103,-0.864898860455,1.02563023567,1.14820837975,0.516762316227,-0.707273304462,-0.24826079607,0.780727088451,-0.548430562019,-0.221437245607,-0.517530798912,0.732390463352,0.350300014019,0.564862728119,1.03726029396,1.34535002708,-0.251450777054,0.512738704681,-0.39760813117,1.02518939972,-0.842937111855,1.20133447647,0.474992126226,0.580397665501,-1.33723425865,-0.0892671868205,0.529547870159,-0.751945018768,1.69929635525,-0.570388615131,1.08734858036,1.60445463657,1.43117392063,0.108196012676,0.426499992609
427,0.0820719152689,-0.668212234974,-0.171596318483,0.458688884974,-0.213750004768,0.16914999485,-0.0601500049233,-0.256799995899,-1.21219992638,0.084399998188,-0.0523999929428,-0.4955047369,-0.29253283143,0.284660130739,-0.170873492956,-0.41195204854,0.377350002527,-0.140128612518,-1.13639593124,0.569000005722,-0.273758888245,0.418369233608,0.724900007248,1.01475000381,-0.465700089931,-0.940444529057,-0.418600022793,-0.0179499983788,-0.154049992561,0.67325001955,0.339949995279,0.15239995718,-0.024299999699,0.129649996758,0.892946660519,0.534543633461,-0.712000012398,0.304499983788,0.0793256610632,-0.0553499758244,0.242749989033,-0.995100021362,-0.434399992228,-0.468250006437,1.62150001526,-0.865300059319,0.676200032234,0.0221000015736,0.824635982513,0.545517146587,0.962199926376,0.25830000639,0.441049993038,0.410450011492,0.142108634114,-0.0792460590601,0.00720000267029,0.64486759901,-0.910339832306,2.46779894829,0.435674756765,0.532143592834,-0.683701336384,-0.974932968616,-0.994598150253,-1.05134022236,-0.812893927097,0.451082825661,-1.35509502888,-1.18413937092,0.0206496044993,0.148129507899,-0.691364169121,0.549156308174,0.497235000134,0.579609453678,0.250734597445,-0.856083750725,-0.0576333478093,0.142147362232,-0.338867306709,-0.694299995899,0.902043879032,-0.161588668823,0.220041275024,-0.483747303486,0.607734441757,-0.0808906108141,-0.179692342877,-0.508030176163,0.156325668097,0.214673191309,1.23248898983,0.611142158508,-0.128884792328,-0.748059153557,0.566338956356,0.135257408023,0.175447031856,0.127469405532,-0.415550023317
5898,0.501587212086,-0.256241321564,-0.086066275835,-0.242477267981,0.116849988699,-0.820749998093,-2.26300001144,1.01355004311,-2.09559988976,-0.54264998436,-0.81375002861,-0.174426496029,0.337086617947,0.372964888811,0.0206168889999,-0.0987201780081,0.491850018501,-1.3550876379,0.099085599184,-0.530900001526,-0.21930103004,0.0759240984917,0.835350036621,0.715350031853,-0.0484111011028,-0.0654155611992,-0.328949987888,-0.512099981308,0.770349979401,-1.78680002689,0.552100002766,-0.0887500047684,-0.508199989796,-0.658699989319,-0.267836749554,-0.46662068367,-1.68109989166,-2.26379990578,-3.26198840141,-1.54909992218,-1.17554998398,-1.4279500246,0.838549971581,0.282650023699,1.63189995289,1.02894997597,-0.0558999925852,-1.27960002422,-0.414994716644,-0.455458641052,-0.10095000267,0.00829999893904,0.115950003266,0.659399986267,0.513464808464,-0.257442563772,1.05180001259,0.991511762142,-0.983004510403,-0.406775563955,0.314303338528,0.676223039627,-3.6897559166,-1.46152842045,-0.31603461504,-1.25084376335,-0.16033731401,-0.490717589855,0.675525128841,0.637824058533,0.521687865257,-1.02861607075,-0.560734272003,0.122929826379,-0.431100398302,0.0806767940521,-0.12772898376,-1.32648158073,0.0388666689396,0.481241762638,-0.0779899060726,-0.38275000453,0.699160695076,0.85515421629,-0.31168499589,0.713586688042,0.357723981142,1.0907831192,-0.167991474271,-0.60475474596,-0.812438666821,0.214278399944,0.613182663918,-1.61119055748,2.37034511566,0.00569995492697,0.233531087637,1.55605363846,1.63725590706,-2.63206887245,0.464199990034
23365,-0.311885893345,0.0334336161613,0.156643658876,0.444674968719,-0.396249979734,0.449999988079,1.00595009327,-0.36439999938,1.36024999619,0.960950016975,0.289050012827,0.578134715557,0.0730055421591,-0.0523617044091,0.396320700645,0.874246001244,0.985949993134,-0.265113055706,0.456807672977,0.0439000055194,-0.506078839302,0.471320867538,0.897349953651,0.330749988556,0.514344632626,-0.133562341332,-0.4103500247,1.2134500742,0.0172500014305,0.322149991989,0.584949970245,-0.106350034475,0.759500026703,0.353500008583,0.828154027462,-0.428740262985,-0.51164996624,-0.448400020599,0.661364018917,-0.513249993324,0.0949500203133,0.292650014162,2.27929997444,-0.841250002384,3.40790009499,-0.298350036144,-0.130600005388,-0.543699979782,-0.453361779451,-0.441374957561,2.0188498497,2.04285001755,0.208099991083,-0.399399995804,0.388645768166,0.211016327143,-1.10054993629,0.573798179626,-1.1958360672,-0.461225003004,-0.195348709822,0.424827039242,-0.288999289274,0.283767670393,0.0569443553686,-0.533122956753,-0.638717412949,-0.156735301018,-0.0120310038328,-0.0543021261692,0.199574276805,-0.865842163563,-0.0948700234294,-0.306937366724,-0.520681500435,0.430009394884,-0.0480778366327,-0.652783513069,-0.58506667614,-0.291170656681,0.131108283997,0.889200031757,-0.838066935539,-0.786818742752,-0.209378421307,-0.439009666443,-1.35213518143,0.493934184313,1.76267814636,0.969429790974,0.593245685101,0.0978111252189,0.496703863144,0.938463568687,0.611903965473,-0.203803673387,0.901694297791,0.822831869125,0.492765039206,-0.321185052395,-0.475800007582
6657,0.305672675371,0.213333413005,0.314666539431,0.496076762676,1.79830002785,1.13014996052,-0.704649984837,0.0486499965191,0.482050001621,0.264149993658,-0.0896499752998,-0.0503165721893,-0.133730024099,-0.371447265148,0.428082793951,0.560928583145,1.54550004005,-0.0519479997456,-0.128992378712,-0.0282499939203,0.952752828598,-0.49410238862,0.221249997616,-0.396549999714,1.2806289196,-0.115769609809,2.34754991531,0.374049991369,-0.550499975681,0.520550012589,-0.497200012207,3.32704997063,-0.781799972057,-1.39160001278,3.06811690331,-0.789168655872,-1.23720002174,-0.494800031185,0.484824091196,0.0170999914408,-0.171849995852,-0.560400009155,0.374949991703,0.561699986458,0.914099991322,1.33399999142,-0.193250015378,1.11985003948,0.786215960979,0.26019847393,0.374549984932,0.431100010872,0.147749990225,-0.147249996662,0.288515359163,-0.419828265905,0.7582000494,-1.46628582478,1.29343760014,0.144993796945,0.878319561481,0.851998865604,1.10756087303,-0.0152823328972,1.02207803726,0.116111606359,0.690569579601,-0.636275470257,0.686252892017,0.757423996925,-0.39312261343,-0.703249454498,0.0533696040511,-0.0198804084212,-0.0791508108377,0.108422763646,-0.185118466616,0.932020545006,-0.137000009418,0.844408154488,0.444619834423,1.19560003281,-0.868206322193,0.553993821144,-0.76141512394,0.856745243073,-1.49350214005,2.42320847511,0.0684859156609,0.715966045856,-0.151301205158,-0.489876866341,0.313589274883,-0.435994952917,1.28919005394,-1.1012147665,1.5648907423,0.932378172874,1.13232958317,0.176144972444,0.285299986601
