rid,CPC005_A375_6H:BRD-A24514565-001-04-8:10,CPC005_A375_24H:BRD-A24514565-001-04-8:10,CPC005_A549_6H:BRD-A24514565-001-04-8:10,CPC005_A549_24H:BRD-A24514565-001-04-8:10,CPC005_HA1E_6H:BRD-A24514565-001-04-8:10,CPC005_HA1E_24H:BRD-A24514565-001-04-8:10,CPC005_HCC515_6H:BRD-A24514565-001-04-8:10,CPC005_HT29_6H:BRD-A24514565-001-04-8:10,CPC005_HT29_24H:BRD-A24514565-001-04-8:10,CPC005_MCF7_24H:BRD-A24514565-001-04-8:10,CPC005_MCF7_6H:BRD-A24514565-001-04-8:10,CPC005_PC3_6H:BRD-A24514565-001-04-8:10,CPC005_PC3_24H:BRD-A24514565-001-04-8:10,CPC005_VCAP_6H:BRD-A24514565-001-04-8:10,CPC005_VCAP_24H:BRD-A24514565-001-04-8:10,CPC014_A375_6H:BRD-K25991148-001-01-7:10,CPC014_A549_6H:BRD-K25991148-001-01-7:10,CPC014_A549_24H:BRD-K25991148-001-01-7:10,CPC014_ASC_24H:BRD-K25991148-001-01-7:10,CPC014_HA1E_6H:BRD-K25991148-001-01-7:10,CPC014_HCC515_6H:BRD-K25991148-001-01-7:10,CPC014_HEPG2_6H:BRD-K25991148-001-01-7:10,CPC014_HT29_6H:BRD-K25991148-001-01-7:10,CPC014_MCF7_6H:BRD-K25991148-001-01-7:10,CPC014_MCF7_24H:BRD-K25991148-001-01-7:10,CPC014_NEU_24H:BRD-K25991148-001-01-7:10,CPC014_NPC_24H:BRD-K25991148-001-01-7:10,CPC014_PC3_6H:BRD-K25991148-001-01-7:10,CPC014_PC3_24H:BRD-K25991148-001-01-7:10,CPC014_PHH_24H:BRD-K25991148-001-01-7:10,CPC014_SKB_24H:BRD-K25991148-001-01-7:10,CPC014_VCAP_6H:BRD-K25991148-001-01-7:10,CPC014_VCAP_24H:BRD-K25991148-001-01-7:10,CPC020_A375_6H:BRD-A24514565-236-11-5:10,CPC020_A549_6H:BRD-A24514565-236-11-5:10,CPC020_HA1E_6H:BRD-A24514565-236-11-5:10,CPC020_HCC515_6H:BRD-A24514565-236-11-5:10,CPC020_HT29_6H:BRD-A24514565-236-11-5:10,CPC020_MCF7_6H:BRD-A24514565-236-11-5:10,CPD002_MCF7_24H:BRD-A24514565-001-06-3:10,CPC020_MCF7_24H:BRD-A24514565-236-11-5:10,CPC020_PC3_6H:BRD-A24514565-236-11-5:10,CPC020_PC3_24H:BRD-A24514565-236-11-5:10,CPC020_VCAP_6H:BRD-A24514565-236-11-5:10,CPC020_VCAP_24H:BRD-A24514565-236-11-5:10,CPD002_MCF7_6H:BRD-A24514565-001-06-3:10,CPD002_PC3_6H:BRD-A24514565-001-06-3:10,CPD002_PC3_24H:BRD-A24514565-001-06-3:10
5054,-0.557699978352,-0.756277441978,-0.378663122654,0.593443453312,0.526050031185,-0.284923762083,0.611000001431,-0.809951066971,0.188108026981,-0.48119482398,-0.143119931221,0.595719814301,-0.52670276165,-0.425992667675,0.312527447939,-1.25146639347,-0.0863675773144,-1.06035029888,-0.61259996891,-0.399357020855,-0.313458144665,-0.372436851263,-0.224487513304,0.698856949806,0.278936803341,0.0442500039935,0.244608968496,-0.269031703472,-0.314625322819,0.32566934824,-0.391526639462,0.906498372555,-0.0254513546824,0.0160892307758,-0.568499982357,-0.480633378029,-0.397050023079,1.3412245512,-0.106097511947,-0.754289209843,1.33845686913,1.08204841614,0.0193868950009,1.42703676224,-0.47947999835,1.84669458866,0.833483994007,-0.477386772633
3108,0.575049996376,0.0397393777966,-0.553111314774,-0.133587345481,-0.568050026894,-0.806205630302,-0.160249978304,-1.10631644726,-0.68453258276,1.29466450214,0.619088113308,-0.480026423931,0.535350978374,0.919660806656,0.170815840364,-0.00250315666199,-0.854240596294,-0.585598051548,0.626600027084,0.751659572124,-0.647248029709,-1.14161980152,0.319189608097,-0.637274861336,0.0371242165565,-1.07819998264,3.71079421043,-1.47403454781,-0.832867860794,0.17195622623,-0.203499481082,-1.74353742599,-0.577768683434,0.363125026226,0.109249949455,1.66496670246,1.0542999506,-0.234155312181,-3.42811655998,1.64100408554,0.475354343653,0.113804042339,0.00568239251152,-1.05125236511,-0.446620106697,-0.0837821215391,-1.24737775326,0.156263947487
1950,-0.26914998889,0.899205684662,-0.448280453682,-1.40302419662,0.506749987602,0.438342213631,-0.190200001001,-0.792400956154,0.20631018281,0.73859089613,0.0255703683943,-0.444803714752,0.0601783692837,0.324523806572,0.08510440588,0.0130227543414,-0.695144593716,-0.546514987946,0.534466683865,-0.265311300755,-0.0606294721365,-0.0611260570586,-0.294002652168,-0.422054618597,-0.538925886154,-0.451700001955,-0.120191439986,-0.404129207134,-0.412532061338,0.499832481146,-0.0619671195745,0.853724479675,-0.465588152409,-0.513954520226,0.914350032806,1.7921333313,-0.684199988842,0.370213836432,0.342232763767,0.051112189889,1.09748256207,2.70480513573,-0.61731171608,-0.148295432329,0.0576399564743,1.80691099167,-0.0331225991249,-0.291079729795
351,-0.0216999948025,-0.0450782477856,-0.346653670073,-1.60389125347,-0.190849989653,-0.0727282762527,0.0529499948025,0.689497709274,-0.23201136291,-0.496187388897,0.0897052064538,-0.225554659963,-0.466140300035,-0.404705226421,9.11110691959e-05,0.201904177666,-1.61086213589,-0.219765692949,0.479500025511,-0.453014999628,-0.0332248359919,0.880404412746,-0.833734154701,0.31890168786,-1.41425704956,0.00170000002254,0.425235509872,-0.169660314918,-0.163603127003,2.38315551542e-05,0.0381355024874,-0.227633059025,0.305964678526,-0.238705039024,0.791350007057,-0.583533346653,0.0236500203609,0.51583302021,0.602875590324,-0.761437594891,0.779067158699,0.641381621361,-0.925754606724,0.357212722301,-0.119580022991,0.361796915531,-0.743298470974,0.414026498795
4846,-0.426599979401,0.0320671051741,-0.11056278646,-0.420826137066,1.02289998531,-0.0430716350675,-0.154950007796,-0.892053484917,0.156532242894,-0.463457435369,1.02345943451,-0.642258107662,-0.0441496819258,0.47418782115,0.113653182983,0.0025338344276,-1.18692398071,-0.119303017855,0.910900056362,0.377135813236,0.634555101395,0.0674628391862,0.136082217097,0.121375203133,-0.00592549145222,-0.596749961376,-0.363310217857,-0.691515743732,-1.13173210621,-0.142888620496,-0.408345639706,0.0589718967676,0.0166831836104,0.13620454073,-1.53834998608,1.24776661396,-0.376100003719,-0.569827079773,-0.59348064661,-2.70730471611,0.758095443249,-0.309809625149,0.111953690648,-0.508055269718,-0.366840004921,-0.556747794151,0.280242860317,-0.0523686110973
1452,0.432600021362,-0.139259383082,-0.0268412921578,0.171221405268,-0.65364998579,-0.582996487617,1.11014997959,0.618733823299,0.686513662338,-0.211808353662,-0.660171985626,-0.93194258213,0.845357656479,0.673458337784,0.557925760746,-0.521625578403,0.229793608189,-0.239064097404,0.649233341217,-0.727572381496,-0.437488138676,0.630252838135,0.702096104622,-0.0290016308427,0.355079859495,1.53719997406,0.584950685501,-0.194819301367,-0.660320460796,0.333207756281,-0.500405669212,-0.539859294891,0.0748227834702,0.409375011921,-0.762949943542,-4.10020017624,-0.201750010252,-0.989685475826,0.828142225742,-1.39444565773,0.516595780849,1.00029563904,1.34398913383,0.3733060956,-0.549560010433,-0.173850283027,-0.337017089128,0.232229188085
4776,-0.00479999184608,0.51091337204,0.027695517987,-1.01562678814,0.41755002737,-0.322815924883,-0.491700023413,-0.933668971062,-0.56421661377,0.181922063231,-0.0879270508885,-0.423378169537,-0.905899107456,2.11801600456,-1.53660011292,0.564622581005,0.376369476318,-0.513227045536,-0.401033341885,-0.884056210518,-0.392201542854,0.52868449688,-1.03303551674,0.66607862711,-0.0388266555965,-0.492399990559,-0.193184822798,0.731256365776,-0.529603421688,0.977161586285,-0.186020985246,0.683422327042,0.621723592281,-1.34781837463,-0.198850005865,1.97399997711,-0.560150027275,0.486787974834,0.0429228581488,0.624315679073,0.811815857887,-0.999576330185,-0.672717690468,-0.533387601376,0.129940003157,0.472956687212,-0.989013373852,-0.582380652428
6908,0.192849934101,-0.442967414856,0.976191699505,0.455267995596,-0.282000005245,-0.664519667625,0.909150004387,0.657833874226,0.422605097294,0.100306920707,-0.614129602909,0.178579896688,0.898667573929,0.100481808186,1.15050172806,-0.340542674065,-0.862745046616,0.429923027754,-0.629900038242,-0.00707762688398,-0.0665423870087,0.0925186723471,0.882205843925,-0.0461870282888,0.430694282055,1.24125003815,0.0786290690303,-0.420967876911,0.866228163242,0.745579898357,-0.0800175145268,-0.804238498211,-0.661918401718,0.543654680252,-0.167250007391,0.25879997015,0.54935002327,0.168913006783,0.580678880215,0.456117391586,-0.328226566315,0.245279312134,1.31609344482,0.291960090399,-0.217999994755,-0.676336824894,2.11093115807,0.329905241728
672,-0.284449994564,0.422839522362,0.55307674408,0.181876331568,-0.0317000150681,-0.273314058781,-1.23825001717,0.202593713999,0.244037985802,0.147487387061,-0.140628904104,0.430656194687,0.710561275482,0.30862057209,2.136687994,0.0905084311962,-0.411389768124,1.18671929836,0.0796000063419,-0.489603489637,0.639852166176,0.470593601465,0.141720667481,0.312915325165,0.432397305965,0.0612499862909,0.622188091278,0.482508689165,0.353391826153,-0.592334747314,0.0956293195486,0.462230503559,0.334595739841,1.1357178688,-0.461899995804,-0.753499984741,0.604300022125,-0.35738825798,1.63746774197,-1.07229304314,2.52004337311,-0.144020080566,0.589016079903,0.12931650877,0.831220030785,-0.0194537341595,0.410619676113,0.778313159943
5710,0.333550006151,0.858328104019,0.176969796419,0.119807347655,-0.609099984169,-0.654428422451,-0.0224500000477,0.334896445274,0.354568421841,0.553889095783,-1.1023055315,0.251725137234,-0.279045075178,0.516631245613,0.746223270893,-1.60672521591,0.747568964958,0.207561612129,-1.02530002594,0.570587038994,1.62685465813,0.327478080988,0.300231665373,-0.169620990753,0.0676004812121,1.23705005646,0.303465515375,-0.488548010588,-0.0433070212603,0.447015672922,-1.14118564129,-0.027576809749,0.831644058228,0.517164826393,-0.0771999955177,-2.30883359909,-0.440300017595,-1.87142205238,0.500141203403,0.290142834187,-0.123120382428,0.125312149525,0.798058092594,0.161934703588,-0.368160009384,-0.8125654459,-0.937253296375,0.743830442429
2115,0.410499989986,0.277723610401,0.869458913803,0.816747546196,-0.221000015736,0.0544538348913,0.79264998436,-0.863858640194,-0.306191027164,0.652875900269,0.455815762281,-0.0342498123646,-0.586322903633,-0.534983217716,-1.1480897665,0.229511529207,-0.976761817932,-0.307189464569,0.473566681147,1.02768802643,0.744693756104,0.130681142211,-0.596799969673,0.270500570536,-0.340923398733,1.1086499691,0.645494163036,-0.0527387857437,-0.0463946908712,-0.0358514264226,0.418417751789,0.482752382755,0.129406690598,0.846231579781,0.00775003433228,-0.248833298683,0.49375000596,-0.278932988644,-0.389428794384,1.14066123962,0.801982283592,0.134097591043,-0.597502529621,-1.11187815666,-0.106500022113,1.55673158169,5.66559076309,0.0766842439771
7015,-0.293150007725,0.574190020561,0.965477764606,-0.032926838845,-0.261799991131,-0.560497164726,-0.0751999914646,-0.43821233511,0.405382633209,-0.47343096137,-0.469082891941,-0.231184646487,0.0339541733265,0.491838306189,-0.190494462848,0.369210332632,-0.205167531967,-0.884431838989,0.273333370686,0.179373890162,0.00348189473152,0.0884100422263,-0.978289723396,1.14041757584,-0.540219068527,-0.894800007343,-0.221338793635,0.552375197411,-0.636743783951,-0.175599217415,-0.0787178277969,0.869501173496,0.302833974361,-0.226294949651,-0.726649999619,0.547533392906,-0.734050035477,0.375363171101,0.296087682247,0.989884197712,0.979434728622,-1.07436275482,-0.555027723312,0.303694695234,-0.0360600054264,1.00104951859,-0.98310571909,0.566386222839
8726,0.146699994802,0.79452174902,0.881825625896,0.44477468729,1.32529997826,0.375250905752,-0.0615500211716,-1.18176138401,-0.479270905256,0.958624303341,0.132327958941,-0.164290070534,0.357648640871,0.448245495558,1.41176855564,0.506511807442,0.648559093475,0.935541033745,-0.59683328867,-0.01767218858,2.42742443085,0.170500606298,0.146342471242,0.185323476791,1.00999164581,-0.580749988556,4.27964353561,0.0290434062481,0.71126127243,0.370895117521,0.335198223591,0.866127073765,-0.490601062775,0.956905245781,-0.595999956131,-0.716866672039,1.3424500227,0.151798933744,0.019473105669,-0.346251159906,-0.0304195843637,0.562521696091,-0.786988019943,0.616747796535,0.522199988365,-0.597487092018,-0.762720704079,-0.572574436665
2185,-0.725100040436,0.822094678879,-0.0862458497286,-1.19754981995,0.477950006723,0.113148272038,0.242800012231,-0.710049986839,-0.335952281952,0.234074398875,-0.310519874096,-1.01405155659,0.010855153203,-0.57402163744,-1.81809127331,0.150946050882,-0.725346088409,-0.0821613892913,-0.345633357763,-0.76123470068,0.0291343480349,0.249317258596,-1.46697020531,0.106694161892,-0.148873239756,-0.976300001144,3.78344607353,0.389912009239,-0.300267010927,0.2037499547,0.425996571779,-0.339961022139,0.283653736115,-1.1194422245,0.0976999998093,0.31956666708,-0.0829500034451,0.621305882931,-0.396457135677,1.8987249136,0.696764111519,-0.762305796146,0.0109565071762,-0.140796020627,0.0507199764252,1.56563770771,-0.0208397470415,-0.341066598892
3315,-0.135900005698,0.521527469158,-0.299030989408,0.0951050445437,1.02815008163,0.228801548481,0.579150021076,0.544358789921,-0.789678931236,-0.0723991170526,0.157527551055,0.155499100685,0.000755667686462,-0.0779511481524,0.23959851265,0.0662739500403,-0.197364628315,-0.132459148765,0.22460000217,0.785445690155,0.103108555079,0.296582251787,0.120335914195,-0.74318999052,1.39991772175,-0.0673500001431,-0.799891233444,0.273814916611,0.382823318243,0.16908827424,0.00939223356545,0.234448835254,0.22993786633,0.184074342251,0.236600011587,-2.96600008011,0.0,-1.10976600647,-0.730342745781,0.0445706062019,-0.360677808523,0.186881065369,0.2037640661,0.0486648008227,-0.943659961224,-0.773830294609,-0.674986302853,-0.0499388426542
5289,0.0287999995053,-0.0928103029728,1.39098632336,0.678820014,-1.08054995537,0.279064267874,-0.210249990225,-0.0792376324534,0.517495691776,-0.912790417671,-0.101232394576,-0.714101791382,-0.250661551952,0.097984328866,0.659129321575,-0.400477588177,-0.722874701023,-0.329167544842,0.0467666983604,0.18904042244,-1.43977451324,0.188967704773,-0.254552006721,-0.233198389411,-0.368871152401,-0.556500017643,-0.813635706902,1.11782562733,0.151788637042,0.95893907547,0.938883900642,0.739267587662,0.150747418404,-0.23002256453,-0.752300024033,1.24020004272,0.535099983215,-0.182629838586,1.08367431164,-0.379074454308,0.186075553298,-0.461434483528,-0.716469168663,-0.370276689529,-0.0296600013971,1.79722726345,0.257584571838,-0.166463702917
868,-0.170750021935,-0.258090645075,-0.0481004416943,-0.449418962002,-0.711049973965,-0.367457032204,0.526099979877,-0.857328355312,0.790026903152,0.157074958086,1.7398635149,0.287912756205,-0.0527785271406,-0.803101241589,-1.27814090252,-0.0699761807919,-0.982201159,-0.161397635937,0.0929999798536,-0.548359632492,0.632002830505,-0.655456185341,-0.801485002041,-0.41274741292,-0.133918493986,0.937049984932,0.297209739685,0.713396072388,0.00859701633453,-0.217913419008,-0.536722719669,-0.283563673496,0.306458264589,-1.0117893219,0.0860499739647,-0.708133339882,-0.599650025368,0.904502630234,-0.645335137844,-0.491142898798,0.435905784369,-0.477984666824,-0.200081467628,-0.551764667034,-0.431219995022,-0.143671572208,-0.619632959366,-0.2208301723
1677,-0.323699980974,0.194530814886,0.0426546037197,-1.05431520939,0.289199978113,0.103886321187,-0.0923999994993,0.215975448489,0.489188402891,-0.25142171979,-0.472196042538,1.06085407734,0.821021914482,-0.0334036573768,-0.811084270477,0.486068278551,-0.494645416737,-0.310003131628,0.27826666832,-0.931290626526,0.367353081703,0.247125014663,-0.160365000367,1.54077732563,-0.891253650188,-0.989099979401,-0.49014338851,0.461793363094,-0.252296060324,-0.672356784344,0.320551216602,0.500957489014,0.20270588994,0.643068790436,0.373450011015,1.62386679649,0.78820002079,0.114558279514,2.06498551369,-0.240840762854,0.733033001423,3.8703660965,-1.23874366283,-0.397050499916,-0.597299993038,-0.111125163734,-0.921342074871,-0.625078678131
7043,-0.420500010252,-0.501491010189,-1.26765787601,-0.400115698576,-0.130849957466,-0.121749639511,-0.145000010729,-0.667485713959,-0.380244493484,-0.642169356346,-1.74024927616,-0.992347478867,-0.896161794662,-0.754581511021,-1.61728441715,0.174360185862,-0.681124091148,-0.410884797573,0.160233348608,-0.0630410164595,0.543096005917,0.660185754299,-1.22791242599,0.646700024605,0.183680891991,-0.935150027275,0.283950328827,1.25791943073,-0.204675257206,-0.179367095232,0.0567521378398,-0.581108033657,0.44714435935,-0.925299823284,0.380050003529,-0.876200079918,-0.899450004101,0.950074076653,-1.07645463943,1.49419760704,0.301324754953,-0.335096240044,0.521229207516,-0.455675959587,0.0200599879026,-0.21327111125,-0.872989833355,-0.749129891396
5613,-0.527549982071,0.0537637770176,-1.78725540638,-0.771228909492,-0.389100015163,0.375775843859,0.392549991608,-0.434356927872,0.0411964654922,-0.728627622128,-0.109889537096,-0.236732333899,0.455175757408,-1.22468101978,-1.97985577583,-0.302843332291,-0.348657488823,-0.426229089499,1.80693340302,-0.397999763489,0.231618762016,0.89201593399,-0.95984685421,-0.51610481739,-0.424450457096,-0.221649989486,-0.139627888799,0.414366990328,-0.271189838648,0.346848934889,-0.289438039064,0.236006334424,0.369732409716,-0.7428586483,0.687849998474,0.675133347511,-0.923049986362,1.10092282295,-0.0111528337002,-0.211912810802,0.413028240204,-0.530096173286,-1.0967925787,-0.598122358322,-0.181140005589,1.47849857807,-0.154082745314,-0.841840267181
