rid,CPC005_A375_6H:BRD-A24514565-001-04-8:10,CPC005_A375_24H:BRD-A24514565-001-04-8:10,CPC005_A549_6H:BRD-A24514565-001-04-8:10,CPC005_A549_24H:BRD-A24514565-001-04-8:10,CPC005_HA1E_6H:BRD-A24514565-001-04-8:10,CPC005_HA1E_24H:BRD-A24514565-001-04-8:10,CPC005_HCC515_6H:BRD-A24514565-001-04-8:10,CPC005_HT29_6H:BRD-A24514565-001-04-8:10,CPC005_HT29_24H:BRD-A24514565-001-04-8:10,CPC005_MCF7_24H:BRD-A24514565-001-04-8:10,CPC005_MCF7_6H:BRD-A24514565-001-04-8:10,CPC005_PC3_6H:BRD-A24514565-001-04-8:10,CPC005_PC3_24H:BRD-A24514565-001-04-8:10,CPC005_VCAP_6H:BRD-A24514565-001-04-8:10,CPC005_VCAP_24H:BRD-A24514565-001-04-8:10,CPC014_A375_6H:BRD-K25991148-001-01-7:10,CPC014_A549_6H:BRD-K25991148-001-01-7:10,CPC014_A549_24H:BRD-K25991148-001-01-7:10,CPC014_ASC_24H:BRD-K25991148-001-01-7:10,CPC014_HA1E_6H:BRD-K25991148-001-01-7:10,CPC014_HCC515_6H:BRD-K25991148-001-01-7:10,CPC014_HEPG2_6H:BRD-K25991148-001-01-7:10,CPC014_HT29_6H:BRD-K25991148-001-01-7:10,CPC014_MCF7_6H:BRD-K25991148-001-01-7:10,CPC014_MCF7_24H:BRD-K25991148-001-01-7:10,CPC014_NEU_24H:BRD-K25991148-001-01-7:10,CPC014_NPC_24H:BRD-K25991148-001-01-7:10,CPC014_PC3_6H:BRD-K25991148-001-01-7:10,CPC014_PC3_24H:BRD-K25991148-001-01-7:10,CPC014_PHH_24H:BRD-K25991148-001-01-7:10,CPC014_SKB_24H:BRD-K25991148-001-01-7:10,CPC014_VCAP_6H:BRD-K25991148-001-01-7:10,CPC014_VCAP_24H:BRD-K25991148-001-01-7:10,CPC020_A375_6H:BRD-A24514565-236-11-5:10,CPC020_A549_6H:BRD-A24514565-236-11-5:10,CPC020_HA1E_6H:BRD-A24514565-236-11-5:10,CPC020_HCC515_6H:BRD-A24514565-236-11-5:10,CPC020_HT29_6H:BRD-A24514565-236-11-5:10,CPC020_MCF7_6H:BRD-A24514565-236-11-5:10,CPD002_MCF7_24H:BRD-A24514565-001-06-3:10,CPC020_MCF7_24H:BRD-A24514565-236-11-5:10,CPC020_PC3_6H:BRD-A24514565-236-11-5:10,CPC020_PC3_24H:BRD-A24514565-236-11-5:10,CPC020_VCAP_6H:BRD-A24514565-236-11-5:10,CPC020_VCAP_24H:BRD-A24514565-236-11-5:10,CPD002_MCF7_6H:BRD-A24514565-001-06-3:10,CPD002_PC3_6H:BRD-A24514565-001-06-3:10,CPD002_PC3_24H:BRD-A24514565-001-06-3:10
5720,0.888499975204,-1.1526466608,-0.090389303863,0.679810166359,-0.0765500068665,0.246727243066,0.101549997926,-0.417804211378,-0.0215699970722,-0.0268082506955,0.592682898045,0.416197538376,0.262938261032,-0.116697669029,0.45109641552,-0.0800102502108,0.0356530696154,0.659684181213,0.91133338213,0.283780813217,-0.0286693871021,0.26555877924,0.309225231409,-0.62658905983,0.0524035394192,-0.0560499988496,0.784204363823,-0.122960239649,-0.409284204245,0.414042949677,-0.632959365845,-0.0372314490378,-0.37084493041,0.874630153179,0.0777000039816,-0.0628667473793,-0.575100004673,0.0942381620407,1.37769830227,-0.407087475061,0.0812543854117,-0.303700238466,1.17033731937,-0.0420742370188,0.0892800018191,-0.342553198338,0.772260904312,0.580649256706
466,0.949599981308,-0.663476228714,0.346473693848,-0.472602814436,-1.19035005569,-0.507647871971,-0.0252999998629,-0.564997076988,0.139171004295,0.0700415074825,-0.294820070267,0.484927892685,-0.321350812912,0.101073369384,1.42344534397,-0.304237365723,0.550093472004,-0.502029061317,-0.259599983692,-0.117374897003,-0.288428485394,-0.45854985714,0.528630614281,0.126561060548,0.137568503618,-0.123750001192,0.0606893450022,-0.739289283752,0.238554060459,0.478398293257,0.0940286070108,0.00935449264944,0.176160097122,1.08708298206,0.567700028419,0.160133361816,0.211599990726,0.0295003280044,2.15931367874,-1.53670847416,0.788274645805,-0.00780539214611,-0.910541176796,0.612300813198,-0.288140028715,1.003947258,1.40419483185,-0.952158212662
6009,0.00574998557568,0.980527877808,1.25206029415,-0.104489564896,-0.919099926949,-0.150883853436,0.152100026608,-0.140257209539,-0.173811346292,0.734030783176,0.818509578705,0.390807718039,0.385619819164,0.185495689511,0.849095582962,-0.459252715111,0.077694684267,0.735615730286,0.224666684866,0.493917942047,-0.440071970224,-0.109100908041,0.33229598403,1.02554285526,0.741507351398,0.646999955177,-1.33812856674,-0.902408003807,-0.195876345038,0.425830304623,-0.341272264719,-1.04051578045,-0.832013130188,0.103618204594,-0.0761000216007,-0.35343337059,0.228599995375,-0.401019543409,0.521263301373,0.855695724487,-0.818575501442,-0.415295630693,0.755289018154,0.846209406853,-0.0199400037527,0.321917235851,-0.527189552784,0.614005446434
2309,-0.698300004005,-0.59807908535,-0.82239985466,0.080364972353,1.12260007858,-0.171238869429,-0.411650002003,0.206243634224,0.164893269539,0.160640448332,0.311222165823,1.09543454647,0.33897125721,0.588374912739,1.0576261282,-0.658789515495,-0.0788238048553,-0.270358502865,-0.332633316517,0.638804018497,-0.294224411249,-0.629595994949,0.299997061491,-0.475987017155,0.0638788789511,0.347699999809,-0.57753765583,-0.250433534384,-0.0539154335856,-0.634592354298,0.182507500052,-0.517335236073,-0.417311936617,3.089625597,0.0211000069976,-1.54619991779,0.014599993825,-0.915969848633,-0.404641777277,1.63995075226,0.650055527687,1.00545942783,1.17147696018,-0.0312533229589,-0.741039991379,-1.19120490551,4.21789073944,0.178398758173
387,0.627499997616,-0.38359862566,0.0412611998618,0.958339750767,0.668999969959,-0.10504245013,-0.14074999094,-0.0221802294254,-0.0815133005381,0.873203396797,0.260780572891,0.665929853916,-0.0236386805773,0.274339735508,1.12574493885,-0.77200782299,0.48982796073,0.000946782529354,0.408066660166,-0.309465527534,-0.0326845422387,-0.761731386185,0.862756729126,-0.360628157854,-0.45780479908,0.777449965477,0.120275065303,-0.750556468964,0.549151539803,-0.758369743824,-0.75444060564,-0.92794418335,-0.49433645606,0.0734378695488,0.252999991179,-1.96666669846,-0.518749952316,0.413169294596,-0.495265007019,1.72954666615,0.0063711553812,0.956975281239,1.17637634277,0.385655850172,-0.352820068598,-1.09905958176,-0.108976230025,0.925014317036
3553,0.405200004578,0.52933716774,0.146370470524,-0.930537641048,-0.881500005722,-0.458845436573,-0.908949971199,-1.329428792,-0.250295341015,0.182236239314,-0.600414216518,1.47503864765,0.720428347588,-0.97272503376,-1.54973101616,0.444298446178,-0.0330654531717,0.00252814590931,0.228633344173,0.234893202782,0.299487709999,0.285320937634,-0.409466147423,0.203282088041,-0.489827752113,-1.01565003395,0.21263641119,0.89113008976,0.363939255476,-0.237390354276,0.583876430988,0.211380183697,0.938451230526,-0.575136005878,-0.0806000009179,0.673266708851,-0.544249951839,0.370985031128,-0.706428647041,1.00961518288,0.521112382412,0.241711467505,0.214422106743,-0.765295565128,0.210940018296,0.56567633152,1.1242159605,0.931744396687
427,1.63969993591,-0.256519407034,0.559776961803,-0.704328238964,-1.15350008011,-0.126233205199,0.412100017071,-0.598815023899,-1.1583738327,-0.401590585709,-0.905180215836,-0.143968731165,0.0129382424057,0.0948383584619,1.01912546158,-0.159561172128,-0.602017760277,-0.153338044882,0.738133311272,-0.377397716045,0.0286795347929,-1.31058573723,-0.2532363832,-0.418696016073,-0.0923660844564,1.24819993973,0.763934731483,-0.479153007269,0.0430449545383,1.09006369114,0.634084820747,-1.4340775013,-0.00416744872928,2.87564468384,-0.446099996567,0.663866639137,0.0753999948502,0.17023640871,0.799382448196,2.19303774834,1.1062734127,2.31766533852,-0.795636713505,0.355729490519,0.293540000916,0.691630125046,2.23576807976,-0.622214317322
5898,0.0851000025868,-0.606496870518,0.0390891507268,0.0446243137121,-1.02900004387,-0.742067456245,-0.152000010014,-0.481931269169,-0.351287305355,-0.40650972724,-0.533256411552,-0.262233734131,0.0823384076357,-0.0596350505948,-0.0780540406704,-0.405916035175,0.107637822628,0.328083693981,0.269766658545,-0.515002369881,-0.148332491517,0.265383601189,-0.215048164129,-0.816099286079,-2.37823367119,-0.892350077629,-0.330639958382,0.2463106215,0.00593209266663,1.20886421204,0.507660865784,-0.896772503853,-0.169535338879,-0.784483134747,-0.212700009346,-0.0328000187874,0.0376500189304,0.673572301865,-0.31622210145,-2.79135537148,0.544345617294,0.394292324781,-1.49016213417,-0.215366452932,-0.0155999884009,-0.232191577554,-0.567088127136,-0.614247441292
23365,-0.358649998903,0.123673096299,-0.695564329624,-0.205414026976,-0.487550020218,-0.75627630949,0.0684999972582,-0.175106748939,-0.442250043154,0.433908730745,-0.981734991074,-0.733487010002,-0.239077359438,0.030362688005,-1.04148674011,-0.162337094545,0.0793057307601,-0.00343697145581,0.399566680193,-0.502123177052,-0.0995141491294,0.610891342163,-0.226078704,-0.635739088058,0.722409904003,0.207849979401,-0.213067620993,-0.856639504433,0.317246735096,-0.0830824524164,-0.246341392398,-0.941653370857,0.323092877865,3.62414693832,0.488700002432,-0.0255999863148,0.422550022602,1.04115712643,-1.24773335457,-1.46964383125,0.150441765785,0.639806747437,0.789902567863,0.129258453846,-0.0180600062013,-0.483015745878,3.63476371765,-0.121935546398
6657,0.608150005341,0.11291025579,-0.352757155895,0.314939200878,0.360749989748,0.222786828876,0.125649988651,0.304615795612,-0.856896162033,-0.260273814201,-0.268989145756,-0.582306206226,-0.79819881916,-0.852135181427,-1.75953567028,0.0821650251746,-0.500126123428,-0.848150610924,0.0231666862965,-0.141463026404,-0.0364053472877,0.400945484638,-1.08774721622,-0.190343752503,-0.441623210907,1.38785004616,-0.0831246376038,0.625478804111,-0.758858382702,-0.0884580686688,0.203498721123,0.0927273780107,0.249853700399,-0.235339820385,0.635200023651,0.825366675854,-0.0181500017643,0.746660172939,-0.045627720654,2.12082099915,0.886394143105,-1.36424148083,-0.641676187515,-1.00190412998,-0.484080016613,0.988678276539,-0.585444688797,0.0776501819491
