rid,CPC011_A375_6H:BRD-K44876623-045-09-1:10,CPC011_A549_6H:BRD-K44876623-045-09-1:10,CPC011_A549_24H:BRD-K44876623-045-09-1:10,CPC011_HA1E_6H:BRD-K44876623-045-09-1:10,CPC011_HT29_6H:BRD-K44876623-045-09-1:10,CPC011_MCF7_6H:BRD-K44876623-045-09-1:10,CPC011_MCF7_24H:BRD-K44876623-045-09-1:10,CPC011_PC3_6H:BRD-K44876623-045-09-1:10,CPC011_PC3_24H:BRD-K44876623-045-09-1:10,CPC011_VCAP_6H:BRD-K44876623-045-09-1:10,CPC011_VCAP_24H:BRD-K44876623-045-09-1:10,CPC020_A375_6H:BRD-K44876623-001-02-9:10,CPC020_A549_6H:BRD-K44876623-001-02-9:10,CPC020_HA1E_6H:BRD-K44876623-001-02-9:10,CPC020_HCC515_6H:BRD-K44876623-001-02-9:10,CPC020_HT29_6H:BRD-K44876623-001-02-9:10,CPC020_MCF7_6H:BRD-K44876623-001-02-9:10,CPC020_MCF7_24H:BRD-K44876623-001-02-9:10,CPC020_PC3_6H:BRD-K44876623-001-02-9:10,CPC020_PC3_24H:BRD-K44876623-001-02-9:10,CPC020_VCAP_6H:BRD-K44876623-001-02-9:10,CPC020_VCAP_24H:BRD-K44876623-001-02-9:10
5720,0.362898141146,-1.30630302429,-0.277678787708,0.960450053215,0.626946806908,-0.126300007105,1.28549993038,-0.323035091162,-0.337667703629,0.451957762241,0.599181294441,0.663165152073,-0.897850036621,0.949481606483,0.273400008678,-1.71399712563,0.101798661053,0.703333795071,-0.805867671967,-0.134430974722,-0.403833538294,0.162319257855
466,-0.182289481163,-0.359512656927,-0.636934101582,0.680400013924,0.0389061197639,0.314350008965,0.976750016212,-0.0677967071533,-0.0250073671341,-0.24268053472,0.500272750854,0.81701862812,0.469949990511,0.592532753944,0.293650001287,-0.953504920006,-0.103344380856,-0.21785697341,-0.183566153049,-0.758803844452,-0.383369326591,-1.08019280434
6009,0.630749464035,-0.0636182203889,-0.181210264564,-0.534399986267,0.292784631252,-1.01010000706,1.64665007591,-0.492296636105,-0.0725385695696,0.154386594892,0.790426433086,-0.294496417046,-0.811999976635,-1.35576474667,0.98710000515,-1.44066357613,0.18248540163,0.670211911201,0.0587234310806,-0.699506402016,-1.06455039978,0.509615182877
2309,-0.617058038712,-0.82780122757,-0.0168989002705,0.270500004292,-0.235468149185,-0.0656500011683,-0.101649992168,1.15820205212,-0.968904018402,1.06298339367,-1.02538990974,0.260131508112,0.0875000059605,-0.763462901115,-0.161799997091,-0.817896962166,-0.0167525112629,0.34432849288,-0.433685749769,-0.78232383728,-0.0273150578141,0.153858363628
387,0.474695980549,-0.950292408466,-0.974487125874,-0.277249991894,-0.345044970512,-0.887199997902,0.016999989748,0.194352820516,1.14137148857,1.16324687004,0.711914241314,-0.54586905241,-0.847949981689,0.14795845747,0.472999989986,-1.29521775246,0.543201267719,-0.0560372769833,-0.543441772461,-0.639354705811,-0.0644250437617,0.648407280445
3553,-0.258957922459,-0.0129985287786,0.256354749203,-0.324699997902,-0.562783956528,-0.231399998069,-0.051600009203,-0.888257324696,-0.5110861063,-0.0822767391801,0.295007914305,0.0485228449106,0.547749996185,-0.056740142405,0.119100004435,1.63552463055,-0.0551404356956,0.392533242702,0.969490528107,-0.0223095305264,0.302572637796,-0.0555548667908
427,-0.0412610918283,0.0412911772728,1.34289777279,0.332850009203,0.0495502799749,-0.299450010061,-0.203999996185,0.3468721807,0.381172657013,0.0903924033046,0.588622391224,-0.392485618591,0.799099981785,0.869993984699,-0.251850008965,1.72970628738,0.503592193127,-0.00308645889163,0.901825547218,-0.695773422718,-0.0498396232724,-1.07814145088
5898,-0.399099647999,-1.14912974834,-1.84394538403,0.0704499930143,0.478694856167,0.528200030327,0.057499974966,0.43697488308,0.34082788229,-0.242105454206,0.598784208298,-0.419983446598,-1.28079998493,0.473040640354,-0.119549997151,0.0306874774396,-0.346260368824,-0.421286284924,-0.273882210255,0.182158857584,-0.402926027775,0.0960916057229
23365,0.166553258896,-0.527878940105,-0.674055814743,-1.00375008583,-0.134297728539,-0.619500041008,-0.902749955654,1.68404304981,0.785439074039,-0.904505074024,0.135356396437,0.411665529013,0.494149982929,-0.814170837402,0.144349992275,1.06593310833,-0.453149974346,-0.263719916344,0.646148741245,0.0574707984924,-0.339048922062,0.432145476341
6657,-0.280994564295,0.810613870621,0.288087099791,-0.0249999910593,-0.258328408003,-0.327650010586,-0.359650015831,0.150104299188,-1.11707770824,-0.572248697281,-0.00694167474285,-0.140075311065,0.718549966812,0.334639549255,0.0411000028253,1.16387271881,-0.54435312748,0.663882791996,0.425504684448,0.554325044155,0.0789006054401,-0.618672728539
5054,-0.423087775707,0.298041433096,-0.436715632677,0.0705499947071,-0.372423052788,0.124400004745,-0.571900010109,1.22693192959,0.719484746456,-0.633358716965,0.201605007052,-0.0829312801361,-0.152799993753,-0.27474963665,-0.237200006843,1.35754299164,-0.450615048409,3.43990564346,0.49578538537,0.37402972579,0.0514757707715,0.248805314302
3108,-0.52314132452,-1.06214630604,-0.978014111519,0.00734999775887,0.157791107893,0.129600018263,-0.202050000429,-0.272870779037,-0.0203836709261,0.485041022301,-0.678070366383,-0.127856820822,0.188999980688,0.00401622056961,-0.00435000658035,-0.265928447247,-0.936518549919,-0.126323416829,-0.63375377655,-0.428777486086,-0.138290077448,-0.198310315609
1950,-0.147174015641,0.998230576515,0.0617264360189,-0.343800008297,-0.417362332344,-0.0393000245094,-0.75569999218,-0.375789672136,-0.970733463764,-1.47111141682,-0.193730250001,-0.12855476141,1.69375002384,0.713738203049,-1.12170004845,0.48693433404,0.0236256122589,0.820838093758,-0.176061496139,-0.117226302624,0.256297230721,-0.361715525389
