	file_origin	file_target	cosine_avg	cosine_median	cosine_znorm
0	BRD-K93215584.csv	iopamidol.csv	0.999999479838	0.470591746073	0.999957251642
1	BRD-K93215584.csv	BRD-K96160456.csv	0.999999476242	0.166956049034	0.999952223386
2	BRD-K93215584.csv	BRD-K41613119.csv	0.999999089566	-0.233072801607	0.999929478007
3	BRD-K93215584.csv	BRD-K80831196.csv	0.999999314844	-0.135565351382	0.99993029585
4	BRD-K93215584.csv	BRD-K48241951.csv	0.99999942141	-0.00344853825008	0.999961492954
5	BRD-K93215584.csv	BRD-K71625503.csv	0.999999464197	-0.00341161857401	0.999941835877
6	BRD-K93215584.csv	KU-C103672.csv	0.999999424131	0.251425272136	0.999898270983
7	BRD-K93215584.csv	BRD-K20914452.csv	0.999999470242	0.212245071385	0.999965201086
8	BRD-K93215584.csv	BRD-K48659337.csv	0.99999944918	0.197394158275	0.999955865109
9	BRD-K93215584.csv	BRD-K14214369.csv	0.999999490196	0.362223907786	0.999939490187
10	BRD-K93215584.csv	BRD-K83548510.csv	0.9999991188	-0.0800400667003	0.999817114114
11	BRD-K93215584.csv	BRD-K34798777.csv	0.999999442019	0.338666863161	0.999954440935
12	BRD-K93215584.csv	BRD-K99333268.csv	0.999999502066	0.54149366646	0.999954148763
13	BRD-K93215584.csv	BRD-K23287115.csv	0.999999456595	0.0436587262034	0.999954907462
14	BRD-K93215584.csv	BRD-K05886700.csv	0.999999456583	-0.00341813491308	0.999950360362
15	BRD-K93215584.csv	BRD-K91269653.csv	0.999999537443	0.458602068754	0.999977270074
16	BRD-K93215584.csv	BRD-K25323340.csv	0.999999458812	0.601777665214	0.999972846205
17	BRD-K93215584.csv	BRD-K83121797.csv	0.999999446652	0.324174756046	0.999947576863
18	BRD-K93215584.csv	BRD-K07079548.csv	0.999999476126	0.280336709357	0.999973525835
19	BRD-K93215584.csv	BRD-K83355732.csv	0.999998967091	0.056507235768	0.999816392339
20	BRD-K93215584.csv	BRD-K40161407.csv	0.99999947064	0.457378752588	0.999953273202
21	BRD-K93215584.csv	BRD-K62374815.csv	0.999999440758	0.392035093532	0.999975022508
22	BRD-K93215584.csv	hydroxyl.csv	0.999977879351	-0.318267956395	0.998413530489
23	BRD-K93215584.csv	SA-1457103.csv	0.999999281447	-0.0721022285554	0.999923279037
24	BRD-K93215584.csv	BRD-K78268279.csv	0.999999182328	-0.793071633494	0.999946617539
25	BRD-K93215584.csv	BRD-K68013677.csv	0.999999417776	-0.0998556576131	0.999965531486
26	BRD-K93215584.csv	BRD-K31600199.csv	0.99999939512	0.282216321256	0.999927919218
27	BRD-K93215584.csv	AC-55649.csv	0.999998085268	-0.48779768544	0.999751737123
28	BRD-K93215584.csv	BRD-K20151898.csv	0.999999443167	0.498514184496	0.99996548006
29	BRD-K93215584.csv	BRD-K25642832.csv	0.999999451798	0.096691836279	0.999957332098
30	BRD-K93215584.csv	BRD-K22449070.csv	0.99999937206	0.0792953645514	0.999968511505
31	BRD-K93215584.csv	BRD-K16117792.csv	0.999999211405	-0.0751914739102	0.999963707858
32	BRD-K93215584.csv	BRD-A51666293.csv	0.999999386828	0.081361242556	0.999969966567
33	BRD-K93215584.csv	BRD-K42831041.csv	0.999999452288	0.184875631445	0.999959683589
34	BRD-K93215584.csv	BRD-K15750053.csv	0.999999507135	0.432645976133	0.999975891775
35	BRD-K93215584.csv	BRD-K83546471.csv	0.999999436062	0.330564434885	0.999945791263
36	BRD-K93215584.csv	BRD-K86023266.csv	0.999999496658	0.318444969614	0.999960558342
37	BRD-K93215584.csv	BRD-K77264230.csv	0.999999404357	0.362947192804	0.999911454767
38	BRD-K93215584.csv	BRD-K99958302.csv	0.999999504185	0.243173144547	0.999942504782
39	BRD-K93215584.csv	eserine.csv	0.999999378061	-0.122828777798	0.99995100341
40	BRD-K93215584.csv	BRD-K16772343.csv	0.999999569208	0.586594558919	0.999968922715
41	BRD-K93215584.csv	estradiol-benzoate.csv	0.999999434316	0.169563706334	0.999921592403
42	BRD-K93215584.csv	BRD-K93852877.csv	0.999999548493	0.60715467691	0.999959957722
43	BRD-K93215584.csv	BRD-K36633782.csv	0.999999401954	-0.201969884809	0.999958860481
44	methyl-fasudil.csv	sulfacetamide.csv	0.999998910911	-0.547037248962	0.999808217932
45	methyl-fasudil.csv	BRD-K71424888.csv	0.999999530105	-0.157819586386	0.999909233105
46	methyl-fasudil.csv	BRD-K86800060.csv	0.999999709972	0.6192483786	0.999953980328
47	methyl-fasudil.csv	BRD-K60584379.csv	0.999999587972	-0.172336968103	0.999927093089
48	methyl-fasudil.csv	icilin.csv	0.999999462839	0.484098904284	0.999889947952
49	methyl-fasudil.csv	BRD-K08593711.csv	0.999999584657	0.187482186447	0.999940705283
50	methyl-fasudil.csv	BRD-K27290412.csv	0.999999624014	-0.300293064739	0.999931715047
51	methyl-fasudil.csv	BRD-K25755601.csv	0.999999606297	-0.0178775420299	0.999935134125
52	methyl-fasudil.csv	BRD-K94534355.csv	0.99999970804	0.684463055472	0.999969063582
53	methyl-fasudil.csv	BRD-A04172077.csv	0.999998795756	-0.653945682199	0.999825799362
54	methyl-fasudil.csv	BRD-K14159335.csv	0.999999445379	-0.296242504248	0.999951826288
55	methyl-fasudil.csv	BRD-K89840812.csv	0.99999961801	-0.298815225039	0.999943375523
56	methyl-fasudil.csv	BG-1022.csv	0.999999615798	0.344798589614	0.99995000695
57	methyl-fasudil.csv	BRD-K26862028.csv	0.999999481554	-0.170564890401	0.999920984989
58	methyl-fasudil.csv	BRD-K05917849.csv	0.999999629318	0.309628879489	0.999948272215
59	methyl-fasudil.csv	BRD-K38965110.csv	0.999999400361	-0.520338538972	0.999878888854
60	methyl-fasudil.csv	BRD-K52183630.csv	0.999999547621	-0.00845191091347	0.999937842805
