	file_origin	file_target	cosine_avg	cosine_median	cosine_znorm
0	BRD-K14159335.csv	iopamidol.csv	0.999999954586	0.442488933795	0.999992256262
1	BRD-K14159335.csv	BRD-K96160456.csv	0.99999994172	0.178864662409	0.999991361114
2	BRD-K14159335.csv	BRD-K41613119.csv	0.999999974307	0.443058854141	0.999990854475
3	BRD-K14159335.csv	BRD-K80831196.csv	0.999999918122	0.0224217000152	0.999988115738
4	BRD-K14159335.csv	BRD-K48241951.csv	0.999999965678	0.0293373413064	0.9999973503
5	BRD-K14159335.csv	BRD-K71625503.csv	0.999999953013	0.0293320161272	0.999997016281
6	BRD-K14159335.csv	KU-C103672.csv	0.999999752488	0.529818413231	0.999948658512
7	BRD-K14159335.csv	BRD-K20914452.csv	0.999999945704	0.0103164954448	0.999996112297
8	BRD-K14159335.csv	BRD-K48659337.csv	0.999999953136	0.0233955511622	0.999987780341
9	BRD-K14159335.csv	BRD-K14214369.csv	0.999999930211	-0.0862808461986	0.999997253643
10	BRD-K14159335.csv	BRD-K83548510.csv	0.999999685023	0.000458104693442	0.999902544208
11	BRD-K14159335.csv	BRD-K34798777.csv	0.999999961378	0.286309814876	0.999997928404
12	BRD-K14159335.csv	BRD-K99333268.csv	0.99999995237	0.534971789878	0.999998491838
13	BRD-K14159335.csv	BRD-K23287115.csv	0.999999946843	0.291626516844	0.999996537039
14	BRD-K14159335.csv	BRD-K05886700.csv	0.999999956352	0.0293172744682	0.999993237596
15	BRD-K14159335.csv	BRD-K91269653.csv	0.99999991059	-0.096650705032	0.999989494931
16	BRD-K14159335.csv	BRD-K25323340.csv	0.999999968992	0.338551185692	0.999994348757
17	BRD-K14159335.csv	BRD-K83121797.csv	0.999999961177	0.179226832116	0.999996763426
18	BRD-K14159335.csv	BRD-K07079548.csv	0.999999908904	0.342258094593	0.999987667095
19	BRD-K14159335.csv	BRD-K83355732.csv	0.999999637429	0.572591128346	0.999907488663
20	BRD-K14159335.csv	BRD-K40161407.csv	0.999999950063	0.274585897075	0.999992638085
21	BRD-K14159335.csv	BRD-K62374815.csv	0.99999993704	-0.0847712211099	0.999990961069
22	BRD-K14159335.csv	hydroxyl.csv	0.999979544537	-0.251558375219	0.998475224653
23	BRD-K14159335.csv	SA-1457103.csv	0.999999905992	0.368394438158	0.999973956131
24	BRD-K14159335.csv	BRD-K78268279.csv	0.999999948348	0.203956252922	0.999996785254
25	BRD-K14159335.csv	BRD-K68013677.csv	0.999999966442	0.141290677878	0.999996200899
26	BRD-K14159335.csv	BRD-K31600199.csv	0.999999855802	0.553027001771	0.999976176875
27	BRD-K14159335.csv	AC-55649.csv	0.999999273257	0.0756214731477	0.999879092066
28	BRD-K14159335.csv	BRD-K20151898.csv	0.999999974899	0.543571753032	0.99999706394
29	BRD-K14159335.csv	BRD-K25642832.csv	0.999999966374	-0.0250977606661	0.999997890563
30	BRD-K14159335.csv	BRD-K22449070.csv	0.999999962049	0.621085307838	0.999989994109
31	BRD-K14159335.csv	BRD-K16117792.csv	0.999999893754	-0.0780971044342	0.999993343056
32	BRD-K14159335.csv	BRD-A51666293.csv	0.999999775827	-0.162825037489	0.999991139473
33	BRD-K14159335.csv	BRD-K42831041.csv	0.999999939451	0.0766427292574	0.999998949651
34	BRD-K14159335.csv	BRD-K15750053.csv	0.999999937896	0.0663076277559	0.99999281407
35	BRD-K14159335.csv	BRD-K83546471.csv	0.999999961914	0.700584605796	0.999996945095
36	BRD-K14159335.csv	BRD-K86023266.csv	0.99999993378	-0.0320543990749	0.999996221796
37	BRD-K14159335.csv	BRD-K77264230.csv	0.999999714407	-0.499919271318	0.999976155194
38	BRD-K14159335.csv	BRD-K99958302.csv	0.999999914936	0.201451368495	0.999982207732
39	BRD-K14159335.csv	eserine.csv	0.999999908793	-0.375366300042	0.99998648102
40	BRD-K14159335.csv	BRD-K16772343.csv	0.999999918585	0.314369755827	0.999988910426
41	BRD-K14159335.csv	estradiol-benzoate.csv	0.99999967493	0.399430385346	0.999972607024
