	file_origin	file_target	cosine_avg	cosine_median	cosine_znorm
0	BRD-K90341035.csv	BRD-K73082254.csv	0.99999995315	0.325911184933	0.999987850311
1	BRD-K90341035.csv	BRD-K25564095.csv	0.999999983528	0.532795703526	0.999992844703
2	BRD-K90341035.csv	BRD-K78094112.csv	0.999999985611	0.593432268049	0.999993943152
3	BRD-K90341035.csv	norketamine.csv	0.999999742954	-0.459915088357	0.999967552483
4	BRD-K90341035.csv	BRD-K57181059.csv	0.999999959213	0.101060823769	0.999994769848
5	BRD-K90341035.csv	BRD-K13794505.csv	0.999999737554	0.163159030277	0.999982589511
6	BRD-K90341035.csv	BRD-K54553362.csv	0.999999959932	0.335349381268	0.999979302831
7	BRD-K90341035.csv	BRD-K70503895.csv	0.999999839505	0.0843256412514	0.999985396585
8	BRD-K90341035.csv	BRD-K56945204.csv	0.999999938423	0.412920018277	0.999998417705
9	BRD-K90341035.csv	BRD-K93215584.csv	0.99999943296	0.168290581869	0.999965786515
10	BRD-K90341035.csv	methyl-fasudil.csv	0.999999575634	-0.0549773054095	0.999938194549
11	BRD-K90341035.csv	sulfacetamide.csv	0.999999804855	0.543976720657	0.999960935825
12	BRD-K90341035.csv	BRD-K71424888.csv	0.999999980766	0.740324743657	0.999995008851
13	BRD-K90341035.csv	BRD-K86800060.csv	0.999999961502	-0.179916361704	0.999987463632
14	BRD-K90341035.csv	BRD-K60584379.csv	0.9999999786	0.11247566061	0.999984758593
15	BRD-K90341035.csv	icilin.csv	0.999999664915	-0.197358116937	0.999955160943
16	BRD-K90341035.csv	BRD-K08593711.csv	0.999999991517	0.623918227586	0.99999626039
17	BRD-K90341035.csv	BRD-K27290412.csv	0.999999955662	0.499322918605	0.999992407178
18	BRD-K90341035.csv	BRD-K25755601.csv	0.999999991433	0.741503766388	0.999995895742
19	BRD-K90341035.csv	BRD-K94534355.csv	0.999999967243	-0.269441572687	0.99998783236
20	BRD-K90341035.csv	BRD-A04172077.csv	0.999999660287	0.159068813609	0.999929446912
21	BRD-K90341035.csv	BRD-K14159335.csv	0.999999956552	0.113024116548	0.99999611404
22	BRD-K90341035.csv	BRD-K89840812.csv	0.999999976582	0.333021818075	0.999991820922
23	BRD-K90341035.csv	BG-1022.csv	0.999999977796	0.224079562721	0.999997040784
24	BRD-K90341035.csv	BRD-K26862028.csv	0.999999963273	0.209581175346	0.999991405381
25	BRD-K90341035.csv	BRD-K05917849.csv	0.999999980365	0.525282200154	0.999995924568
26	BRD-K90341035.csv	BRD-K38965110.csv	0.999999903967	0.46993052332	0.999974192401
27	BRD-K90341035.csv	BRD-K52183630.csv	0.9999998991	0.108061729794	0.999991952987
28	BRD-K90341035.csv	BRD-K91224798.csv	0.999999971954	0.33137495356	0.999996055093
29	BRD-K90341035.csv	STK-064652.csv	0.999998809807	0.0809064242875	0.999926561194
30	BRD-K90341035.csv	BRD-K45794109.csv	0.9999999761	0.0190697385224	0.999995771049
31	BRD-K90341035.csv	BRD-K97481912.csv	0.999999977056	0.542277191165	0.999996978852
32	BRD-K90341035.csv	BRD-K09329774.csv	0.999999700465	0.0768554313368	0.999951362162
33	BRD-K90341035.csv	BRD-K50868745.csv	0.999999805534	0.141684397	0.999956001097
34	BRD-K90341035.csv	BI-2536.csv	0.99989863271	-0.249031135041	0.974492998979
35	BRD-K90341035.csv	BRD-K68219508.csv	0.999999974069	0.137049683705	0.999993126334
36	BRD-K90341035.csv	BRD-K04682465.csv	0.999999903549	-0.22982204664	0.999987703321
37	BRD-K90341035.csv	BRD-K44079161.csv	0.99999995264	-5.1988812465e-05	0.999994669242
38	BRD-K90341035.csv	BRD-K82019527.csv	0.999999964185	0.195685167972	0.999998507233
39	BRD-K90341035.csv	BRD-K36725752.csv	0.999999884806	0.15092051385	0.999975183975
40	BRD-K90341035.csv	BRD-K64100337.csv	0.999999988665	0.40983745226	0.999995230185
41	BRD-K90341035.csv	LE-135.csv	0.999996208896	0.101092457773	0.999607068988
42	BRD-K90341035.csv	osthol.csv	0.999999895952	0.184235615263	0.999990312761
43	BRD-K90341035.csv	BRD-K08640787.csv	0.999999451146	-0.226938621844	0.999825245576
44	BRD-K90341035.csv	BRD-K00801367.csv	0.999999967068	0.591028780959	0.999997526146
45	BRD-K90341035.csv	BRD-K22831754.csv	0.999999721894	-0.43422855102	0.99997640241
46	BRD-K90341035.csv	BRD-K37141476.csv	0.999999877803	0.444809031462	0.999981541947
47	BRD-K90341035.csv	KU-C104248.csv	0.999999470373	-0.103091137385	0.999848349804
48	BRD-K90341035.csv	sphingosine.csv	0.999999453808	-0.201616714172	0.999946241272
49	BRD-K90341035.csv	BRD-K47587697.csv	0.999999965302	0.11235109085	0.999989915101
50	BRD-K90341035.csv	BRD-K30267135.csv	0.999999906065	0.0503935084498	0.999981248933
51	BRD-K90341035.csv	tetraethylenepentamine.csv	0.999999969205	0.489624860813	0.999996838822
52	BRD-K90341035.csv	BRD-K36754063.csv	0.999999938048	-0.13537735927	0.999991107864
53	BRD-K90341035.csv	BRD-K85388022.csv	0.999999911687	0.527624374838	0.999996875595
54	BRD-K90341035.csv	BRD-K01626010.csv	0.999999972014	0.2281706965	0.999998286569
55	BRD-K90341035.csv	iopamidol.csv	0.999999968978	0.493701350631	0.999995049356
56	BRD-K90341035.csv	BRD-K96160456.csv	0.999999973349	0.162812803384	0.999995811786
57	BRD-K90341035.csv	BRD-K41613119.csv	0.999999929878	0.262905321649	0.999988237923
58	BRD-K90341035.csv	BRD-K80831196.csv	0.999999943256	0.235477425185	0.999988244148
59	BRD-K90341035.csv	BRD-K48241951.csv	0.999999993912	0.409870101664	0.999999582317
